token,count
助産師介護職員初任者研修(旧ヘルパー2級),2
介護職員初任者研修(旧ヘルパー2級)鍼灸師整体師医療事務資格(民間)リフレクソロジストアロマセラピスト自動車運転免許,2
基礎研修)社会福祉主事任用資格調理師自動車運転免許福祉用具専門相談員介護事務資格(民間)その他(認知症介護実践者研修),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(認知症実践者研修,2
認知症実践リーダー研修,2
計画作成担当研修,2
管理者研修終了),2
自動車運転免許その他(空港保安警備業務検定2級)その他(日本漢字能力検定2級),2
社会福祉士 取得予定(1年以内)社会福祉主事任用資格自動車運転免許児童指導員任用資格その他(ピアヘルパー)その他(英語技能検定3級),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許児童指導員任用資格中学校教諭,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員その他(福祉住環境コーディネーター2級3級) 取得予定(1年以内),2
社会福祉主事任用資格自動車運転免許その他(認知症基礎研修),2
介護福祉士自動車運転免許その他(認知症介護実践者研修修了)その他(認知症対応型サービス事業管理研修修了),2
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(児童指導員)その他( 児童福祉司 )その他( 知的障害者福祉司 )その他(身体障害者福祉司 ),2
基礎研修)整体師調剤事務資格(民間)その他(レクリエーション介護士2級)その他(認知症介助士)その他(筋トレスペシャリスト),2
基礎研修)自動車運転免許その他(喀痰吸引1号),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許介護事務資格(民間)その他(第一種大型自動車免許)その他(甲種防火管理者)その他(上級救命講習),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許,2
介護支援専門員(ケアマネジャー)児童発達支援管理責任者研修自動車運転免許,2
基礎研修)管理栄養士栄養士自動車運転免許,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(医療福祉環境アドバイザー2級)その他(認知症介護実践者研修修了)その他(認知症対応型サービス事業管理者研修修了),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士児童発達支援管理責任者研修自動車運転免許相談支援従事者研修,2
介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許児童指導員任用資格,2
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許福祉用具専門相談員その他(強度行動障害 基礎 実践研修 ),2
介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)整体師整体師資格(民間)リフレクソロジストアロマセラピスト自動車運転免許その他(フィッテイングアドバイザー),2
自動車運転免許その他(国家資格フラワー装飾技能士資格 3級)その他(ブライダルフラワープランナー資格 3級)その他(色彩検定2級)その他(販売士検定資格 3級)その他(サービス接遇検定資格 3級)その他(色彩検定 3級)その他(漢字能力検定 準2級),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士 取得予定(1年以内)保育士自動車運転免許放課後児童支援員認定資格 取得予定(1年以内),2
自動車運転免許その他(ガイドヘルパー)その他(情報処理検定3級),2
介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭小学校教諭,2
自動車運転免許その他(MFTトレーナー) 取得予定(1年以内)その他(トリートメントコーディネーター),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)サービス管理責任者研修 取得予定(1年以内),2
社会福祉主事任用資格自動車運転免許その他(認知症介護基礎研修),2
社会福祉主事任用資格調理師自動車運転免許 取得予定(1年以内),2
介護支援専門員(ケアマネジャー)介護福祉士自動車運転免許その他(認知症実践者研修)その他(認知症対応型サービス事業管理者研修)その他(小規模多機能型サービス等計画作成担当者研修),2
介護職員初任者研修(旧ヘルパー2級)その他(強度行動障害支援者養成研修),2
介護職員初任者研修(旧ヘルパー2級)介護事務資格(民間) 取得予定(1年以内)その他(普通自動車第一種運転免許(AT限定)),2
基礎研修)その他(介護口腔ケア推進士),2
介護職員初任者研修(旧ヘルパー2級)栄養士調理師,2
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士社会福祉主事任用資格自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(レクリエーション介護士2級),2
医療事務資格(民間) 取得予定(1年以内)自動車運転免許その他(Microsoft Office Word2019)その他(Microsoft Office Excel2019)その他(Microsoft Office PowerPoint2019),2
准看護師介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(ジャパンケンネル動物飼育管理士,2
トリマーC級ライセンス,2
動物看護士),2
介護職員初任者研修(旧ヘルパー2級)保育士自動車運転免許その他(インナーチャイルドセラピスト)その他(NLP協会認定証取得),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(全国経理教育協会 簿記3級)その他(日本情報処理検定協会 日本語ワープロ2級)その他(日本情報処理検定協会 文書デザイン2級)その他(日本情報処理検定協会 表計算2級)その他(全国商業高等学校協会 簿記実務2級),2
介護福祉士社会福祉士 取得予定(1年以内)社会福祉主事任用資格自動車運転免許,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許小学校教諭中学校教諭,2
基礎研修)社会福祉主事任用資格自動車運転免許高等学校教諭,2
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間) 取得予定(1年以内)歯科助手資格(民間) 取得予定(1年以内)調剤事務資格(民間) 取得予定(1年以内)介護事務資格(民間),2
看護師 取得予定(1年以内)准看護師介護福祉士自動車運転免許,2
介護福祉士自動車運転免許その他(秘書技能検定2級),2
介護福祉士社会福祉主事任用資格保育士自動車運転免許その他(認知症ケア専門士),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修中学校教諭相談支援従事者研修その他(強度行動障害支援者養成研修(基礎研修))その他(強度行動障害支援者養成研修(実践研修))その他(喀痰吸引等研修(第三号研修)),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格サービス管理責任者研修その他(訪問型職場適応援助者),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)栄養士自動車運転免許,2
自動車運転免許その他(大型運転免許)その他(リフト免許),2
基礎研修) 取得予定(1年以内)自動車運転免許 取得予定(1年以内),2
基礎研修)整体師リフレクソロジストアロマセラピスト自動車運転免許その他(レクリエーション介護士2級),2
介護支援専門員(ケアマネジャー)あん摩マッサージ指圧師自動車運転免許,2
基礎研修)自動車運転免許その他(日商簿記1級),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(フットサル4級審判員),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許介護事務資格(民間),2
介護福祉士社会福祉主事任用資格自動車運転免許福祉用具専門相談員 取得予定(1年以内),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許福祉用具専門相談員その他(同行援護一般 応用)その他(行動援護)その他(ガイドヘルパー全身性)その他(福祉有償運送運転者講習)その他(難病患者等ホームヘルパー養成研修基礎1,2
2),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(健康管理士一般指導員)その他(日本漢字能力検定),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許福祉用具専門相談員その他(旅行介助士)その他(国内旅程管理主任者),2
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士社会福祉主事任用資格自動車運転免許その他(第一種衛生管理者)その他(防火管理者),2
介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭自動車運転免許サービス管理責任者研修,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(福祉用具専門相談員),2
介護福祉士 取得予定(1年以内)社会福祉士 取得予定(1年以内)自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(認知症ケア指導管理士),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)介護事務資格(民間),2
介護福祉士自動車運転免許その他(認知症介護実践者研修 修了)その他(福祉住環境コーディネーター2級),2
自動車運転免許児童指導員,2
自動車運転免許その他(全国商業高等学校協会主催 情報処理検定試験2級(ビジネス情報部門))その他(全国商業高等学校協会主催 簿記実務検定試験1級)その他(全国商業高等学校協会主催 珠算電卓実務検定試験1級(電卓普通計算部門)),2
看護師介護支援専門員(ケアマネジャー) 取得予定(1年以内)自動車運転免許,2
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)社会福祉士保育士 取得予定(1年以内)栄養士 取得予定(1年以内)調理師 取得予定(1年以内)自動車運転免許高等学校教諭その他(クリンネスト1級)その他(看護助手),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)介護事務資格(民間) 取得予定(1年以内),2
登録販売者医療事務資格(民間)自動車運転免許その他(ホームヘルパー),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間) 取得予定(1年以内)自動車運転免許介護事務資格(民間),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許児童指導員任用資格中学校教諭高等学校教諭,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許中学校教諭高等学校教諭,2
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士幼稚園教諭医療事務資格(民間)自動車運転免許介護事務資格(民間)その他(介護福祉士実務者研修課程 修了),2
介護福祉士自動車運転免許ネイリスト資格(民間) 取得予定(1年以内),2
介護支援専門員(ケアマネジャー)介護福祉士自動車運転免許サービス管理責任者研修,2
リフレクソロジストアロマセラピスト,2
介護職員初任者研修(旧ヘルパー2級)リフレクソロジスト,2
調理師自動車運転免許その他(大型二種免許)その他(フォークリフト免許),2
介護福祉士 取得予定(1年以内)社会福祉主事任用資格,2
看護師介護支援専門員(ケアマネジャー)介護福祉士,2
介護福祉士社会福祉士精神保健福祉士自動車運転免許,2
調理師 取得予定(1年以内),2
社会福祉主事任用資格保育士自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)あん摩マッサージ指圧師自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)幼稚園教諭小学校教諭,2
薬剤師,2
臨床検査技師介護職員初任者研修(旧ヘルパー2級)自動車運転免許,2
介護福祉士社会福祉主事任用資格児童発達支援管理責任者研修 取得予定(1年以内)自動車運転免許サービス管理責任者研修 取得予定(1年以内)児童指導員任用資格相談支援従事者研修,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員 取得予定(1年以内)その他(FP3級技能検定習得)その他(危険物取扱者乙4種)その他(有機溶剤取扱作業),2
調理師自動車運転免許その他(フォークリフト運転資格)その他(大型自動車第一種運転),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(文部科学省認定専門士称号)その他(レクリエーションインストラクター)その他(日本赤十字社救急法救急員認定証),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)介護職員初任者研修(旧ヘルパー2級)介護職員初任者研修(旧ヘルパー2級)自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)調理師自動車運転免許その他(宅地建物取引士)その他(認定アートセラピスト)その他(認定心理カウンセラー)その他(ヒプノセラピスト),2
介護福祉士自動車運転免許その他(日商簿記検定3級),2
介護福祉士社会福祉主事任用資格保育士自動車運転免許その他(認定特定行為業務従事者認定証)その他(メンタルヘルスマネジメントII種)その他(スマート介護士BASIC),2
基礎研修)医療事務資格(民間)自動車運転免許サービス管理責任者研修その他(強度行動障害),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(ユニットリーダー研修),2
医療事務資格(民間)自動車運転免許中学校教諭,2
介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許相談支援従事者研修,2
自動車運転免許その他(甲種防火管理者),2
介護職員初任者研修(旧ヘルパー2級)保育士児童発達支援管理責任者研修,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許美容師ネイリスト資格(民間)その他(サービス接遇検定3級)その他(重度訪問介護従事者養成研修統合課程)その他(日本エステティック協会認定フェイシャルエステティシャン)その他(独立支援アカデミーリンパドレナージュボディ)その他(福祉美容師),2
介護福祉士社会福祉士保育士自動車運転免許,2
自動車運転免許その他(パソコン検定2級),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許相談支援従事者研修,2
基礎研修)調理師自動車運転免許福祉用具専門相談員その他(食品衛生責任者),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(手話奉仕員),2
介護職員初任者研修(旧ヘルパー2級)柔道整復師自動車運転免許その他(認知症ケア専門士),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員その他(二級ファイナンシャルプランニング技能士)その他(AFP(アフィリエイトファイナンシャルプランナー))その他(ITILファンデーションIII(英国国家資格)),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(3号研修)その他(同行援護)その他(行動援護),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許その他(認知症介助士),2
基礎研修)医療事務資格(民間)歯科助手資格(民間)自動車運転免許介護事務資格(民間),2
保育士幼稚園教諭児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修,2
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間) 取得予定(1年以内)調剤事務資格(民間) 取得予定(1年以内)自動車運転免許 取得予定(1年以内)介護事務資格(民間),2
介護福祉士社会福祉主事任用資格自動車運転免許福祉用具専門相談員その他(認知症ケア専門士),2
自動車運転免許その他(福祉住環境コーディネーター2級),2
看護師准看護師医療事務資格(民間)調剤事務資格(民間) 取得予定(1年以内)自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許介護事務資格(民間)その他(レクリエーション介護士2級),2
介護支援専門員(ケアマネジャー)介護福祉士自動車運転免許その他(介護支援専門員)その他(第2種衛生管理者)その他(小規模多機能計画作成者)その他(主任介護支援専門員)その他(認知症実践者)その他(認知症管理者),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許福祉用具専門相談員,2
基礎研修)自動車運転免許その他(重度訪問介護従事者),2
自動車運転免許その他(全国商業高等学校協会主催第89回簿記実務検定試験 第3級取得)その他(全国商業高等学校協会主催第62回ビジネス文書実務検定試験第2級 速度部門取得),2
自動車運転免許その他(認知症介護実践者研修)その他(認知症対応型サービス事業管理者),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(大阪府移動支援従業者支援養成研修修了全身性障がい方課程)その他(福祉住環境コーディネーター2級),2
基礎研修)主任介護支援専門員,2
介護福祉士自動車運転免許その他(文書処理技能認定Word 2級(サーティファイ))その他(表計算処理技能認定Excel2級(サーティファイ))その他(ビジネス検定ジョブパス3級)その他(ビジネスデータベース技能認定Access3級(サーティファイ))その他(プレゼンテーション技能認定PowerPoint初級(サーティファイ)),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(普通救命講習 終了),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員その他(普通自動車2種),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(上級救命講習),2
自動車運転免許児童指導員任用資格小学校教諭,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(同行援護従事者),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許,2
基礎研修)児童発達支援管理責任者研修自動車運転免許児童指導員任用資格中学校教諭,2
自動車運転免許その他(実用英語技能検定2級),2
准看護師自動車運転免許養護教諭,2
介護職員初任者研修(旧ヘルパー2級)その他(全米ヨガライアンスRYT200ヨガインストラクター),2
基礎研修)児童発達支援管理責任者研修自動車運転免許,2
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)整体師資格(民間)アロマセラピスト自動車運転免許,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許児童指導員任用資格,2
基礎研修)アロマセラピスト自動車運転免許その他(大阪府移動支援従事者養成研修修了 (全身性ガイドヘルパー))その他(難病患者等ホームヘルパー養成研修基礎課程II修了)その他(同行援護従業者養成研修応用課程修了),2
自動車運転免許児童指導員任用資格その他(レクレーション介護士2級)その他(強度行動障害養成者研修(基礎研修)),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(喀痰吸引研修)その他(同行援護研修)その他(行動援護研修),2
歯科衛生士介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)自動車運転免許,2
登録販売者介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)調理師自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(ユニットリーダー研修修了)その他(喀痰吸引 一号二号)その他(認知者実践者研修)その他(認知症対応型サービス事業管理者研修),2
介護福祉士自動車運転免許その他(認知症介護基礎研修),2
臨床工学技士,2
基礎研修)社会福祉主事任用資格医療事務資格(民間)調剤事務資格(民間)自動車運転免許,2
),2
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格自動車運転免許介護事務資格(民間),2
介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格相談支援専門員,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(大型二種),2
基礎研修)保育士児童発達支援管理責任者研修自動車運転免許小学校教諭中学校教諭高等学校教諭その他(Microsoft Office Specialist)その他(普通自動車運転免許証)その他(発達障がいコミュニケーション初級指導者)その他(メンタル心理ヘルスカウンセラー)その他(音楽療法カウンセラー)その他(メンタル心理ミュージックアドバイザー)その他(発達支援教育士),2
介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)鍼灸師あん摩マッサージ指圧師自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間) 取得予定(1年以内)調剤事務資格(民間) 取得予定(1年以内)自動車運転免許 取得予定(1年以内),2
介護福祉士整体師 取得予定(1年以内)自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許児童指導員任用資格,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間)自動車運転免許その他(防火管理責任者),2
理学療法士登録販売者介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格児童指導員任用資格小学校教諭その他(福祉住環境コーディネーター2級)その他(普通自動車第一種免許),2
看護師准看護師介護支援専門員(ケアマネジャー)介護福祉士社会福祉士保育士自動車運転免許公認心理師その他(大学学位授与認定機構 看護学位取得),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(福祉住環境コーディネーター3級)その他(全商簿記検定 二級)その他(日商簿記検定 三級)その他(日商珠算検定 二級)その他(全商珠算検定 二級)その他(全商暗算検定 二級)その他(全商ワープロ検定 二級)その他(認知症介助士)その他(レクリエーション介護士2級)その他(ユニットリーダー研修終了),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(強度行動障害支援従事者)その他(同行援護従事者),2
自動車運転免許ネイリスト資格(民間) 取得予定(1年以内),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(行動援護従事者研修修了)その他(自動車運転二種免許),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許その他(普通自動車第二種免許資格取得),2
准看護師自動車運転免許サービス管理責任者研修,2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許中学校教諭高等学校教諭その他(養護学校教諭免許)その他(クリーニング師)その他(認知症心理カウンセラー)その他(強度行動障害支援者養成(基礎,2
実践)研修修了)その他(サービス管理責任者,2
介護職員初任者研修(旧ヘルパー2級)幼稚園教諭自動車運転免許児童指導員任用資格小学校教諭,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(福祉有償運送 同行援護 介護基礎研修),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格医療事務資格(民間)主任介護支援専門員自動車運転免許,2
歯科衛生士介護職員初任者研修(旧ヘルパー2級),2
社会福祉主事任用資格鍼灸師自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(メンタル心理ミュージックアドバイザー)その他(音楽療法カウンセラー),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(強度行動障害支援者養成基礎研修 修了)その他(難病患者等ホームヘルパー基礎課程1 修了)その他(NPO法人サタデーピア主催「ピアカウンセラー養成研修」修了)その他(滋賀の福祉人研修 中堅期研修 修了)その他(強度行動障害支援者養成研修実践研修 修了)その他(滋賀県食品衛生責任者資格講座 修了)その他(日本プロカウンセリング協会 2級心理カウンセラー養成講座修了)その他(サービス管理責任者,2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(難病ホームヘルパー),2
介護職員初任者研修(旧ヘルパー2級)社会福祉士 取得予定(1年以内)社会福祉主事任用資格自動車運転免許その他(大型二種運転免許),2
介護福祉士社会福祉士社会福祉主事任用資格自動車運転免許サービス管理責任者研修,2
歯科衛生士介護支援専門員(ケアマネジャー)自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)その他(普通自動車免許),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(強度行動障害支援者養成研修)その他(メンタルカウンセラー),2
基礎研修)社会福祉主事任用資格自動車運転免許相談支援従事者研修,2
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許中学校教諭高等学校教諭,2
社会福祉主事任用資格自動車運転免許その他(日本習字 硬筆部門 初頭師範),2
自動車運転免許美容師ネイリスト資格(民間)その他(ビューティーアドバイザー)その他(サプリメントアドバイザー),2
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格精神保健福祉士調理師主任介護支援専門員自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)調剤事務資格(民間)自動車運転免許その他(診療報酬請求事務能力認定試験(医科)),2
介護支援専門員(ケアマネジャー)アロマセラピスト自動車運転免許児童指導員任用資格中学校教諭高等学校教諭放課後児童支援員認定資格その他(司書資格),2
准看護師自動車運転免許その他(ターミナルケア指導員),2
基礎研修)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)アロマセラピスト自動車運転免許児童指導員任用資格中学校教諭高等学校教諭放課後児童支援員認定資格,2
自動車運転免許その他(初任者研修),2
作業療法士介護福祉士介護職員実務者研修(旧ヘルパー1級,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(レクリエーション介護士2級),2
介護職員初任者研修(旧ヘルパー2級)調理師自動車運転免許その他(2級心理カウンセラー),2
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格自動車運転免許その他(認知症介護実践者研修終了),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許児童指導員任用資格中学校教諭高等学校教諭その他(産業カウンセラー)その他(行動援護従業者養成研修)その他(心理学検定特1級)その他(秘書検定2級)その他(情報処理技能検定2級),2
柔道整復師鍼灸師自動車運転免許管理職(介護),2
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(上級心理カウンセラー),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(食品衛生管理者)その他(旅程管理責任者),2
介護職員初任者研修(旧ヘルパー2級)保育士調理師自動車運転免許,2
介護支援専門員(ケアマネジャー)社会福祉士精神保健福祉士自動車運転免許,2
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許介護事務資格(民間)その他(レクリエーション介護士2級)その他(音楽健康指導士準2級),2
介護福祉士社会福祉主事任用資格医療事務資格(民間)自動車運転免許その他(レクリエーション介護士2級)その他(医療ケア 基本研修終了)その他(動物関係),2
介護福祉士介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)調剤事務資格(民間)自動車運転免許福祉用具専門相談員 取得予定(1年以内)介護事務資格(民間)その他(防火管理者)その他(簿記3級),2
自動車運転免許放課後児童支援員認定資格,2
介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許その他(心理学検定1級)その他(日本漢字能力検定2級)その他(メンタルヘルスマネジメント検定II,2
III種)その他(ITパスポート),2
基礎研修)自動車運転免許その他(行動援護従業者養成研修)その他(普通自動車二種免許)その他(同行援護従業者応用課程),2
自動車運転免許その他(障害者職業生活相談員資格認定講習修了)その他(運行管理者(貨物)資格証 取得)その他(大型自動車第一種免許 取得)その他(けん引免許 取得)その他(フォークリフト運転技能講習 修了)その他(安全管理者選任時研修 受講修了)その他(食品衛生責任者養成講習会 受講修了),2
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)自動車運転免許 取得予定(1年以内),2
幼稚園教諭自動車運転免許小学校教諭その他(レクリエーション介護士2級)その他(看護助手)その他(メンタル心理カウンセラー)その他(チャイルドカウンセラー)その他(産業心理カウンセラー)その他(セカンドキャリアアドバイザー)その他(介護予防健康アドバイザー)その他(子ども発達支援アドバイザー),2
自動車運転免許児童指導員任用資格その他(子育て支援員),2
登録販売者介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許,2
介護福祉士自動車運転免許その他(チェアヨガインストラクター),2
保育士 取得予定(1年以内)自動車運転免許 取得予定(1年以内),2
介護福祉士社会福祉主事任用資格自動車運転免許福祉用具専門相談員その他(認知症介護実践者研修資格),2
基礎研修)自動車運転免許その他(認知症介護基礎 実践者),2
自動車運転免許その他(着付け),2
基礎研修)自動車運転免許その他(認知症介助士),2
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(福祉有償運送 運転者証 国土交通省 第372号),2
看護師准看護師介護支援専門員(ケアマネジャー)自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級)その他(介護レクインストラクター資格),2
介護福祉士ネイリスト資格(民間) 取得予定(1年以内),2
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許介護事務資格(民間)その他(診療情報管理士認定試験 合格)その他(電卓計算能力検定 3級合格)その他(硬筆書写検定 2級合格)その他(ビジネス能力検定 3級合格)その他(パソコン技能検定 3級合格)その他(秘書技能検定 2級合格)その他(簿記能力検定 3級合格)その他(医療秘書技能検定 2級合格)その他(サービス接遇実務検定 2級合格)その他(医事コンピュータ技能検定 3級合格),2
自動車運転免許その他(日商簿記検定2級),2
基礎研修)医療事務資格(民間)自動車運転免許中学校教諭,2
准看護師自動車運転免許その他(危険物取扱者丙種)その他(危険物取扱者乙種4類)その他(こども発達支援アドバイザー),2
医療事務資格(民間)調剤事務資格(民間),2
介護福祉士 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級)柔道整復師鍼灸師自動車運転免許,2
介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)社会福祉士精神保健福祉士自動車運転免許,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)柔道整復師自動車運転免許福祉用具専門相談員サービス管理責任者研修介護事務資格(民間)相談支援従事者研修,2
歯科衛生士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許,2
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格調剤事務資格(民間)自動車運転免許介護事務資格(民間)その他(アクティビティワーカー)その他(介護予防健康アドバイザー(民間))その他(社会福祉主事任用資格)その他(全国高等学校家庭科保育技術検定1級),2
