applicant_id,age,gender,age_group,residence_prefecture,residence_municipality,desired_area_count,qualification_count,has_national_license,qualifications,desired_workstyle,desired_start,desired_job,career,employment_status,status,member_id
1614,75,男性,70歳以上,京都府,京都市北区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,機会があれば転職を検討したい（2024/10/02時点）,"介護職/ヘルパー,生活支援員",,就業中,,654194
1615,46,男性,40代,奈良県,奈良市,3,4,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2023/09/06時点）,"介護職/ヘルパー (8年未満),生活相談員 (4年未満),ケアマネジャー (8年未満),生活支援員 (1年未満)",社会福祉学部社会福祉学科(大学),就業中,,1395648
1616,58,女性,50代,京都府,宇治市,3,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,"医療事務/受付 (未経験),介護タクシー/ドライバー,介護職/ヘルパー (未経験),介護事務",,就業中,,1904417
1617,60,女性,60代,京都府,京都市伏見区,3,5,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,美容師","正職員, 契約職員",機会があれば転職を検討したい（2024/01/05時点）,"介護職/ヘルパー (3年未満),ケアマネジャー",,就業中,,1959623
1618,49,女性,40代,京都府,京都市中京区,2,0,False,,パート・バイト,1ヶ月以内（2025/03/24時点）,介護職/ヘルパー (未経験),,就業中,,2596535
1619,27,女性,20代,大阪府,枚方市,6,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,機会があれば転職を検討したい（2025/04/29時点）,介護職/ヘルパー (10年以上),福祉学科介護福祉コース(高等学校)(2016年3月卒業),就業中,,2658347
1620,51,女性,50代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2215359
1621,67,女性,60代,京都府,京都市左京区,4,4,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,社会福祉主事任用資格,自動車運転免許","正職員, 契約職員, パート・バイト, 業務委託",今すぐに（2024/08/08時点）,"介護職/ヘルパー,生活支援員 (10年以上),相談支援専門員",(高等専門学校)(1982年3月卒業),離職中,,2258342
1622,56,男性,50代,京都府,向日市,4,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許,その他（パソコンインストラクター２級）",正職員,機会があれば転職を検討したい（2024/08/01時点）,介護職/ヘルパー (5年未満),(その他)(1985年3月卒業),就業中,,464466
1623,23,女性,20代,京都府,京都市北区,5,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 正職員",1ヶ月以内（2025/08/04時点）,介護職/ヘルパー (未経験),,離職中,,2539512
1624,53,男性,50代,京都府,京都市伏見区,13,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,"サービス提供責任者,介護職/ヘルパー,生活支援員,ケアマネジャー",,就業中,,578804
1625,19,女性,20代,京都府,京都市伏見区,2,1,False,自動車運転免許 取得予定（1年以内）,パート・バイト,,"介護職/ヘルパー,医療事務/受付 (未経験)",,在学中,,2485570
1626,20,男性,20代,京都府,宇治市,2,0,False,,パート・バイト,1ヶ月以内（2024/05/17時点）,"介護職/ヘルパー (未経験),ケアマネジャー",社会福祉学部社会福祉学科(2028年4月卒業見込み),在学中,,2156147
1627,25,女性,20代,京都府,長岡京市,2,2,False,"介護福祉士,保育士",正職員,機会があれば転職を検討したい（2025/07/24時点）,"介護職/ヘルパー (4年未満),保育士 (3年未満)",保育科(専門学校)(2021年3月卒業),就業中,,1088654
1628,42,男性,40代,大阪府,高槻市,7,3,False,"介護支援専門員（ケアマネジャー）,介護福祉士,社会福祉士",正職員,3ヶ月以上先（2024/05/14時点）,"ケアマネジャー (5年未満),介護職/ヘルパー (8年未満),生活相談員 (3年未満)",理工学部社会環境工学科(大学)(2006年3月卒業),就業中,,2145702
1629,23,女性,20代,北海道,札幌市西区,3,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2023/08/13時点）,"医療事務/受付 (未経験),歯科助手 (未経験),介護職/ヘルパー (3年未満),美容部員 (未経験),調剤事務 (未経験)",総合学科福祉科(高等学校)(2020年3月卒業),離職中,,1579682
1630,49,女性,40代,京都府,亀岡市,1,0,False,,パート・バイト,1ヶ月以内（2025/07/09時点）,介護職/ヘルパー,(大学院(修士)),就業中,,2774934
1631,27,男性,20代,滋賀県,大津市,3,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）",正職員,,介護職/ヘルパー (4年未満),,就業中,,1406059
1632,52,女性,50代,京都府,京都市伏見区,6,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト, 契約職員",今すぐに（2023/04/05時点）,"介護職/ヘルパー (2年未満),看護助手 (未経験)",,離職中,,832812
1633,41,男性,40代,京都府,京都市北区,1,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2024/06/03時点）,介護職/ヘルパー (10年以上),普通科(高等学校)(2002年3月卒業),就業中,,1313855
1634,56,男性,50代,京都府,京都市伏見区,2,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,就業中,,2851275
1635,34,女性,30代,京都府,京都市東山区,2,3,False,"介護支援専門員（ケアマネジャー）,介護福祉士,自動車運転免許","正職員, パート・バイト",機会があれば転職を検討したい（2023/01/16時点）,"看護助手,医療事務/受付 (未経験),介護職/ヘルパー (10年以上),調理師/調理スタッフ (未経験),介護事務 (未経験),エステティシャン/セラピスト (未経験),インストラクター (未経験)",,就業中,,1479483
1636,36,男性,30代,京都府,京都市北区,4,5,False,"介護支援専門員（ケアマネジャー） 取得予定（1年以内）,介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,社会福祉主事任用資格,自動車運転免許",正職員,3ヶ月以内（2022/07/20時点）,"総合職/新卒/その他 (未経験),福祉用具専門相談員 (未経験),介護職/ヘルパー (10年未満)",法学部 法律学科公共政策専修(大学)(2013年3月卒業),就業中,,1268387
1637,58,女性,50代,京都府,京都市山科区,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","正職員, パート・バイト",,介護職/ヘルパー (10年以上),,就業中,,1453380
1638,51,女性,50代,京都府,京都市南区,5,2,True,"准看護師,自動車運転免許","正職員, 契約職員, パート・バイト",3ヶ月以内（2024/05/26時点）,"看護助手 (10年未満),看護師/准看護師 (10年未満),介護職/ヘルパー (2年未満)",,就業中,,1163011
1639,25,男性,20代,京都府,亀岡市,2,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,パート・バイト,機会があれば転職を検討したい（2025/05/18時点）,介護職/ヘルパー (6年未満),,就業中,,2688417
1640,22,女性,20代,京都府,京都市伏見区,2,0,False,,正職員,,"介護職/ヘルパー (未経験),生活支援員 (未経験)",,離職中,,2269172
1641,58,男性,50代,奈良県,奈良市,5,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 正職員, 契約職員",今すぐに（2023/02/03時点）,"介護タクシー/ドライバー (2年未満),介護職/ヘルパー (2年未満)",電子科(高等学校)(1985年3月卒業),離職中,,618003
1642,48,女性,40代,京都府,京都市中京区,2,4,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,医療事務資格（民間） 取得予定（1年以内）,調剤事務資格（民間）",正職員,1ヶ月以内（2025/06/19時点）,"医療事務/受付,調剤事務,介護職/ヘルパー,生活支援員",,離職中,,2739626
1643,61,女性,60代,京都府,京都市伏見区,1,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）",正職員,3ヶ月以内（2024/10/31時点）,"介護職/ヘルパー (6年未満),生活支援員",,離職中,,2379650
1644,44,男性,40代,大阪府,三島郡島本町,6,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 契約職員, 正職員",,"介護職/ヘルパー (7年未満),介護タクシー/ドライバー",,就業中,,2589568
1645,34,男性,30代,京都府,京都市右京区,2,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,,介護職/ヘルパー (4年未満),,就業中,,1312604
1646,33,女性,30代,京都府,京都市伏見区,2,1,False,介護福祉士,パート・バイト,機会があれば転職を検討したい（2025/06/14時点）,介護職/ヘルパー (6年未満),,就業中,,2735803
1647,50,女性,50代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,3ヶ月以内（2025/03/16時点）,"生活支援員 (未経験),介護職/ヘルパー",生活デザインコース生活デザインコース(短期大学)(1996年3月卒業),就業中,,2581372
1648,35,女性,30代,京都府,京都市伏見区,1,0,False,,パート・バイト,,介護職/ヘルパー (2年未満),,離職中,,2322214
1649,19,女性,20代,京都府,京都市北区,1,0,False,,正職員,,介護職/ヘルパー,,離職中,,2847516
1650,34,男性,30代,京都府,京都市山科区,3,1,False,介護福祉士,"パート・バイト, 正職員",,"介護職/ヘルパー (10年以上),生活支援員",,就業中,,2427086
1651,76,女性,70歳以上,京都府,亀岡市,2,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,パート・バイト,今すぐに（2025/01/30時点）,介護職/ヘルパー,,就業中,,2305555
1652,49,女性,40代,京都府,京都市下京区,4,3,False,"介護福祉士,調理師,自動車運転免許",正職員,機会があれば転職を検討したい（2025/06/17時点）,介護職/ヘルパー (8年未満),(高等学校)(1995年3月卒業),就業中,,1092994
1653,40,女性,40代,京都府,城陽市,1,2,False,"介護福祉士,自動車運転免許",正職員,3ヶ月以内（2025/07/05時点）,介護職/ヘルパー (10年以上),,就業中,,2770204
1654,36,女性,30代,京都府,京都市北区,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,正職員,,介護職/ヘルパー (3年未満),,離職中,,1507681
1655,25,女性,20代,京都府,宇治市,4,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,1ヶ月以内（2025/01/21時点）,"介護職/ヘルパー (1年未満),介護タクシー/ドライバー,生活支援員,児童指導員/指導員",,離職中,,2486950
1656,53,女性,50代,京都府,京都市右京区,4,1,False,介護職員初任者研修（旧ヘルパー2級）,"正職員, パート・バイト",機会があれば転職を検討したい（2024/05/19時点）,"介護職/ヘルパー (未経験),介護事務 (未経験)",保育科(高等学校)(1990年3月卒業),就業中,,2158469
1657,21,女性,20代,京都府,京都市南区,1,0,False,,正職員,,介護職/ヘルパー,,就業中,,2859877
1658,56,女性,50代,京都府,乙訓郡大山崎町,7,3,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, 契約職員, パート・バイト",,"生活相談員,生活支援員 (6年未満),介護職/ヘルパー",建築設計科(専門学校)(1989年3月卒業),就業中,,806669
1659,35,男性,30代,京都府,京都市伏見区,2,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）",正職員,,介護職/ヘルパー (未経験),,就業中,,2859467
1660,26,女性,20代,京都府,京都市右京区,1,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2859453
1661,62,女性,60代,京都府,京都市西京区,3,1,False,介護福祉士,正職員,1ヶ月以内（2025/01/07時点）,"介護職/ヘルパー (8年未満),サービス提供責任者",,就業中,,2464193
1662,31,女性,30代,京都府,京都市下京区,6,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修）,"正職員, 契約職員",,"介護職/ヘルパー (4年未満),介護タクシー/ドライバー",ビジネス学科ホテル総合(専門学校)(2022年3月卒業),就業中,,1137816
1663,59,女性,50代,京都府,京都市右京区,1,2,False,"調理師,自動車運転免許",パート・バイト,機会があれば転職を検討したい（2024/04/03時点）,"介護職/ヘルパー (1年未満),調理師/調理スタッフ (2年未満)",普通科なし(高等学校)(1984年3月卒業),就業中,,1308005
1664,49,女性,40代,京都府,京都市中京区,1,1,False,介護福祉士,正職員,,介護職/ヘルパー (10年以上),,就業中,,1884375
1665,65,女性,60代,京都府,八幡市,5,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）","パート・バイト, 正職員",,介護職/ヘルパー (8年未満),,離職中,,922230
1666,49,女性,40代,京都府,京田辺市,2,2,False,"介護福祉士,自動車運転免許",パート・バイト,1ヶ月以内（2024/09/20時点）,"介護職/ヘルパー,生活支援員",,就業中,,2101100
1667,46,女性,40代,京都府,京都市西京区,4,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 正職員",機会があれば転職を検討したい（2023/09/21時点）,"介護職/ヘルパー (未経験),生活支援員",商業科(高等学校)(1995年3月卒業),就業中,,1593397
1668,34,女性,30代,京都府,京都市西京区,5,1,False,介護福祉士,"正職員, 業務委託, パート・バイト",機会があれば転職を検討したい（2024/01/04時点）,介護職/ヘルパー (10年以上),生活創造科(高等学校)(2009年3月卒業),就業中,,1496318
1669,39,女性,30代,京都府,京都市伏見区,2,1,True,看護師,"正職員, パート・バイト, 契約職員",3ヶ月以内（2022/07/20時点）,"看護師/准看護師 (10年以上),介護職/ヘルパー",看護学科看護学(専門学校)(2007年3月卒業),就業中,,1062289
1670,76,男性,70歳以上,京都府,京都市左京区,6,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","パート・バイト, 正職員, 契約職員",,"介護タクシー/ドライバー (10年以上),生活支援員 (2年未満),介護職/ヘルパー,調剤事務",普通普通(高等学校)(1969年3月卒業),離職中,,545872
1671,72,女性,70歳以上,京都府,京都市伏見区,5,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 正職員",1ヶ月以内（2023/04/01時点）,"介護職/ヘルパー (10年以上),調理師/調理スタッフ (10年以上),生活支援員 (10年以上)",普通科(高等学校)(1973年3月卒業),就業中,,1611679
1672,55,男性,50代,京都府,向日市,4,0,False,,"パート・バイト, 正職員",3ヶ月以内（2024/08/21時点）,"介護職/ヘルパー,理容師",,就業中,,1759209
1673,30,男性,30代,京都府,向日市,1,4,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,,介護職/ヘルパー (8年未満),,就業中,,123089
1674,36,女性,30代,京都府,宇治市,1,2,False,"介護支援専門員（ケアマネジャー）,介護福祉士",正職員,機会があれば転職を検討したい（2025/08/27時点）,"介護職/ヘルパー (10年以上),ケアマネジャー (1年未満)",,就業中,,2845802
1675,43,女性,40代,京都府,京都市伏見区,2,2,False,"介護福祉士,自動車運転免許",正職員,3ヶ月以内（2024/01/18時点）,介護職/ヘルパー (10年以上),(専門学校)(2003年3月卒業),就業中,,1980574
1676,52,女性,50代,和歌山県,和歌山市,3,3,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）",正職員,3ヶ月以上先（2024/08/16時点）,"生活支援員 (未経験),介護職/ヘルパー (10年未満)",文学部史学科(大学)(2002年9月卒業),就業中,,719476
1677,36,女性,30代,京都府,京都市伏見区,5,2,False,"自動車運転免許,その他（食品衛生責任者）","正職員, 契約職員, パート・バイト",機会があれば転職を検討したい（2024/03/13時点）,"生活支援員 (未経験),介護職/ヘルパー",体育進学科(高等学校)(2008年3月卒業),離職中,,1686540
1678,54,男性,50代,京都府,京都市伏見区,3,1,False,介護福祉士,正職員,機会があれば転職を検討したい（2025/04/02時点）,介護職/ヘルパー (8年未満),,就業中,,2613039
1679,34,男性,30代,京都府,亀岡市,2,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,今すぐに（2022/11/06時点）,"生活支援員 (3年未満),介護職/ヘルパー (3年未満)",経済学部現代経済学科(大学)(2014年3月卒業),就業中,,1377610
1680,54,女性,50代,京都府,長岡京市,1,1,False,介護福祉士,パート・バイト,機会があれば転職を検討したい（2024/11/17時点）,介護職/ヘルパー (10年以上),,就業中,,2402399
1681,52,女性,50代,京都府,京都市北区,6,3,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,ネイリスト資格（民間）","パート・バイト, 正職員, 業務委託",1ヶ月以内（2023/03/02時点）,"介護職/ヘルパー,生活支援員,ネイリスト (10年以上)",,就業中,,1531585
1682,24,女性,20代,京都府,亀岡市,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,,介護職/ヘルパー (7年未満),,就業中,,2814502
1683,29,女性,20代,京都府,京都市山科区,2,1,False,自動車運転免許 取得予定（1年以内）,正職員,今すぐに（2025/06/08時点）,"エステティシャン/セラピスト (未経験),一般事務/管理部門,介護職/ヘルパー (未経験),インストラクター (未経験)",文系(高等学校)(2015年3月卒業),就業中,,1233223
1684,49,女性,40代,京都府,京田辺市,3,2,False,"介護福祉士,自動車運転免許",パート・バイト,機会があれば転職を検討したい（2025/04/02時点）,介護職/ヘルパー (10年以上),,就業中,,1835273
1685,61,女性,60代,京都府,宇治市,2,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,自動車運転免許",パート・バイト,,"医療事務/受付,介護職/ヘルパー (2年未満),介護事務 (未経験)",洋裁科(高等学校)(1982年3月卒業),就業中,,1111565
1686,16,男性,20代,京都府,京都市南区,1,0,False,,正職員,,"介護職/ヘルパー (未経験),保育士 (未経験)",,在学中,,2849159
1687,48,女性,40代,京都府,舞鶴市,1,2,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）",正職員,3ヶ月以上先（2025/03/17時点）,介護職/ヘルパー (8年未満),保育科(高等学校),就業中,,2584752
1688,61,女性,60代,埼玉県,さいたま市大宮区,7,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,社会福祉主事任用資格,自動車運転免許","契約職員, パート・バイト, 業務委託, 正職員",3ヶ月以内（2024/12/19時点）,"看護助手 (4年未満),医療事務/受付,生活相談員 (未経験),介護職/ヘルパー (2年未満)",人間福祉学研究科修士課程(大学院(修士))(2009年3月卒業),離職中,,42976
1689,22,男性,20代,京都府,京田辺市,1,1,False,自動車運転免許,パート・バイト,,介護職/ヘルパー (未経験),,在学中,,2854966
1690,23,女性,20代,京都府,宇治市,5,0,False,,"正職員, パート・バイト, 契約職員",,"介護職/ヘルパー,生活支援員,福祉用具専門相談員",(高等学校)(2018年3月卒業),離職中,,2232497
1691,24,男性,20代,福島県,いわき市,6,0,False,,正職員,,"生活支援員 (未経験),介護職/ヘルパー (未経験)",,在学中,,2854253
1692,53,女性,50代,京都府,宇治市,2,0,False,,正職員,,介護職/ヘルパー,,離職中,,2844381
1693,51,女性,50代,京都府,城陽市,14,5,False,"介護職員初任者研修（旧ヘルパー2級）,調理師,アロマセラピスト,自動車運転免許,その他（実用英語技能検定）","正職員, 契約職員, パート・バイト",今すぐに（2025/06/02時点）,"看護助手 (3年未満),エステティシャン/セラピスト (5年未満),美容部員 (2年未満),介護職/ヘルパー (2年未満),一般事務/管理部門 (3年未満),医療事務/受付 (3年未満),営業 (3年未満)",美術学部デザイン学科テキスタイルデザイン専攻(大学)(1997年3月卒業),離職中,,666920
1694,56,女性,50代,京都府,京都市北区,1,2,False,"介護職員初任者研修（旧ヘルパー2級）,自動車運転免許","正職員, パート・バイト",,"介護職/ヘルパー,生活支援員",,就業中,,1768629
1695,37,女性,30代,京都府,亀岡市,1,1,False,介護福祉士,正職員,3ヶ月以内（2023/09/30時点）,介護職/ヘルパー (10年以上),(高等学校),就業中,,1821984
1696,38,男性,30代,京都府,京都市西京区,3,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",正職員,3ヶ月以内（2023/04/13時点）,介護職/ヘルパー (10年以上),法政経学部法政経学科(大学)(2008年3月中退),離職中,,1628157
1697,33,女性,30代,京都府,相楽郡精華町,2,1,False,自動車運転免許,"パート・バイト, 契約職員, 正職員",3ヶ月以上先（2023/12/21時点）,"生活相談員 (未経験),生活支援員,美容部員 (未経験),介護職/ヘルパー (未経験)",学芸学部 情報メディア学科メディアアート(大学)(2014年3月卒業),離職中,,1942034
1698,56,男性,50代,京都府,京丹後市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2832277
1699,36,女性,30代,京都府,京都市山科区,1,4,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,サービス管理責任者研修,その他（強度行動障害支援者）",パート・バイト,機会があれば転職を検討したい（2025/01/06時点）,介護職/ヘルパー (10年以上),,就業中,,2463150
1700,50,女性,50代,京都府,京都市伏見区,1,2,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級）",パート・バイト,機会があれば転職を検討したい（2024/04/19時点）,介護職/ヘルパー (2年未満),,就業中,,2120110
1701,52,男性,50代,広島県,廿日市市,3,2,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）",正職員,,介護職/ヘルパー (10年以上),,離職中,,478804
1702,38,男性,30代,京都府,京都市右京区,3,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 正職員",,"生活支援員 (未経験),介護職/ヘルパー (未経験)",,就業中,,2642665
1703,32,男性,30代,大阪府,高槻市,21,1,False,介護福祉士,"正職員, 契約職員, 業務委託",,"看護助手,医療事務/受付,調剤事務,歯科助手,生活相談員 (未経験),サービス提供責任者,生活支援員,サービス管理責任者,保育補助,放課後児童支援員/学童指導員,介護職/ヘルパー,整体師,相談支援専門員,インストラクター",,離職中,,2054556
1704,23,女性,20代,京都府,京都市中京区,12,1,False,自動車運転免許,"正職員, パート・バイト",1ヶ月以内（2025/08/19時点）,"介護事務,医療事務/受付 (未経験),一般事務/管理部門 (未経験),歯科助手,介護職/ヘルパー (未経験),ケアマネジャー (未経験)",総合社会学科総合社会学(大学)(2025年3月卒業),離職中,,2268025
1705,28,女性,20代,大阪府,大阪市中央区,5,0,False,,"正職員, パート・バイト",3ヶ月以上先（2025/08/30時点）,"看護師/准看護師,薬剤師,医師,診療放射線技師,介護職/ヘルパー,ケアマネジャー,管理職（介護）,サービス提供責任者,理学療法士,言語聴覚士,作業療法士",(大学),離職中,,2850110
1706,61,女性,60代,京都府,京都市上京区,5,2,False,"介護福祉士,社会福祉主事任用資格",正職員,3ヶ月以内（2023/09/09時点）,介護職/ヘルパー,家政学部被服科(短期大学)(1983年3月卒業),就業中,,1018303
1707,72,女性,70歳以上,京都府,京都市右京区,4,1,False,介護福祉士,パート・バイト,,"介護職/ヘルパー (10年以上),生活支援員,生活相談員",,離職中,,1093935
1708,20,男性,20代,京都府,京都市北区,1,0,False,,パート・バイト,1ヶ月以内（2025/08/31時点）,介護職/ヘルパー (未経験),,在学中,,2851311
1709,71,女性,70歳以上,京都府,宇治市,1,0,False,,パート・バイト,,介護職/ヘルパー,,離職中,,2851255
1710,51,女性,50代,京都府,京都市右京区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,"パート・バイト, 正職員",,"調理師/調理スタッフ,介護職/ヘルパー (4年未満)",,就業中,,2468368
1711,66,女性,60代,京都府,京都市伏見区,2,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,1ヶ月以内（2023/05/01時点）,介護職/ヘルパー (10年以上),普通科,就業中,,1153374
1712,27,男性,20代,京都府,亀岡市,1,0,False,,正職員,機会があれば転職を検討したい（2025/08/31時点）,介護職/ヘルパー,,就業中,,2850780
1713,23,女性,20代,京都府,京都市山科区,5,3,False,"介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級）,栄養士","正職員, パート・バイト",,"管理栄養士/栄養士 (未経験),介護職/ヘルパー (2年未満)",食物栄養学科(短期大学)(2022年3月卒業),就業中,,1258712
1714,38,男性,30代,京都府,京都市南区,2,2,False,"介護福祉士,自動車運転免許",正職員,,介護職/ヘルパー (10年以上),,就業中,,2687504
1715,39,女性,30代,大阪府,枚方市,6,5,False,"介護福祉士,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許,その他（行動援護従業者養成研修）,その他（福祉有償運送運転者講習）",正職員,3ヶ月以内（2025/03/29時点）,"医療事務/受付 (未経験),生活支援員 (10年以上),介護職/ヘルパー (10年以上),生活相談員 (未経験),介護事務 (未経験),相談支援専門員 (未経験)",(高等学校),就業中,,1684837
1716,48,女性,40代,京都府,宮津市,15,8,False,"介護福祉士,介護職員実務者研修（旧ヘルパー1級/基礎研修）,アロマセラピスト,自動車運転免許,その他（リンパケアヘッドフェイシャルセラピスト）,その他（自動二輪免許）,その他（子育て支援員）,その他（食品衛生責任者）",正職員,機会があれば転職を検討したい（2024/06/08時点）,"生活相談員 (3年未満),サービス提供責任者,生活支援員 (2年未満),介護職/ヘルパー,ネイリスト,エステティシャン/セラピスト (1年未満),美容部員 (1年未満),管理職（介護）",福祉科(高等専門学校)(1995年4月卒業),就業中,,519725
1717,65,女性,60代,京都府,京都市右京区,2,1,False,自動車運転免許,パート・バイト,機会があれば転職を検討したい（2023/11/06時点）,介護職/ヘルパー (6年未満),商業科(高等学校)(1978年3月卒業),就業中,,888159
1718,39,女性,30代,京都府,京都市山科区,1,1,False,介護職員初任者研修（旧ヘルパー2級）,パート・バイト,1ヶ月以内（2025/08/30時点）,"介護職/ヘルパー (6年未満),生活支援員 (4年未満),保育補助",,離職中,,2849847
1719,20,男性,20代,京都府,南丹市,1,0,False,,パート・バイト,,介護職/ヘルパー (未経験),,離職中,,2849609
1720,41,女性,40代,京都府,京都市山科区,1,1,False,介護福祉士,正職員,機会があれば転職を検討したい（2024/10/16時点）,"介護職/ヘルパー (10年以上),生活相談員 (3年未満),管理職（介護） (2年未満)",,就業中,,2359983
1721,48,女性,40代,京都府,宇治市,1,1,False,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,正職員,,介護職/ヘルパー (未経験),(専門学校),就業中,,2420532
1722,19,女性,20代,京都府,京都市北区,1,0,False,,"正職員, パート・バイト",,介護職/ヘルパー,,就業中,,2849308
1723,48,女性,40代,京都府,京都市中京区,7,2,False,"医療事務資格（民間）,自動車運転免許","正職員, 契約職員, パート・バイト",1ヶ月以内（2023/10/03時点）,"医療事務/受付 (未経験),インストラクター (未経験),一般事務/管理部門,介護職/ヘルパー,生活相談員",生活造形科(短期大学)(1998年3月卒業),離職中,,1714192
1724,75,女性,70歳以上,京都府,亀岡市,2,1,False,自動車運転免許,"パート・バイト, 正職員, 契約職員",3ヶ月以内（2025/04/17時点）,"調理師/調理スタッフ,介護職/ヘルパー",,離職中,,2635134
1725,62,女性,60代,熊本県,水俣市,4,1,False,介護職員初任者研修（旧ヘルパー2級）,正職員,3ヶ月以内（2025/02/18時点）,"介護職/ヘルパー (9年未満),医療事務/受付",医療事務科(高等学校)(1982年3月卒業),就業中,,2539493
1726,66,男性,60代,京都府,木津川市,5,4,False,"介護福祉士 取得予定（1年以内）,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,介護職員初任者研修（旧ヘルパー2級）,自動車運転免許",パート・バイト,1ヶ月以内（2025/06/03時点）,"介護職/ヘルパー (3年未満),生活支援員",,就業中,,2346487
1727,36,女性,30代,兵庫県,養父市,4,0,False,,パート・バイト,,介護職/ヘルパー,,就業中,,2526033
