applicant_id,age,gender,residence_pref,same_prefecture_count,different_prefecture_count,total_desired_areas,mobility_score,mobility_rank
1586,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1587,53,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1588,39,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1589,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1591,64,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1592,35,男性,京都府,7,0,7,0.0,A: 低い（県内のみ）
1593,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1594,55,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1596,44,男性,京都府,7,0,7,0.0,A: 低い（県内のみ）
1599,42,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1600,51,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1601,32,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1602,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1604,42,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1606,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1607,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1609,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1611,54,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1612,32,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1613,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1614,75,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1616,58,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1617,60,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1618,49,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1620,51,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1621,67,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1623,23,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1626,20,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1627,25,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1630,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1632,52,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1633,41,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1634,56,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1635,34,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1637,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1638,51,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1639,25,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1640,22,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1642,48,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1643,61,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1645,34,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1646,33,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1647,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1648,35,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1649,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1650,34,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1652,49,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1653,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1654,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1655,25,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1656,53,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1657,21,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1659,35,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1660,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1661,62,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1663,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1664,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1667,46,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1668,34,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1669,39,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1670,76,男性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1671,72,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1673,30,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1674,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1675,43,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1677,36,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1678,54,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1679,34,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1680,54,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1681,52,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1682,24,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1684,49,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1686,16,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1689,22,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1692,53,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1694,56,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1695,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1696,38,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1698,56,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1699,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1700,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1702,38,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1704,23,女性,京都府,12,0,12,0.0,A: 低い（県内のみ）
1706,61,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1707,72,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1708,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1709,71,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1710,51,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1711,66,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1712,27,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1713,23,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1714,38,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1717,65,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1718,39,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1719,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1720,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1721,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1722,19,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1723,48,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
1724,75,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1729,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1730,40,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1731,37,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1734,73,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1735,53,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1736,26,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1738,18,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1739,54,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1740,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1741,28,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1742,68,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1743,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1745,48,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1746,22,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1748,40,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1749,33,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1751,41,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1752,28,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1754,26,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1755,35,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1756,63,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1758,46,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1759,22,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1760,31,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1761,48,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1766,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1767,27,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1768,24,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1772,53,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1774,52,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1775,21,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1776,61,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1779,28,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1781,49,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1782,33,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1783,34,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1787,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1789,18,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1790,74,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1794,44,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1795,30,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1802,63,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1803,24,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1804,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1805,31,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1806,29,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1807,39,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1809,55,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1810,47,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1811,54,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1812,48,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1816,31,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1817,45,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1820,58,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1821,48,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1822,24,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1824,27,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1825,46,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1826,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1827,35,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1828,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1829,56,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1830,47,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1831,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1832,31,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1836,57,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1838,57,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1840,44,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1841,55,女性,京都府,10,0,10,0.0,A: 低い（県内のみ）
1842,58,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1843,63,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1845,51,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1846,32,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1847,60,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1849,29,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1850,60,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1851,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1852,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1854,58,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1855,45,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1856,51,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1858,43,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1861,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1862,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1864,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1866,48,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1867,56,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1869,66,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1870,45,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1872,33,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1873,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1875,61,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1876,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1881,24,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1883,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1884,56,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1885,30,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1886,40,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1890,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1893,71,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1895,38,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1897,49,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1898,33,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1899,26,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1900,69,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1902,42,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1906,56,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1908,53,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1909,36,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1910,22,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1911,50,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1913,50,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1915,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1918,34,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1919,52,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1920,44,女性,京都府,6,0,6,0.0,A: 低い（県内のみ）
1921,58,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1923,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1924,46,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1925,72,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1926,62,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1927,33,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1928,48,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1931,42,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1932,63,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1935,19,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1936,65,女性,京都府,8,0,8,0.0,A: 低い（県内のみ）
1938,50,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1941,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1942,46,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1944,53,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1946,19,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1947,77,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1948,29,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1949,31,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1951,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1953,45,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1954,46,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1959,63,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1960,70,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1961,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1962,32,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1964,71,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1966,52,男性,京都府,7,0,7,0.0,A: 低い（県内のみ）
1967,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1968,44,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1970,63,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1972,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1974,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1975,34,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1977,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1978,31,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1979,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1981,35,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1982,30,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1983,63,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1985,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1986,44,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1987,66,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1988,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1989,19,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1992,52,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1993,67,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
1994,43,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
1996,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
1997,38,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
1998,65,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
1999,47,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2000,16,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2001,63,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2002,23,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2003,25,女性,京都府,12,0,12,0.0,A: 低い（県内のみ）
2004,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2005,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2007,34,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2008,44,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2009,59,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2011,51,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2013,18,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2014,49,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2015,51,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2016,48,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2017,59,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2018,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2020,44,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2021,47,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2023,61,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2024,33,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2026,24,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2027,40,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2031,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2032,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2033,37,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2034,39,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2035,64,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2036,30,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2038,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2039,42,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2040,69,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2041,42,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2042,33,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2044,63,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
2047,29,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2048,51,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2051,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2052,44,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2053,41,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2054,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2055,62,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2056,21,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2057,72,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2058,33,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2059,50,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2060,76,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2061,36,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2065,64,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2066,60,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2067,35,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2071,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2073,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2074,61,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2076,23,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2078,65,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2079,76,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2080,36,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2082,19,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2083,31,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2084,24,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2085,65,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2088,30,女性,京都府,11,0,11,0.0,A: 低い（県内のみ）
2089,42,男性,京都府,8,0,8,0.0,A: 低い（県内のみ）
2090,46,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
2093,57,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2094,42,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2100,62,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2101,67,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2103,27,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2105,63,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2106,52,女性,京都府,5,0,5,0.0,A: 低い（県内のみ）
2107,45,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2108,54,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2109,63,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2110,49,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2111,50,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2112,25,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2113,50,男性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2114,63,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2115,51,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2116,76,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2117,40,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2119,57,女性,京都府,7,0,7,0.0,A: 低い（県内のみ）
2120,45,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2122,30,男性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2123,48,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2124,77,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2125,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2126,35,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2127,24,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2128,37,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2129,44,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2130,48,男性,京都府,5,0,5,0.0,A: 低い（県内のみ）
2132,52,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2133,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2135,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2136,30,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2139,70,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2140,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2142,20,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2143,19,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2145,67,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2146,61,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2147,54,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2149,49,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2150,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2151,23,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2152,25,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2153,26,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2154,30,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2155,57,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2156,58,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2157,22,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2159,44,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2162,34,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2163,28,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2164,24,男性,京都府,4,0,4,0.0,A: 低い（県内のみ）
2167,55,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2168,42,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2170,53,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2172,20,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2173,74,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2174,23,男性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2175,55,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2177,60,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2179,47,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2180,51,女性,京都府,1,0,1,0.0,A: 低い（県内のみ）
2181,27,女性,京都府,3,0,3,0.0,A: 低い（県内のみ）
2183,53,女性,京都府,2,0,2,0.0,A: 低い（県内のみ）
2184,45,女性,京都府,4,0,4,0.0,A: 低い（県内のみ）
