target_municipality,age_group,gender,has_national_license,residence_prefecture,count,avg_age,employment_rate,top_qualifications
京都府宇治市,40代,女性,False,福井県,1,44.0,0.0,自動車運転免許
京都府宇治市,40代,男性,False,北海道,1,45.0,1.0,介護福祉士;自動車運転免許
京都府宇治市,40代,男性,False,滋賀県,1,45.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府宇治市,40代,男性,False,群馬県,1,46.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府宇治市,50代,女性,True,大阪府,1,53.0,1.0,看護師;准看護師;管理栄養士
京都府宇治市,50代,男性,False,兵庫県,1,58.0,0.0,自動車運転免許
京都府宇治市,50代,男性,False,奈良県,1,50.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;福祉用具専門相談員
京都府宇治市,50代,男性,True,京都府,1,55.0,1.0,准看護師;介護福祉士;自動車運転免許
京都府宇治市,60代,女性,False,滋賀県,1,62.0,1.0,自動車運転免許
京都府宇治市,60代,女性,True,大阪府,1,62.0,1.0,看護師
京都府宇治市,60代,男性,False,大阪府,1,66.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府宇治市,60代,男性,False,愛媛県,1,65.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府宇治市,70歳以上,女性,False,兵庫県,1,73.0,0.0,調理師
京都府宇治市,70歳以上,女性,False,奈良県,1,75.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
京都府宇治市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
京都府宇治市,70歳以上,男性,False,大阪府,1,79.0,0.0,
京都府宇治市,70歳以上,男性,False,滋賀県,1,83.0,1.0,自動車運転免許
京都府宇治市,70歳以上,男性,False,神奈川県,1,77.0,0.0,サービス管理責任者研修;相談支援従事者研修
京都府宮津市,50代,女性,False,京都府,7,54.142857142857146,0.8571428571428571,介護福祉士;自動車運転免許 取得予定（1年以内）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府宮津市,40代,女性,False,京都府,6,44.333333333333336,0.8333333333333334,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府宮津市,40代,男性,False,京都府,4,45.25,0.25,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許 取得予定（1年以内）;介護支援専門員（ケアマネジャー）
京都府宮津市,50代,男性,False,京都府,4,52.25,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;社会福祉士
京都府宮津市,30代,女性,False,京都府,3,32.0,0.6666666666666666,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府宮津市,20代,女性,False,京都府,2,24.0,0.5,自動車運転免許;介護福祉士;社会福祉主事任用資格
京都府宮津市,60代,男性,False,京都府,2,64.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府宮津市,70歳以上,男性,False,京都府,2,77.0,0.5,
京都府宮津市,20代,男性,False,京都府,1,20.0,0.0,
京都府宮津市,60代,女性,False,京都府,1,64.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府宮津市,70歳以上,女性,False,京都府,1,75.0,1.0,介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,50代,女性,False,京都府,50,55.24,0.68,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,40代,女性,False,京都府,38,44.23684210526316,0.6578947368421053,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,60代,女性,False,京都府,33,63.81818181818182,0.7575757575757576,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,20代,女性,False,京都府,29,23.379310344827587,0.3448275862068966,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府木津川市,50代,女性,False,奈良県,29,55.48275862068966,0.7586206896551724,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,40代,女性,False,奈良県,20,45.35,0.8,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,40代,男性,False,京都府,18,44.55555555555556,0.7222222222222222,自動車運転免許;介護福祉士;社会福祉主事任用資格
京都府木津川市,50代,男性,False,京都府,18,55.05555555555556,0.6111111111111112,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府木津川市,30代,女性,False,京都府,16,36.5625,0.8125,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,60代,男性,False,京都府,16,64.625,0.75,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,50代,男性,False,奈良県,14,55.57142857142857,0.6428571428571429,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,20代,男性,False,京都府,13,22.846153846153847,0.15384615384615385,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;理学療法士 取得予定（1年以内）
京都府木津川市,30代,男性,False,京都府,13,35.46153846153846,0.6923076923076923,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府木津川市,60代,女性,False,奈良県,13,64.3076923076923,0.7692307692307693,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,60代,男性,False,奈良県,10,64.6,0.7,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,70歳以上,女性,False,京都府,9,73.77777777777777,0.7777777777777778,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,40代,男性,False,奈良県,8,45.375,0.75,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府木津川市,70歳以上,男性,False,京都府,7,75.71428571428571,0.42857142857142855,自動車運転免許;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
京都府木津川市,30代,女性,False,奈良県,5,35.6,0.4,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府木津川市,70歳以上,男性,False,奈良県,5,77.0,0.8,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府木津川市,20代,男性,False,奈良県,4,26.0,0.5,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府木津川市,30代,男性,False,奈良県,4,34.0,0.5,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,20代,女性,False,奈良県,3,27.333333333333332,0.6666666666666666,自動車運転免許;その他（ビジネス文書3級）;その他（珠算・電卓実務2級）
京都府木津川市,70歳以上,女性,False,奈良県,3,74.66666666666667,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護支援専門員（ケアマネジャー）
京都府木津川市,30代,男性,False,和歌山県,2,33.5,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府木津川市,40代,女性,True,奈良県,2,43.0,1.0,自動車運転免許;看護師;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,40代,男性,False,大阪府,2,45.0,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,40代,男性,True,奈良県,2,44.0,0.5,自動車運転免許;看護師;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,50代,女性,False,大阪府,2,53.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,50代,女性,True,京都府,2,59.0,1.0,准看護師
京都府木津川市,60代,女性,True,奈良県,2,69.0,1.0,准看護師;自動車運転免許
京都府木津川市,20代,女性,False,兵庫県,1,25.0,1.0,
京都府木津川市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
京都府木津川市,20代,女性,True,京都府,1,16.0,0.0,看護師;准看護師;理学療法士
京都府木津川市,20代,男性,False,大阪府,1,23.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,20代,男性,False,熊本県,1,28.0,1.0,福祉用具専門相談員
京都府木津川市,30代,女性,False,東京都,1,32.0,1.0,歯科医師;その他（日本歯科麻酔学会認定医）
京都府木津川市,30代,女性,True,京都府,1,30.0,1.0,看護師;自動車運転免許
京都府木津川市,30代,女性,True,奈良県,1,36.0,1.0,看護師;自動車運転免許
京都府木津川市,40代,女性,True,京都府,1,40.0,1.0,看護師;自動車運転免許
京都府木津川市,40代,男性,False,三重県,1,44.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府木津川市,50代,女性,False,千葉県,1,52.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,50代,女性,False,滋賀県,1,54.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,50代,女性,False,神奈川県,1,55.0,1.0,介護福祉士;サービス管理責任者研修
京都府木津川市,50代,女性,True,奈良県,1,59.0,0.0,看護師;自動車運転免許
京都府木津川市,60代,女性,False,三重県,1,60.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,60代,女性,False,沖縄県,1,63.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;歯科助手資格（民間）
京都府木津川市,60代,女性,False,長野県,1,64.0,0.0,自動車運転免許
京都府木津川市,60代,女性,True,京都府,1,69.0,0.0,看護師;准看護師
京都府木津川市,60代,女性,True,鹿児島県,1,66.0,0.0,看護師;准看護師;介護支援専門員（ケアマネジャー）
京都府木津川市,60代,男性,False,埼玉県,1,68.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,60代,男性,False,大阪府,1,60.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府木津川市,60代,男性,False,愛知県,1,68.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府木津川市,60代,男性,True,京都府,1,67.0,1.0,准看護師;自動車運転免許
京都府木津川市,70歳以上,女性,False,兵庫県,1,73.0,0.0,調理師
京都府木津川市,70歳以上,女性,True,滋賀県,1,77.0,0.0,看護師;准看護師;自動車運転免許
京都府相楽郡南山城村,40代,女性,False,京都府,2,46.0,0.0,自動車運転免許
京都府相楽郡南山城村,50代,女性,False,京都府,2,53.5,1.0,介護福祉士
京都府相楽郡南山城村,60代,男性,False,京都府,2,64.0,0.0,介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡南山城村,30代,男性,False,京都府,1,32.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士
京都府相楽郡南山城村,40代,女性,True,京都府,1,40.0,1.0,看護師;自動車運転免許
京都府相楽郡南山城村,60代,女性,False,三重県,1,60.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡和束町,50代,女性,False,京都府,2,55.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡和束町,30代,女性,False,京都府,1,38.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
京都府相楽郡和束町,40代,女性,False,京都府,1,43.0,1.0,
京都府相楽郡和束町,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府相楽郡笠置町,40代,女性,False,京都府,2,40.0,1.0,介護福祉士
京都府相楽郡笠置町,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府相楽郡笠置町,60代,女性,False,三重県,1,60.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡精華町,40代,女性,False,京都府,25,45.32,0.68,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡精華町,50代,女性,False,京都府,22,54.59090909090909,0.7727272727272727,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府相楽郡精華町,60代,女性,False,京都府,20,63.6,0.65,介護職員初任者研修（旧ヘルパー2級）;介護福祉士;自動車運転免許
京都府相楽郡精華町,20代,女性,False,京都府,12,23.5,0.3333333333333333,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護福祉士
京都府相楽郡精華町,50代,男性,False,京都府,11,54.81818181818182,0.5454545454545454,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府相楽郡精華町,40代,男性,False,京都府,10,44.3,0.6,自動車運転免許;介護福祉士;社会福祉主事任用資格
京都府相楽郡精華町,40代,女性,False,奈良県,9,45.0,0.6666666666666666,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡精華町,60代,男性,False,京都府,8,63.0,0.875,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府相楽郡精華町,20代,男性,False,京都府,6,25.833333333333332,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府相楽郡精華町,30代,女性,False,京都府,6,34.5,0.6666666666666666,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府相楽郡精華町,30代,男性,False,京都府,6,34.5,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
京都府相楽郡精華町,30代,女性,False,奈良県,5,34.4,0.6,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡精華町,50代,女性,False,奈良県,5,54.4,0.6,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府相楽郡精華町,50代,男性,False,奈良県,5,55.6,0.8,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府相楽郡精華町,60代,女性,False,奈良県,5,63.8,0.6,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士 取得予定（1年以内）
京都府相楽郡精華町,40代,男性,False,奈良県,4,46.25,0.5,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府相楽郡精華町,50代,女性,False,大阪府,3,52.666666666666664,0.3333333333333333,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;社会福祉士
京都府相楽郡精華町,70歳以上,女性,False,京都府,3,74.66666666666667,1.0,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府相楽郡精華町,20代,女性,False,奈良県,2,25.5,1.0,介護福祉士;自動車運転免許
京都府相楽郡精華町,20代,男性,False,奈良県,2,26.5,0.5,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許
京都府相楽郡精華町,60代,女性,True,京都府,2,69.0,0.5,准看護師;看護師;自動車運転免許
京都府相楽郡精華町,60代,男性,False,奈良県,2,63.0,0.5,介護職員初任者研修（旧ヘルパー2級）;介護職員実務者研修（旧ヘルパー1級/基礎研修）;鍼灸師
京都府相楽郡精華町,20代,女性,False,山形県,1,28.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府相楽郡精華町,30代,男性,False,奈良県,1,37.0,1.0,自動車運転免許
京都府相楽郡精華町,30代,男性,False,東京都,1,30.0,1.0,自動車運転免許
京都府相楽郡精華町,40代,女性,False,愛媛県,1,42.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;社会福祉士
京都府相楽郡精華町,40代,女性,True,京都府,1,40.0,1.0,看護師;自動車運転免許
京都府相楽郡精華町,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府相楽郡精華町,50代,女性,True,京都府,1,59.0,1.0,准看護師
京都府相楽郡精華町,50代,男性,True,大阪府,1,52.0,1.0,准看護師;自動車運転免許;その他（危険物取扱者丙種）
京都府相楽郡精華町,70歳以上,女性,False,奈良県,1,70.0,1.0,歯科衛生士;介護職員初任者研修（旧ヘルパー2級）;社会福祉主事任用資格
京都府相楽郡精華町,70歳以上,男性,False,京都府,1,74.0,0.0,自動車運転免許
京都府相楽郡精華町,70歳以上,男性,False,奈良県,1,78.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;児童指導員任用資格
京都府福知山市,20代,女性,False,京都府,20,24.35,0.35,自動車運転免許;介護福祉士;社会福祉士
京都府福知山市,40代,女性,False,京都府,17,44.8235294117647,0.8235294117647058,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府福知山市,60代,女性,False,京都府,17,64.17647058823529,0.4117647058823529,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護支援専門員（ケアマネジャー）
京都府福知山市,50代,女性,False,京都府,16,54.125,0.3125,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府福知山市,30代,女性,False,京都府,15,33.86666666666667,0.5333333333333333,自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府福知山市,40代,男性,False,京都府,11,44.45454545454545,0.7272727272727273,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府福知山市,30代,男性,False,京都府,9,35.111111111111114,0.6666666666666666,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府福知山市,50代,男性,False,京都府,8,53.625,0.75,自動車運転免許;介護支援専門員（ケアマネジャー）;社会福祉士
京都府福知山市,20代,女性,False,兵庫県,6,23.666666666666668,0.5,自動車運転免許;介護福祉士;保育士
京都府福知山市,20代,男性,False,京都府,5,21.0,0.6,介護支援専門員（ケアマネジャー）
京都府福知山市,60代,男性,False,京都府,4,66.5,0.5,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府福知山市,40代,男性,False,兵庫県,3,44.333333333333336,0.6666666666666666,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府福知山市,50代,女性,False,兵庫県,3,52.333333333333336,1.0,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府福知山市,50代,男性,False,兵庫県,3,54.666666666666664,0.3333333333333333,介護福祉士;自動車運転免許;介護職員初任者研修（旧ヘルパー2級）
京都府福知山市,20代,男性,False,兵庫県,2,25.5,0.5,介護福祉士;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）;自動車運転免許 取得予定（1年以内）
京都府福知山市,30代,女性,False,兵庫県,2,35.0,0.5,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府福知山市,50代,女性,True,京都府,2,54.0,1.0,准看護師;自動車運転免許;看護師
京都府福知山市,70歳以上,男性,False,京都府,2,77.5,1.0,
京都府福知山市,20代,女性,False,大阪府,1,29.0,1.0,介護職員初任者研修（旧ヘルパー2級）;あん摩マッサージ指圧師;幼稚園教諭
京都府福知山市,20代,女性,True,兵庫県,1,29.0,1.0,准看護師;自動車運転免許
京都府福知山市,30代,男性,False,兵庫県,1,34.0,1.0,介護福祉士;社会福祉士;社会福祉主事任用資格
京都府福知山市,40代,女性,False,兵庫県,1,45.0,0.0,介護福祉士
京都府福知山市,60代,男性,False,兵庫県,1,60.0,1.0,介護福祉士;保育士;自動車運転免許
京都府福知山市,60代,男性,False,東京都,1,60.0,0.0,
京都府福知山市,70歳以上,女性,False,兵庫県,1,76.0,0.0,介護支援専門員（ケアマネジャー）;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府福知山市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
京都府綴喜郡井手町,50代,女性,False,京都府,7,54.57142857142857,0.5714285714285714,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府綴喜郡井手町,60代,女性,False,京都府,6,63.333333333333336,0.3333333333333333,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府綴喜郡井手町,20代,女性,False,京都府,3,25.666666666666668,0.6666666666666666,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡井手町,40代,女性,False,京都府,3,42.666666666666664,0.3333333333333333,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡井手町,60代,男性,False,大阪府,3,63.333333333333336,0.3333333333333333,介護職員初任者研修（旧ヘルパー2級）;介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）
京都府綴喜郡井手町,50代,男性,False,京都府,2,52.5,0.5,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡井手町,20代,女性,False,東京都,1,23.0,1.0,自動車運転免許
京都府綴喜郡井手町,30代,女性,False,京都府,1,34.0,1.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡井手町,40代,男性,False,京都府,1,42.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡井手町,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府綴喜郡井手町,50代,女性,False,大阪府,1,52.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡井手町,50代,女性,False,奈良県,1,58.0,0.0,介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡井手町,50代,男性,False,奈良県,1,55.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府綴喜郡井手町,60代,男性,False,京都府,1,64.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡井手町,60代,男性,False,奈良県,1,66.0,0.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許 取得予定（1年以内）
京都府綴喜郡井手町,70歳以上,女性,False,京都府,1,73.0,1.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡宇治田原町,40代,女性,False,京都府,7,46.57142857142857,0.7142857142857143,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府綴喜郡宇治田原町,30代,男性,False,京都府,4,35.0,0.5,介護福祉士;自動車運転免許;社会福祉主事任用資格
京都府綴喜郡宇治田原町,50代,女性,False,京都府,3,55.666666666666664,0.6666666666666666,介護福祉士;自動車運転免許;介護支援専門員（ケアマネジャー）
京都府綴喜郡宇治田原町,60代,女性,False,京都府,3,61.333333333333336,1.0,介護福祉士 取得予定（1年以内）;介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡宇治田原町,20代,女性,False,京都府,2,23.0,0.0,
京都府綴喜郡宇治田原町,40代,男性,False,京都府,2,44.0,1.0,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡宇治田原町,20代,女性,False,滋賀県,1,23.0,0.0,自動車運転免許
京都府綴喜郡宇治田原町,20代,男性,False,京都府,1,24.0,0.0,自動車運転免許
京都府綴喜郡宇治田原町,20代,男性,False,広島県,1,29.0,0.0,
京都府綴喜郡宇治田原町,20代,男性,False,高知県,1,27.0,0.0,
京都府綴喜郡宇治田原町,30代,男性,False,滋賀県,1,35.0,1.0,介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡宇治田原町,30代,男性,False,鹿児島県,1,34.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;介護職員初任者研修（旧ヘルパー2級）
京都府綴喜郡宇治田原町,40代,女性,False,滋賀県,1,47.0,0.0,保育士
京都府綴喜郡宇治田原町,40代,男性,False,大阪府,1,44.0,1.0,介護福祉士;社会福祉士 取得予定（1年以内）;社会福祉主事任用資格
京都府綴喜郡宇治田原町,40代,男性,False,滋賀県,1,45.0,1.0,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綴喜郡宇治田原町,40代,男性,True,京都府,1,48.0,1.0,看護師;准看護師;自動車運転免許
京都府綴喜郡宇治田原町,50代,女性,True,滋賀県,1,53.0,1.0,准看護師;自動車運転免許
京都府綴喜郡宇治田原町,50代,男性,False,京都府,1,52.0,1.0,介護支援専門員（ケアマネジャー）;介護福祉士;自動車運転免許
京都府綴喜郡宇治田原町,50代,男性,False,大阪府,1,57.0,1.0,介護福祉士;自動車運転免許
京都府綴喜郡宇治田原町,70歳以上,女性,True,滋賀県,1,70.0,0.0,看護師;准看護師;介護支援専門員（ケアマネジャー）
京都府綾部市,40代,女性,False,京都府,8,42.5,0.75,介護福祉士;介護職員初任者研修（旧ヘルパー2級）;自動車運転免許
京都府綾部市,40代,男性,False,京都府,7,44.42857142857143,0.7142857142857143,介護福祉士;自動車運転免許 取得予定（1年以内）;自動車運転免許
京都府綾部市,30代,女性,False,京都府,6,32.166666666666664,1.0,介護福祉士;自動車運転免許;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府綾部市,60代,女性,False,京都府,5,64.6,0.4,介護職員初任者研修（旧ヘルパー2級）;自動車運転免許;介護福祉士
京都府綾部市,30代,男性,False,京都府,4,36.0,0.5,自動車運転免許;介護福祉士;介護職員実務者研修（旧ヘルパー1級/基礎研修）
京都府綾部市,20代,男性,False,京都府,2,24.0,0.5,自動車運転免許
京都府綾部市,50代,女性,False,京都府,2,51.5,1.0,栄養士
京都府綾部市,20代,女性,False,京都府,1,26.0,1.0,介護福祉士;社会福祉主事任用資格;自動車運転免許
京都府綾部市,20代,女性,True,兵庫県,1,29.0,1.0,准看護師;自動車運転免許
京都府綾部市,30代,女性,False,大阪府,1,30.0,0.0,介護福祉士;自動車運転免許
京都府綾部市,30代,男性,False,兵庫県,1,34.0,1.0,介護福祉士;社会福祉士;社会福祉主事任用資格
京都府綾部市,50代,男性,False,京都府,1,52.0,1.0,介護支援専門員（ケアマネジャー）;社会福祉士;社会福祉主事任用資格
京都府綾部市,50代,男性,False,青森県,1,50.0,0.0,介護職員実務者研修（旧ヘルパー1級/基礎研修）;自動車運転免許;福祉用具専門相談員
京都府綾部市,60代,男性,False,京都府,1,67.0,1.0,介護福祉士
京都府綾部市,60代,男性,False,東京都,1,60.0,0.0,
京都府綾部市,70歳以上,女性,True,京都府,1,72.0,1.0,准看護師
京都府綾部市,70歳以上,男性,False,京都府,1,73.0,0.0,
京都府舞鶴市,30代,女性,False,京都府,20,33.65,0.8,自動車運転免許;介護職員初任者研修（旧ヘルパー2級）;介護福祉士
京都府舞鶴市,20代,女性,False,京都府,19,24.263157894736842,0.42105263157894735,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,40代,女性,False,京都府,19,45.473684210526315,0.631578947368421,自動車運転免許;介護福祉士;介護職員初任者研修（旧ヘルパー2級）
京都府舞鶴市,50代,女性,False,京都府,18,54.5,0.7777777777777778,自動車運転免許;介護福祉士;自動車運転免許 取得予定（1年以内）
