target_municipality,qualification_name,applicant_count,avg_age,employment_rate
千葉県松戸市,主任介護支援専門員,1,65.0,1.0
千葉県松戸市,その他（救命士）,1,65.0,1.0
千葉県松戸市,社会福祉士 取得予定（1年以内）,1,40.0,1.0
千葉県松戸市,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
千葉県松戸市,その他（サービス管理者資格）,1,40.0,1.0
千葉県松戸市,幼稚園教諭,1,29.0,1.0
千葉県松戸市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県松戸市,小学校教諭,1,29.0,1.0
千葉県松戸市,高等学校教諭,1,29.0,1.0
千葉県松戸市,社会福祉士,1,42.0,0.0
千葉県松戸市,保育士,1,55.0,1.0
千葉県松戸市,児童指導員任用資格,1,55.0,1.0
千葉県柏市,自動車運転免許,9,56.44444444444444,0.5555555555555556
千葉県柏市,介護福祉士,6,51.666666666666664,0.5
千葉県柏市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,5,56.6,0.4
千葉県柏市,介護職員初任者研修（旧ヘルパー2級）,5,51.0,0.8
千葉県柏市,看護師,2,55.5,0.5
千葉県柏市,あん摩マッサージ指圧師,2,48.5,1.0
千葉県柏市,サービス管理責任者研修,2,72.5,0.5
千葉県柏市,相談支援従事者研修,2,72.5,0.5
千葉県柏市,福祉用具専門相談員,2,48.5,0.5
千葉県柏市,歯科医師,1,32.0,1.0
千葉県柏市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県柏市,社会福祉主事任用資格,1,64.0,1.0
千葉県柏市,精神保健福祉士,1,68.0,1.0
千葉県柏市,児童発達支援管理責任者研修,1,68.0,1.0
千葉県柏市,幼稚園教諭,1,29.0,1.0
千葉県柏市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県柏市,小学校教諭,1,29.0,1.0
千葉県柏市,高等学校教諭,1,29.0,1.0
千葉県柏市,社会福祉士,1,42.0,0.0
千葉県柏市,保育士,1,55.0,1.0
千葉県柏市,児童指導員任用資格,1,55.0,1.0
千葉県柏市,准看護師,1,53.0,1.0
千葉県柏市,管理栄養士,1,53.0,1.0
千葉県柏市,登録販売者,1,59.0,0.0
千葉県流山市,自動車運転免許,9,56.111111111111114,0.8888888888888888
千葉県流山市,介護福祉士,4,50.0,0.75
千葉県流山市,介護職員初任者研修（旧ヘルパー2級）,4,50.5,1.0
千葉県流山市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,58.0,0.6666666666666666
千葉県流山市,社会福祉主事任用資格,3,48.666666666666664,1.0
千葉県流山市,児童発達支援管理責任者研修,3,50.0,1.0
千葉県流山市,サービス管理責任者研修,3,50.0,1.0
千葉県流山市,あん摩マッサージ指圧師,2,48.5,1.0
千葉県流山市,相談支援従事者研修,2,55.0,1.0
千葉県流山市,社会福祉士 取得予定（1年以内）,2,41.0,1.0
千葉県流山市,児童指導員任用資格,2,48.5,1.0
千葉県流山市,歯科医師,1,32.0,1.0
千葉県流山市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県流山市,看護師,1,58.0,0.0
千葉県流山市,精神保健福祉士,1,68.0,1.0
千葉県流山市,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
千葉県流山市,その他（サービス管理者資格）,1,40.0,1.0
千葉県流山市,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,1,42.0,1.0
千葉県流山市,調理師,1,42.0,1.0
千葉県流山市,福祉用具専門相談員,1,42.0,1.0
千葉県流山市,主任相談支援専門員,1,42.0,1.0
千葉県流山市,その他（医療的ケア児等コーディネーター）,1,42.0,1.0
千葉県流山市,その他（行動援護従事者養成研修）,1,42.0,1.0
千葉県流山市,その他（障害者職業生活相談員）,1,42.0,1.0
千葉県流山市,その他（高次脳機能障害支援者養成研修修了）,1,42.0,1.0
千葉県流山市,その他（精神障がい者支援の障がい特性支援技法を学研修修了）,1,42.0,1.0
千葉県流山市,その他（障害者ピアサポート研修〔専門〕修了）,1,42.0,1.0
千葉県流山市,幼稚園教諭,1,29.0,1.0
千葉県流山市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県流山市,小学校教諭,1,29.0,1.0
千葉県流山市,高等学校教諭,1,29.0,1.0
千葉県流山市,歯科技工士,1,25.0,1.0
千葉県流山市,社会福祉士,1,42.0,0.0
千葉県流山市,保育士,1,55.0,1.0
千葉県浦安市,介護福祉士,3,41.333333333333336,0.6666666666666666
千葉県浦安市,自動車運転免許,3,51.0,1.0
千葉県浦安市,看護師,2,43.5,1.0
千葉県浦安市,歯科医師,1,32.0,1.0
千葉県浦安市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県浦安市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
千葉県浦安市,社会福祉主事任用資格,1,64.0,1.0
千葉県浦安市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
千葉県浦安市,あん摩マッサージ指圧師,1,29.0,1.0
千葉県浦安市,幼稚園教諭,1,29.0,1.0
千葉県浦安市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県浦安市,小学校教諭,1,29.0,1.0
千葉県浦安市,高等学校教諭,1,29.0,1.0
千葉県浦安市,サービス管理責任者研修,1,77.0,0.0
千葉県浦安市,相談支援従事者研修,1,77.0,0.0
千葉県浦安市,保育士,1,55.0,1.0
千葉県浦安市,児童指導員任用資格,1,55.0,1.0
千葉県浦安市,准看護師,1,53.0,1.0
千葉県浦安市,管理栄養士,1,53.0,1.0
千葉県白井市,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
千葉県白井市,あん摩マッサージ指圧師,1,29.0,1.0
千葉県白井市,幼稚園教諭,1,29.0,1.0
千葉県白井市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県白井市,小学校教諭,1,29.0,1.0
千葉県白井市,高等学校教諭,1,29.0,1.0
千葉県白井市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,42.0,0.0
千葉県白井市,社会福祉士,1,42.0,0.0
千葉県習志野市,自動車運転免許,6,53.0,0.8333333333333334
千葉県習志野市,介護福祉士,4,50.5,0.5
千葉県習志野市,介護職員初任者研修（旧ヘルパー2級）,4,50.25,0.75
千葉県習志野市,社会福祉主事任用資格,2,58.5,0.5
千葉県習志野市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,71.0,0.5
千葉県習志野市,精神保健福祉士,2,71.0,0.5
千葉県習志野市,あん摩マッサージ指圧師,2,48.5,1.0
千葉県習志野市,サービス管理責任者研修,2,71.0,0.5
千葉県習志野市,看護師,2,51.5,0.5
千葉県習志野市,准看護師,2,71.5,0.0
千葉県習志野市,歯科医師,1,32.0,1.0
千葉県習志野市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県習志野市,福祉用具専門相談員,1,43.0,1.0
千葉県習志野市,児童発達支援管理責任者研修,1,68.0,1.0
千葉県習志野市,相談支援従事者研修,1,68.0,1.0
千葉県習志野市,幼稚園教諭,1,29.0,1.0
千葉県習志野市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県習志野市,小学校教諭,1,29.0,1.0
千葉県習志野市,高等学校教諭,1,29.0,1.0
千葉県習志野市,歯科技工士,1,25.0,1.0
千葉県船橋市,自動車運転免許,10,54.1,0.7
千葉県船橋市,介護福祉士,7,51.0,0.7142857142857143
千葉県船橋市,介護職員初任者研修（旧ヘルパー2級）,7,51.57142857142857,0.7142857142857143
千葉県船橋市,サービス管理責任者研修,5,62.4,0.6
千葉県船橋市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,4,62.0,0.5
千葉県船橋市,社会福祉主事任用資格,3,60.0,0.6666666666666666
千葉県船橋市,相談支援従事者研修,3,62.333333333333336,0.6666666666666666
千葉県船橋市,調理師,2,43.0,0.5
千葉県船橋市,精神保健福祉士,2,71.0,0.5
千葉県船橋市,あん摩マッサージ指圧師,2,48.5,1.0
千葉県船橋市,児童発達支援管理責任者研修,2,55.0,1.0
千葉県船橋市,介護支援専門員（ケアマネジャー）,2,58.0,1.0
千葉県船橋市,児童指導員任用資格,2,48.5,1.0
千葉県船橋市,歯科医師,1,32.0,1.0
千葉県船橋市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県船橋市,歯科技工士,1,31.0,1.0
千葉県船橋市,介護職員実務者研修（旧ヘルパー1級/基礎研修） 取得予定（1年以内）,1,44.0,0.0
千葉県船橋市,介護職員初任者研修（旧ヘルパー2級） 取得予定（1年以内）,1,44.0,0.0
千葉県船橋市,その他（危険物取扱者乙四類）,1,44.0,0.0
千葉県船橋市,その他（認知症介護基礎研修）,1,44.0,0.0
千葉県船橋市,医師,1,65.0,1.0
千葉県船橋市,主任介護支援専門員,1,65.0,1.0
千葉県船橋市,その他（救命士）,1,65.0,1.0
千葉県船橋市,介護支援専門員（ケアマネジャー） 取得予定（1年以内）,1,42.0,1.0
千葉県船橋市,社会福祉士 取得予定（1年以内）,1,42.0,1.0
千葉県船橋市,福祉用具専門相談員,1,42.0,1.0
千葉県船橋市,主任相談支援専門員,1,42.0,1.0
千葉県船橋市,その他（医療的ケア児等コーディネーター）,1,42.0,1.0
千葉県船橋市,その他（行動援護従事者養成研修）,1,42.0,1.0
千葉県船橋市,その他（障害者職業生活相談員）,1,42.0,1.0
千葉県船橋市,その他（高次脳機能障害支援者養成研修修了）,1,42.0,1.0
千葉県船橋市,その他（精神障がい者支援の障がい特性支援技法を学研修修了）,1,42.0,1.0
千葉県船橋市,その他（障害者ピアサポート研修〔専門〕修了）,1,42.0,1.0
千葉県船橋市,幼稚園教諭,1,29.0,1.0
千葉県船橋市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県船橋市,小学校教諭,1,29.0,1.0
千葉県船橋市,高等学校教諭,1,29.0,1.0
千葉県船橋市,社会福祉士,1,42.0,0.0
千葉県船橋市,准看護師,1,74.0,0.0
千葉県船橋市,保育士,1,55.0,1.0
千葉県茂原市,介護職員初任者研修（旧ヘルパー2級）,2,48.5,1.0
千葉県茂原市,あん摩マッサージ指圧師,2,48.5,1.0
千葉県茂原市,歯科医師,1,32.0,1.0
千葉県茂原市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県茂原市,介護福祉士,1,68.0,1.0
千葉県茂原市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,68.0,1.0
千葉県茂原市,精神保健福祉士,1,68.0,1.0
千葉県茂原市,児童発達支援管理責任者研修,1,68.0,1.0
千葉県茂原市,自動車運転免許,1,68.0,1.0
千葉県茂原市,サービス管理責任者研修,1,68.0,1.0
千葉県茂原市,相談支援従事者研修,1,68.0,1.0
千葉県茂原市,幼稚園教諭,1,29.0,1.0
千葉県茂原市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
千葉県茂原市,小学校教諭,1,29.0,1.0
千葉県茂原市,高等学校教諭,1,29.0,1.0
千葉県袖ケ浦市,介護福祉士,2,50.0,0.0
千葉県袖ケ浦市,サービス管理責任者研修,2,75.5,0.0
千葉県袖ケ浦市,介護職員初任者研修（旧ヘルパー2級）,2,52.0,0.5
千葉県袖ケ浦市,相談支援従事者研修,1,77.0,0.0
千葉県袖ケ浦市,准看護師,1,74.0,0.0
千葉県袖ケ浦市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,74.0,0.0
千葉県袖ケ浦市,社会福祉主事任用資格,1,74.0,0.0
千葉県袖ケ浦市,精神保健福祉士,1,74.0,0.0
千葉県袖ケ浦市,自動車運転免許,1,74.0,0.0
千葉県野田市,介護福祉士,3,51.0,0.3333333333333333
千葉県野田市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,52.0,0.3333333333333333
千葉県野田市,自動車運転免許,3,51.333333333333336,0.6666666666666666
千葉県野田市,社会福祉主事任用資格,2,52.0,1.0
千葉県野田市,介護職員初任者研修（旧ヘルパー2級）,2,51.5,0.5
千葉県野田市,社会福祉士 取得予定（1年以内）,1,40.0,1.0
千葉県野田市,児童発達支援管理責任者研修,1,40.0,1.0
千葉県野田市,サービス管理責任者研修,1,40.0,1.0
千葉県野田市,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
千葉県野田市,その他（サービス管理者資格）,1,40.0,1.0
千葉県野田市,福祉用具専門相談員,1,50.0,0.0
千葉県野田市,社会福祉士,1,42.0,0.0
千葉県銚子市,介護福祉士,1,64.0,1.0
千葉県銚子市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
千葉県銚子市,社会福祉主事任用資格,1,64.0,1.0
千葉県銚子市,自動車運転免許,1,64.0,1.0
千葉県鎌ケ谷市,自動車運転免許,2,66.5,1.0
千葉県鎌ケ谷市,介護職員初任者研修（旧ヘルパー2級）,2,44.0,1.0
千葉県鎌ケ谷市,介護福祉士,1,64.0,1.0
千葉県鎌ケ谷市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,64.0,1.0
千葉県鎌ケ谷市,社会福祉主事任用資格,1,64.0,1.0
千葉県長生郡一宮町,歯科医師,1,32.0,1.0
千葉県長生郡一宮町,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
千葉県香取市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,59.0,0.5
千葉県香取市,自動車運転免許,2,59.0,0.5
千葉県香取市,介護福祉士,1,68.0,1.0
千葉県香取市,介護職員初任者研修（旧ヘルパー2級）,1,68.0,1.0
千葉県香取市,精神保健福祉士,1,68.0,1.0
千葉県香取市,あん摩マッサージ指圧師,1,68.0,1.0
千葉県香取市,児童発達支援管理責任者研修,1,68.0,1.0
千葉県香取市,サービス管理責任者研修,1,68.0,1.0
千葉県香取市,相談支援従事者研修,1,68.0,1.0
千葉県香取市,福祉用具専門相談員,1,50.0,0.0
千葉県香取市,看護師,1,53.0,1.0
千葉県香取市,准看護師,1,53.0,1.0
千葉県香取市,管理栄養士,1,53.0,1.0
和歌山県,自動車運転免許,5,44.6,0.8
和歌山県,介護福祉士,4,48.0,1.0
和歌山県,介護職員初任者研修（旧ヘルパー2級）,4,43.5,0.75
和歌山県,社会福祉主事任用資格,1,48.0,1.0
和歌山県,介護支援専門員（ケアマネジャー）,1,41.0,1.0
和歌山県,主任介護支援専門員,1,41.0,1.0
和歌山県,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,43.0,1.0
和歌山県,中学校教諭,1,43.0,1.0
和歌山県,高等学校教諭,1,43.0,1.0
和歌山県,その他（普通自動車第二種免許）,1,39.0,0.0
和歌山県,保育士,1,52.0,1.0
和歌山県伊都郡かつらぎ町,介護職員初任者研修（旧ヘルパー2級）,1,32.0,0.0
和歌山県伊都郡かつらぎ町,自動車運転免許,1,32.0,0.0
和歌山県和歌山市,介護職員初任者研修（旧ヘルパー2級）,6,42.5,0.8333333333333334
和歌山県和歌山市,自動車運転免許,5,42.2,0.6
和歌山県和歌山市,介護福祉士,5,40.2,0.6
和歌山県和歌山市,社会福祉主事任用資格,3,44.0,1.0
和歌山県和歌山市,介護支援専門員（ケアマネジャー）,2,63.5,1.0
和歌山県和歌山市,自動車運転免許 取得予定（1年以内）,2,31.5,1.0
和歌山県和歌山市,看護師,2,40.5,0.5
和歌山県和歌山市,准看護師,2,40.5,0.5
和歌山県和歌山市,高等学校教諭,2,36.0,1.0
和歌山県和歌山市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,47.5,1.0
和歌山県和歌山市,管理栄養士,2,49.5,1.0
和歌山県和歌山市,歯科医師,1,32.0,1.0
和歌山県和歌山市,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
和歌山県和歌山市,医師,1,65.0,1.0
和歌山県和歌山市,主任介護支援専門員,1,65.0,1.0
和歌山県和歌山市,その他（救命士）,1,65.0,1.0
和歌山県和歌山市,社会福祉士 取得予定（1年以内）,1,34.0,1.0
和歌山県和歌山市,歯科技工士,1,28.0,0.0
和歌山県和歌山市,あん摩マッサージ指圧師,1,29.0,1.0
和歌山県和歌山市,幼稚園教諭,1,29.0,1.0
和歌山県和歌山市,小学校教諭,1,29.0,1.0
和歌山県和歌山市,中学校教諭,1,43.0,1.0
和歌山県和歌山市,社会福祉士,1,62.0,1.0
和歌山県和歌山市,児童発達支援管理責任者研修,1,62.0,1.0
和歌山県和歌山市,サービス管理責任者研修,1,62.0,1.0
和歌山県和歌山市,児童指導員任用資格,1,62.0,1.0
和歌山県和歌山市,臨床検査技師,1,46.0,1.0
和歌山県和歌山市,医療事務資格（民間）,1,46.0,1.0
和歌山県岩出市,介護職員初任者研修（旧ヘルパー2級）,2,30.5,0.5
和歌山県岩出市,自動車運転免許,2,45.5,0.5
和歌山県岩出市,あん摩マッサージ指圧師,1,29.0,1.0
和歌山県岩出市,幼稚園教諭,1,29.0,1.0
和歌山県岩出市,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
和歌山県岩出市,小学校教諭,1,29.0,1.0
和歌山県岩出市,高等学校教諭,1,29.0,1.0
和歌山県岩出市,臨床検査技師,1,46.0,1.0
和歌山県岩出市,介護福祉士,1,46.0,1.0
和歌山県岩出市,管理栄養士,1,46.0,1.0
和歌山県岩出市,医療事務資格（民間）,1,46.0,1.0
和歌山県東牟婁郡串本町,介護職員初任者研修（旧ヘルパー2級）,1,29.0,1.0
和歌山県東牟婁郡串本町,あん摩マッサージ指圧師,1,29.0,1.0
和歌山県東牟婁郡串本町,幼稚園教諭,1,29.0,1.0
和歌山県東牟婁郡串本町,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
和歌山県東牟婁郡串本町,小学校教諭,1,29.0,1.0
和歌山県東牟婁郡串本町,高等学校教諭,1,29.0,1.0
和歌山県橋本市,自動車運転免許,4,45.25,0.75
和歌山県橋本市,介護福祉士,2,43.5,1.0
和歌山県橋本市,サービス管理責任者研修,2,61.0,1.0
和歌山県橋本市,介護職員初任者研修（旧ヘルパー2級）,2,33.0,0.5
和歌山県橋本市,社会福祉主事任用資格,2,48.0,1.0
和歌山県橋本市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,27.0,1.0
和歌山県橋本市,その他（自動普通二輪免許）,1,27.0,1.0
和歌山県橋本市,社会福祉士 取得予定（1年以内）,1,34.0,1.0
和歌山県橋本市,自動車運転免許 取得予定（1年以内）,1,34.0,1.0
和歌山県橋本市,介護支援専門員（ケアマネジャー）,1,62.0,1.0
和歌山県橋本市,社会福祉士,1,62.0,1.0
和歌山県橋本市,児童発達支援管理責任者研修,1,62.0,1.0
和歌山県橋本市,児童指導員任用資格,1,62.0,1.0
和歌山県海南市,介護支援専門員（ケアマネジャー）,1,62.0,1.0
和歌山県海南市,社会福祉士,1,62.0,1.0
和歌山県海南市,社会福祉主事任用資格,1,62.0,1.0
和歌山県海南市,児童発達支援管理責任者研修,1,62.0,1.0
和歌山県海南市,自動車運転免許,1,62.0,1.0
和歌山県海南市,サービス管理責任者研修,1,62.0,1.0
和歌山県海南市,児童指導員任用資格,1,62.0,1.0
和歌山県海南市,介護福祉士,1,35.0,1.0
和歌山県田辺市,看護師,1,26.0,1.0
和歌山県田辺市,自動車運転免許,1,26.0,1.0
和歌山県紀の川市,自動車運転免許,2,29.5,0.5
和歌山県紀の川市,介護福祉士,1,27.0,1.0
和歌山県紀の川市,介護職員実務者研修（旧ヘルパー1級/基礎研修）,1,27.0,1.0
和歌山県紀の川市,その他（自動普通二輪免許）,1,27.0,1.0
和歌山県紀の川市,介護職員初任者研修（旧ヘルパー2級）,1,32.0,0.0
和歌山県西牟婁郡白浜町,介護支援専門員（ケアマネジャー）,1,45.0,1.0
和歌山県西牟婁郡白浜町,介護福祉士,1,45.0,1.0
埼玉県,介護職員初任者研修（旧ヘルパー2級）,6,48.333333333333336,0.6666666666666666
埼玉県,自動車運転免許,4,46.0,0.5
埼玉県,介護福祉士,4,44.75,0.75
埼玉県,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,42.666666666666664,1.0
埼玉県,社会福祉主事任用資格,3,46.666666666666664,0.6666666666666666
埼玉県,調理師,2,48.0,0.0
埼玉県,介護支援専門員（ケアマネジャー）,2,58.5,0.5
埼玉県,歯科医師,1,32.0,1.0
埼玉県,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
埼玉県,その他（危険物取扱者乙四類）,1,44.0,0.0
埼玉県,その他（認知症介護基礎研修）,1,44.0,0.0
埼玉県,医師,1,65.0,1.0
埼玉県,主任介護支援専門員,1,65.0,1.0
埼玉県,その他（救命士）,1,65.0,1.0
埼玉県,社会福祉士 取得予定（1年以内）,1,40.0,1.0
埼玉県,児童発達支援管理責任者研修,1,40.0,1.0
埼玉県,サービス管理責任者研修,1,40.0,1.0
埼玉県,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
埼玉県,その他（サービス管理者資格）,1,40.0,1.0
埼玉県,福祉用具専門相談員,1,52.0,0.0
埼玉県,介護事務資格（民間）,1,52.0,0.0
埼玉県,その他（甲種防火管理者）,1,52.0,0.0
埼玉県,その他（大型自動車二種免許）,1,52.0,0.0
埼玉県,その他（認知症実務者研修（計画作成用））,1,52.0,0.0
埼玉県,その他（消防設備士）,1,52.0,0.0
埼玉県さいたま市中央区,自動車運転免許,4,49.75,0.75
埼玉県さいたま市中央区,介護職員初任者研修（旧ヘルパー2級）,3,45.666666666666664,1.0
埼玉県さいたま市中央区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,64.5,0.5
埼玉県さいたま市中央区,あん摩マッサージ指圧師,2,48.5,1.0
埼玉県さいたま市中央区,児童発達支援管理責任者研修,2,54.0,1.0
埼玉県さいたま市中央区,サービス管理責任者研修,2,54.0,1.0
埼玉県さいたま市中央区,社会福祉主事任用資格,2,50.5,0.5
埼玉県さいたま市中央区,歯科医師,1,32.0,1.0
埼玉県さいたま市中央区,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
埼玉県さいたま市中央区,介護福祉士,1,68.0,1.0
埼玉県さいたま市中央区,精神保健福祉士,1,68.0,1.0
埼玉県さいたま市中央区,相談支援従事者研修,1,68.0,1.0
埼玉県さいたま市中央区,社会福祉士 取得予定（1年以内）,1,40.0,1.0
埼玉県さいたま市中央区,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
埼玉県さいたま市中央区,その他（サービス管理者資格）,1,40.0,1.0
埼玉県さいたま市中央区,幼稚園教諭,1,29.0,1.0
埼玉県さいたま市中央区,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
埼玉県さいたま市中央区,小学校教諭,1,29.0,1.0
埼玉県さいたま市中央区,高等学校教諭,1,29.0,1.0
埼玉県さいたま市北区,自動車運転免許,5,52.8,1.0
埼玉県さいたま市北区,サービス管理責任者研修,5,60.4,0.8
埼玉県さいたま市北区,介護福祉士,4,58.25,1.0
埼玉県さいたま市北区,社会福祉主事任用資格,3,55.333333333333336,1.0
埼玉県さいたま市北区,介護職員初任者研修（旧ヘルパー2級）,3,45.666666666666664,1.0
埼玉県さいたま市北区,児童発達支援管理責任者研修,3,56.666666666666664,1.0
埼玉県さいたま市北区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,2,66.0,1.0
埼玉県さいたま市北区,あん摩マッサージ指圧師,2,48.5,1.0
埼玉県さいたま市北区,相談支援従事者研修,2,72.5,0.5
埼玉県さいたま市北区,歯科医師,1,32.0,1.0
埼玉県さいたま市北区,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
埼玉県さいたま市北区,精神保健福祉士,1,68.0,1.0
埼玉県さいたま市北区,社会福祉士 取得予定（1年以内）,1,40.0,1.0
埼玉県さいたま市北区,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
埼玉県さいたま市北区,その他（サービス管理者資格）,1,40.0,1.0
埼玉県さいたま市北区,幼稚園教諭,1,29.0,1.0
埼玉県さいたま市北区,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
埼玉県さいたま市北区,小学校教諭,1,29.0,1.0
埼玉県さいたま市北区,高等学校教諭,1,29.0,1.0
埼玉県さいたま市北区,歯科技工士,1,25.0,1.0
埼玉県さいたま市北区,介護支援専門員（ケアマネジャー）,1,62.0,1.0
埼玉県さいたま市北区,社会福祉士,1,62.0,1.0
埼玉県さいたま市北区,児童指導員任用資格,1,62.0,1.0
埼玉県さいたま市北区,臨床検査技師,1,46.0,1.0
埼玉県さいたま市北区,管理栄養士,1,46.0,1.0
埼玉県さいたま市北区,医療事務資格（民間）,1,46.0,1.0
埼玉県さいたま市南区,自動車運転免許,6,56.666666666666664,0.6666666666666666
埼玉県さいたま市南区,介護福祉士,4,58.0,0.5
埼玉県さいたま市南区,介護職員初任者研修（旧ヘルパー2級）,4,52.75,0.75
埼玉県さいたま市南区,サービス管理責任者研修,4,64.75,0.5
埼玉県さいたま市南区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,68.66666666666667,0.6666666666666666
埼玉県さいたま市南区,社会福祉主事任用資格,3,59.333333333333336,0.6666666666666666
埼玉県さいたま市南区,精神保健福祉士,2,71.0,0.5
埼玉県さいたま市南区,あん摩マッサージ指圧師,2,48.5,1.0
埼玉県さいたま市南区,児童発達支援管理責任者研修,2,54.0,1.0
埼玉県さいたま市南区,相談支援従事者研修,2,72.5,0.5
埼玉県さいたま市南区,歯科医師,1,32.0,1.0
埼玉県さいたま市南区,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
埼玉県さいたま市南区,社会福祉士 取得予定（1年以内）,1,40.0,1.0
埼玉県さいたま市南区,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
埼玉県さいたま市南区,その他（サービス管理者資格）,1,40.0,1.0
埼玉県さいたま市南区,幼稚園教諭,1,29.0,1.0
埼玉県さいたま市南区,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
埼玉県さいたま市南区,小学校教諭,1,29.0,1.0
埼玉県さいたま市南区,高等学校教諭,1,29.0,1.0
埼玉県さいたま市南区,准看護師,1,74.0,0.0
埼玉県さいたま市大宮区,自動車運転免許,6,61.166666666666664,0.8333333333333334
埼玉県さいたま市大宮区,介護職員初任者研修（旧ヘルパー2級）,4,41.75,1.0
埼玉県さいたま市大宮区,介護福祉士,3,52.666666666666664,0.6666666666666666
埼玉県さいたま市大宮区,介護職員実務者研修（旧ヘルパー1級/基礎研修）,3,64.33333333333333,0.6666666666666666
埼玉県さいたま市大宮区,社会福祉主事任用資格,3,55.0,0.6666666666666666
埼玉県さいたま市大宮区,サービス管理責任者研修,3,61.666666666666664,0.6666666666666666
埼玉県さいたま市大宮区,あん摩マッサージ指圧師,2,48.5,1.0
埼玉県さいたま市大宮区,児童発達支援管理責任者研修,2,54.0,1.0
埼玉県さいたま市大宮区,相談支援従事者研修,2,72.5,0.5
埼玉県さいたま市大宮区,歯科医師,1,32.0,1.0
埼玉県さいたま市大宮区,その他（日本歯科麻酔学会認定医）,1,32.0,1.0
埼玉県さいたま市大宮区,精神保健福祉士,1,68.0,1.0
埼玉県さいたま市大宮区,社会福祉士 取得予定（1年以内）,1,40.0,1.0
埼玉県さいたま市大宮区,その他（強度行動障がい支援者資格、基礎・実践）,1,40.0,1.0
埼玉県さいたま市大宮区,その他（サービス管理者資格）,1,40.0,1.0
埼玉県さいたま市大宮区,幼稚園教諭,1,29.0,1.0
埼玉県さいたま市大宮区,自動車運転免許 取得予定（1年以内）,1,29.0,1.0
埼玉県さいたま市大宮区,小学校教諭,1,29.0,1.0
埼玉県さいたま市大宮区,高等学校教諭,1,29.0,1.0
埼玉県さいたま市岩槻区,介護職員初任者研修（旧ヘルパー2級）,5,46.0,0.8
埼玉県さいたま市岩槻区,自動車運転免許,4,50.5,1.0
埼玉県さいたま市岩槻区,介護福祉士,3,65.0,0.6666666666666666
埼玉県さいたま市岩槻区,社会福祉主事任用資格,3,52.333333333333336,0.6666666666666666
