id,age,gender,age_group,generation,residence_raw,residence_pref,residence_muni,residence_region,qualification_count
1688,48,F,45-49,Middle,28,,,,0
1689,61,F,60-64,Senior,29,,,,0
1690,22,M,20-24,Young,1,,,,0
1691,23,F,20-24,Young,2,,,,0
1692,24,M,20-24,Young,3,,,,0
1693,53,F,50-54,Senior,4,,,,0
1694,51,F,50-54,Senior,5,,,,0
1695,56,F,55-59,Senior,6,,,,0
1696,37,F,35-39,Middle,7,,,,0
1697,38,M,35-39,Middle,8,,,,0
1698,33,F,30-34,Young,9,,,,0
1699,56,M,55-59,Senior,10,,,,0
1700,36,F,35-39,Middle,11,,,,0
1701,50,F,45-49,Middle,12,,,,0
1702,52,M,50-54,Senior,13,,,,0
1703,38,M,35-39,Middle,14,,,,0
1704,32,M,30-34,Young,15,,,,0
1705,23,F,20-24,Young,16,,,,0
1706,28,F,25-29,Young,17,,,,0
1707,61,F,60-64,Senior,18,,,,0
1708,72,F,70+,Elderly,19,,,,0
1709,20,M,Under 20,Young,20,,,,0
1710,71,F,70+,Elderly,21,,,,0
1711,51,F,50-54,Senior,22,,,,0
1712,66,F,65-69,Elderly,23,,,,0
1713,27,M,25-29,Young,24,,,,0
1714,23,F,20-24,Young,25,,,,0
1715,38,M,35-39,Middle,26,,,,0
1716,39,F,35-39,Middle,27,,,,0
1717,48,F,45-49,Middle,1,,,,0
1718,65,F,60-64,Senior,2,,,,0
1719,39,F,35-39,Middle,3,,,,0
1720,20,M,Under 20,Young,4,,,,0
1721,41,F,40-44,Middle,5,,,,0
1722,48,F,45-49,Middle,6,,,,0
1723,19,F,Under 20,Young,7,,,,0
1724,48,F,45-49,Middle,8,,,,0
1725,75,F,70+,Elderly,9,,,,0
1726,62,F,60-64,Senior,10,,,,0
1727,66,M,65-69,Elderly,11,,,,0
1728,36,F,35-39,Middle,12,,,,0
1729,39,M,35-39,Middle,13,,,,0
1730,47,F,45-49,Middle,14,,,,0
1731,40,F,35-39,Middle,15,,,,0
1732,37,F,35-39,Middle,16,,,,0
1733,33,F,30-34,Young,17,,,,0
1734,55,F,50-54,Senior,18,,,,0
1735,73,F,70+,Elderly,19,,,,0
1736,53,F,50-54,Senior,20,,,,0
1737,26,M,25-29,Young,21,,,,0
1738,29,M,25-29,Young,22,,,,0
1739,18,F,Under 20,Young,23,,,,0
1740,54,M,50-54,Senior,24,,,,0
1741,60,F,55-59,Senior,25,,,,0
1742,28,F,25-29,Young,26,,,,0
1743,68,F,65-69,Elderly,27,,,,0
1744,26,F,25-29,Young,28,,,,0
1745,57,F,55-59,Senior,29,,,,0
1746,48,F,45-49,Middle,1,,,,0
1747,22,F,20-24,Young,2,,,,0
1748,64,M,60-64,Senior,3,,,,0
1749,40,F,35-39,Middle,4,,,,0
1750,33,M,30-34,Young,5,,,,0
1751,58,F,55-59,Senior,6,,,,0
1752,41,F,40-44,Middle,7,,,,0
1753,28,M,25-29,Young,8,,,,0
1754,43,M,40-44,Middle,9,,,,0
1755,26,F,25-29,Young,10,,,,0
1756,35,M,30-34,Young,11,,,,0
1757,63,M,60-64,Senior,12,,,,0
1758,52,F,50-54,Senior,13,,,,0
1759,46,F,45-49,Middle,14,,,,0
1760,22,M,20-24,Young,15,,,,0
1761,31,M,30-34,Young,16,,,,0
1762,48,F,45-49,Middle,17,,,,0
1763,55,F,50-54,Senior,18,,,,0
1764,50,F,45-49,Middle,19,,,,0
1765,70,M,65-69,Elderly,20,,,,0
1766,49,F,45-49,Middle,21,,,,0
1767,23,M,20-24,Young,22,,,,0
1768,27,F,25-29,Young,23,,,,0
1769,24,F,20-24,Young,24,,,,0
1770,56,F,55-59,Senior,25,,,,0
1771,71,M,70+,Elderly,26,,,,0
1772,26,F,25-29,Young,27,,,,0
1773,53,M,50-54,Senior,28,,,,0
1774,55,F,50-54,Senior,29,,,,0
1775,52,F,50-54,Senior,1,,,,0
1776,21,M,20-24,Young,2,,,,0
1777,61,M,60-64,Senior,3,,,,0
1778,43,M,40-44,Middle,4,,,,0
1779,56,M,55-59,Senior,5,,,,0
1780,28,F,25-29,Young,6,,,,0
1781,24,F,20-24,Young,7,,,,0
1782,49,F,45-49,Middle,8,,,,0
1783,33,M,30-34,Young,9,,,,0
1784,34,F,30-34,Young,10,,,,0
1785,68,F,65-69,Elderly,11,,,,0
1786,22,M,20-24,Young,12,,,,0
1787,65,F,60-64,Senior,13,,,,0
1788,60,F,55-59,Senior,14,,,,0
1789,48,F,45-49,Middle,15,,,,0
1790,18,F,Under 20,Young,16,,,,0
1791,74,F,70+,Elderly,17,,,,0
1792,62,M,60-64,Senior,18,,,,0
1793,35,M,30-34,Young,19,,,,0
1794,52,F,50-54,Senior,20,,,,0
1795,44,F,40-44,Middle,21,,,,0
1796,30,F,25-29,Young,22,,,,0
1797,26,F,25-29,Young,23,,,,0
1798,42,F,40-44,Middle,24,,,,0
1799,45,F,40-44,Middle,25,,,,0
1800,50,M,45-49,Middle,26,,,,0
1801,36,M,35-39,Middle,27,,,,0
1802,53,F,50-54,Senior,28,,,,0
1803,63,M,60-64,Senior,29,,,,0
1804,24,F,20-24,Young,1,,,,0
1805,53,F,50-54,Senior,2,,,,0
1806,31,F,30-34,Young,3,,,,0
1807,29,F,25-29,Young,4,,,,0
1808,39,F,35-39,Middle,5,,,,0
1809,28,F,25-29,Young,6,,,,0
1810,55,F,50-54,Senior,7,,,,0
1811,47,M,45-49,Middle,8,,,,0
1812,54,F,50-54,Senior,9,,,,0
1813,48,M,45-49,Middle,10,,,,0
1814,58,F,55-59,Senior,11,,,,0
1815,59,F,55-59,Senior,12,,,,0
1816,37,F,35-39,Middle,13,,,,0
1817,31,F,30-34,Young,14,,,,0
1818,45,M,40-44,Middle,15,,,,0
1819,56,F,55-59,Senior,16,,,,0
1820,39,F,35-39,Middle,17,,,,0
1821,58,F,55-59,Senior,18,,,,0
1822,48,F,45-49,Middle,19,,,,0
1823,24,F,20-24,Young,20,,,,0
1824,39,F,35-39,Middle,21,,,,0
1825,27,F,25-29,Young,22,,,,0
1826,46,F,45-49,Middle,23,,,,0
1827,23,M,20-24,Young,24,,,,0
1828,35,F,30-34,Young,25,,,,0
1829,47,F,45-49,Middle,26,,,,0
1830,56,F,55-59,Senior,1,,,,0
1831,47,M,45-49,Middle,2,,,,0
1832,50,F,45-49,Middle,3,,,,0
1833,31,F,30-34,Young,4,,,,0
1834,24,F,20-24,Young,5,,,,0
1835,61,F,60-64,Senior,6,,,,0
1836,58,F,55-59,Senior,7,,,,0
1837,57,M,55-59,Senior,8,,,,0
1838,50,F,45-49,Middle,9,,,,0
1839,57,F,55-59,Senior,10,,,,0
1840,54,F,50-54,Senior,11,,,,0
1841,44,F,40-44,Middle,12,,,,0
1842,55,F,50-54,Senior,13,,,,0
1843,58,F,55-59,Senior,14,,,,0
1844,63,M,60-64,Senior,15,,,,0
1845,60,F,55-59,Senior,16,,,,0
1846,51,F,50-54,Senior,17,,,,0
1847,32,F,30-34,Young,18,,,,0
1848,60,M,55-59,Senior,19,,,,0
1849,56,F,55-59,Senior,20,,,,0
1850,29,F,25-29,Young,21,,,,0
1851,60,F,55-59,Senior,22,,,,0
1852,33,F,30-34,Young,23,,,,0
1853,20,F,Under 20,Young,24,,,,0
1854,41,F,40-44,Middle,25,,,,0
1855,58,F,55-59,Senior,26,,,,0
1856,45,F,40-44,Middle,27,,,,0
1857,51,F,50-54,Senior,1,,,,0
1858,28,F,25-29,Young,2,,,,0
1859,43,F,40-44,Middle,3,,,,0
1860,60,F,55-59,Senior,4,,,,0
1861,62,F,60-64,Senior,5,,,,0
1862,48,F,45-49,Middle,6,,,,0
1863,64,M,60-64,Senior,7,,,,0
1864,31,F,30-34,Young,8,,,,0
1865,56,F,55-59,Senior,9,,,,0
1866,69,F,65-69,Elderly,10,,,,0
1867,48,F,45-49,Middle,11,,,,0
1868,56,M,55-59,Senior,12,,,,0
1869,42,F,40-44,Middle,13,,,,0
1870,66,M,65-69,Elderly,14,,,,0
1871,45,F,40-44,Middle,15,,,,0
1872,33,M,30-34,Young,16,,,,0
1873,33,F,30-34,Young,17,,,,0
1874,59,F,55-59,Senior,18,,,,0
1875,67,F,65-69,Elderly,19,,,,0
1876,61,F,60-64,Senior,20,,,,0
1877,62,F,60-64,Senior,21,,,,0
1878,49,F,45-49,Middle,22,,,,0
1879,39,M,35-39,Middle,23,,,,0
1880,28,F,25-29,Young,24,,,,0
1881,58,F,55-59,Senior,25,,,,0
1882,24,F,20-24,Young,26,,,,0
1883,70,M,65-69,Elderly,27,,,,0
1884,64,M,60-64,Senior,28,,,,0
1885,56,F,55-59,Senior,1,,,,0
1886,30,F,25-29,Young,2,,,,0
1887,40,M,35-39,Middle,3,,,,0
1888,38,F,35-39,Middle,4,,,,0
1889,48,F,45-49,Middle,5,,,,0
1890,50,F,45-49,Middle,6,,,,0
1891,45,F,40-44,Middle,7,,,,0
1892,29,F,25-29,Young,8,,,,0
1893,65,F,60-64,Senior,9,,,,0
1894,71,F,70+,Elderly,10,,,,0
1895,55,F,50-54,Senior,11,,,,0
1896,38,M,35-39,Middle,12,,,,0
1897,28,F,25-29,Young,13,,,,0
1898,49,M,45-49,Middle,14,,,,0
1899,33,F,30-34,Young,15,,,,0
1900,26,M,25-29,Young,16,,,,0
1901,69,F,65-69,Elderly,17,,,,0
1902,40,F,35-39,Middle,18,,,,0
1903,42,M,40-44,Middle,19,,,,0
1904,60,M,55-59,Senior,20,,,,0
1905,45,M,40-44,Middle,21,,,,0
1906,58,F,55-59,Senior,22,,,,0
1907,56,F,55-59,Senior,23,,,,0
1908,27,F,25-29,Young,24,,,,0
1909,53,F,50-54,Senior,25,,,,0
1910,36,F,35-39,Middle,26,,,,0
1911,22,F,20-24,Young,27,,,,0
1912,50,M,45-49,Middle,28,,,,0
1913,42,M,40-44,Middle,1,,,,0
1914,50,F,45-49,Middle,2,,,,0
1915,25,F,20-24,Young,3,,,,0
1916,42,F,40-44,Middle,4,,,,0
1917,57,F,55-59,Senior,5,,,,0
1918,26,M,25-29,Young,6,,,,0
1919,34,F,30-34,Young,7,,,,0
1920,52,F,50-54,Senior,8,,,,0
1921,44,F,40-44,Middle,9,,,,0
1922,58,F,55-59,Senior,10,,,,0
1923,22,M,20-24,Young,11,,,,0
1924,58,F,55-59,Senior,12,,,,0
1925,46,M,45-49,Middle,13,,,,0
1926,72,F,70+,Elderly,14,,,,0
1927,62,M,60-64,Senior,15,,,,0
1928,33,F,30-34,Young,16,,,,0
1929,48,M,45-49,Middle,17,,,,0
1930,59,M,55-59,Senior,18,,,,0
1931,52,F,50-54,Senior,19,,,,0
1932,42,F,40-44,Middle,20,,,,0
1933,63,F,60-64,Senior,21,,,,0
1934,52,F,50-54,Senior,22,,,,0
1935,43,M,40-44,Middle,23,,,,0
1936,19,M,Under 20,Young,24,,,,0
1937,65,F,60-64,Senior,25,,,,0
1938,24,F,20-24,Young,1,,,,0
1939,50,F,45-49,Middle,2,,,,0
1940,54,F,50-54,Senior,3,,,,0
1941,28,M,25-29,Young,4,,,,0
1942,45,F,40-44,Middle,5,,,,0
1943,46,F,45-49,Middle,6,,,,0
1944,27,F,25-29,Young,7,,,,0
1945,53,F,50-54,Senior,8,,,,0
1946,59,F,55-59,Senior,9,,,,0
1947,19,F,Under 20,Young,10,,,,0
1948,77,M,70+,Elderly,11,,,,0
1949,29,F,25-29,Young,12,,,,0
1950,31,F,30-34,Young,13,,,,0
1951,50,F,45-49,Middle,14,,,,0
1952,58,F,55-59,Senior,15,,,,0
1953,27,M,25-29,Young,16,,,,0
1954,45,M,40-44,Middle,17,,,,0
1955,46,F,45-49,Middle,18,,,,0
1956,24,M,20-24,Young,19,,,,0
1957,43,F,40-44,Middle,20,,,,0
1958,66,M,65-69,Elderly,21,,,,0
1959,47,F,45-49,Middle,22,,,,0
1960,63,F,60-64,Senior,23,,,,0
1961,70,M,65-69,Elderly,24,,,,0
1962,41,F,40-44,Middle,25,,,,0
1963,32,M,30-34,Young,26,,,,0
1964,20,F,Under 20,Young,1,,,,0
1965,71,F,70+,Elderly,2,,,,0
1966,59,F,55-59,Senior,3,,,,0
1967,52,M,50-54,Senior,4,,,,0
1968,45,F,40-44,Middle,5,,,,0
1969,44,F,40-44,Middle,6,,,,0
1970,52,F,50-54,Senior,7,,,,0
1971,63,F,60-64,Senior,8,,,,0
1972,57,M,55-59,Senior,9,,,,0
1973,41,F,40-44,Middle,10,,,,0
1974,34,M,30-34,Young,11,,,,0
1975,55,F,50-54,Senior,12,,,,0
1976,34,F,30-34,Young,13,,,,0
1977,59,F,55-59,Senior,14,,,,0
1978,57,F,55-59,Senior,15,,,,0
1979,31,F,30-34,Young,16,,,,0
1980,55,F,50-54,Senior,17,,,,0
1981,46,F,45-49,Middle,18,,,,0
1982,35,F,30-34,Young,19,,,,0
1983,30,M,25-29,Young,20,,,,0
1984,63,F,60-64,Senior,21,,,,0
1985,44,F,40-44,Middle,22,,,,0
1986,40,F,35-39,Middle,23,,,,0
1987,44,M,40-44,Middle,24,,,,0
1988,66,F,65-69,Elderly,25,,,,0
1989,57,F,55-59,Senior,26,,,,0
1990,19,F,Under 20,Young,1,,,,0
1991,38,F,35-39,Middle,2,,,,0
1992,35,F,30-34,Young,3,,,,0
1993,52,M,50-54,Senior,4,,,,0
1994,67,F,65-69,Elderly,5,,,,0
1995,43,F,40-44,Middle,6,,,,0
1996,69,F,65-69,Elderly,7,,,,0
1997,55,F,50-54,Senior,8,,,,0
1998,38,F,35-39,Middle,9,,,,0
1999,65,F,60-64,Senior,10,,,,0
2000,47,M,45-49,Middle,11,,,,0
2001,16,F,Under 20,Young,12,,,,0
2002,63,F,60-64,Senior,13,,,,0
2003,23,F,20-24,Young,14,,,,0
2004,25,F,20-24,Young,15,,,,0
2005,40,F,35-39,Middle,16,,,,0
2006,52,F,50-54,Senior,17,,,,0
2007,38,M,35-39,Middle,18,,,,0
2008,34,F,30-34,Young,19,,,,0
2009,44,F,40-44,Middle,20,,,,0
2010,59,F,55-59,Senior,21,,,,0
2011,63,F,60-64,Senior,22,,,,0
2012,51,F,50-54,Senior,23,,,,0
2013,56,F,55-59,Senior,24,,,,0
2014,18,M,Under 20,Young,25,,,,0
2015,49,M,45-49,Middle,26,,,,0
2016,51,F,50-54,Senior,27,,,,0
2017,48,F,45-49,Middle,28,,,,0
2018,59,F,55-59,Senior,1,,,,0
2019,57,F,55-59,Senior,2,,,,0
2020,41,F,40-44,Middle,3,,,,0
2021,44,F,40-44,Middle,4,,,,0
2022,47,M,45-49,Middle,5,,,,0
2023,53,F,50-54,Senior,6,,,,0
2024,61,F,60-64,Senior,7,,,,0
2025,33,M,30-34,Young,8,,,,0
2026,60,F,55-59,Senior,9,,,,0
2027,24,F,20-24,Young,10,,,,0
2028,40,F,35-39,Middle,11,,,,0
2029,50,F,45-49,Middle,12,,,,0
2030,57,M,55-59,Senior,13,,,,0
2031,60,F,55-59,Senior,14,,,,0
2032,20,F,Under 20,Young,15,,,,0
2033,45,F,40-44,Middle,16,,,,0
2034,37,F,35-39,Middle,17,,,,0
2035,39,M,35-39,Middle,18,,,,0
2036,64,M,60-64,Senior,19,,,,0
2037,30,M,25-29,Young,20,,,,0
2038,52,F,50-54,Senior,21,,,,0
2039,20,F,Under 20,Young,22,,,,0
2040,42,F,40-44,Middle,23,,,,0
2041,69,F,65-69,Elderly,24,,,,0
2042,42,F,40-44,Middle,25,,,,0
2043,33,M,30-34,Young,26,,,,0
2044,47,F,45-49,Middle,27,,,,0
2045,63,M,60-64,Senior,28,,,,0
2046,73,F,70+,Elderly,1,,,,0
2047,25,M,20-24,Young,2,,,,0
2048,29,F,25-29,Young,3,,,,0
2049,51,F,50-54,Senior,4,,,,0
2050,29,M,25-29,Young,5,,,,0
2051,77,M,70+,Elderly,6,,,,0
2052,62,F,60-64,Senior,7,,,,0
2053,44,F,40-44,Middle,8,,,,0
2054,41,F,40-44,Middle,9,,,,0
2055,45,F,40-44,Middle,10,,,,0
2056,62,F,60-64,Senior,11,,,,0
2057,21,F,20-24,Young,12,,,,0
2058,72,F,70+,Elderly,13,,,,0
2059,33,F,30-34,Young,14,,,,0
2060,50,F,45-49,Middle,15,,,,0
2061,76,M,70+,Elderly,16,,,,0
2062,36,F,35-39,Middle,17,,,,0
2063,20,F,Under 20,Young,18,,,,0
2064,61,F,60-64,Senior,19,,,,0
2065,76,F,70+,Elderly,20,,,,0
2066,64,F,60-64,Senior,21,,,,0
2067,60,F,55-59,Senior,22,,,,0
2068,35,F,30-34,Young,23,,,,0
2069,25,F,20-24,Young,24,,,,0
2070,31,F,30-34,Young,25,,,,0
2071,47,M,45-49,Middle,26,,,,0
2072,57,F,55-59,Senior,27,,,,0
2073,19,F,Under 20,Young,28,,,,0
2074,23,M,20-24,Young,1,,,,0
2075,61,M,60-64,Senior,2,,,,0
2076,25,F,20-24,Young,3,,,,0
2077,23,F,20-24,Young,4,,,,0
2078,73,F,70+,Elderly,5,,,,0
2079,65,M,60-64,Senior,6,,,,0
2080,76,F,70+,Elderly,7,,,,0
2081,36,F,35-39,Middle,8,,,,0
2082,41,M,40-44,Middle,9,,,,0
2083,19,M,Under 20,Young,10,,,,0
2084,31,F,30-34,Young,11,,,,0
2085,24,F,20-24,Young,12,,,,0
2086,65,F,60-64,Senior,13,,,,0
2087,64,F,60-64,Senior,14,,,,0
2088,51,F,50-54,Senior,15,,,,0
2089,30,F,25-29,Young,16,,,,0
2090,42,M,40-44,Middle,17,,,,0
2091,46,F,45-49,Middle,18,,,,0
2092,24,F,20-24,Young,19,,,,0
2093,30,F,25-29,Young,20,,,,0
2094,57,F,55-59,Senior,21,,,,0
2095,42,M,40-44,Middle,22,,,,0
2096,48,F,45-49,Middle,23,,,,0
2097,75,F,70+,Elderly,24,,,,0
2098,54,M,50-54,Senior,25,,,,0
2099,54,M,50-54,Senior,26,,,,0
2100,51,F,50-54,Senior,27,,,,0
2101,62,F,60-64,Senior,28,,,,0
2102,67,F,65-69,Elderly,29,,,,0
2103,49,F,45-49,Middle,30,,,,0
2104,27,F,25-29,Young,1,,,,0
2105,30,M,25-29,Young,2,,,,0
2106,63,F,60-64,Senior,3,,,,0
2107,52,F,50-54,Senior,4,,,,0
2108,45,F,40-44,Middle,5,,,,0
2109,54,F,50-54,Senior,6,,,,0
2110,63,F,60-64,Senior,7,,,,0
2111,49,M,45-49,Middle,8,,,,0
2112,50,F,45-49,Middle,9,,,,0
2113,25,F,20-24,Young,10,,,,0
2114,50,M,45-49,Middle,11,,,,0
2115,63,F,60-64,Senior,12,,,,0
2116,51,F,50-54,Senior,13,,,,0
2117,76,M,70+,Elderly,14,,,,0
2118,40,F,35-39,Middle,15,,,,0
2119,32,M,30-34,Young,16,,,,0
2120,57,F,55-59,Senior,17,,,,0
2121,45,F,40-44,Middle,18,,,,0
2122,45,M,40-44,Middle,19,,,,0
2123,30,M,25-29,Young,20,,,,0
2124,48,F,45-49,Middle,21,,,,0
2125,77,F,70+,Elderly,22,,,,0
2126,55,F,50-54,Senior,23,,,,0
2127,35,F,30-34,Young,24,,,,0
2128,24,M,20-24,Young,25,,,,0
2129,37,M,35-39,Middle,26,,,,0
2130,44,F,40-44,Middle,27,,,,0
2131,48,M,45-49,Middle,28,,,,0
2132,61,M,60-64,Senior,29,,,,0
2133,52,F,50-54,Senior,30,,,,0
2134,23,M,20-24,Young,1,,,,0
2135,57,F,55-59,Senior,2,,,,0
2136,25,F,20-24,Young,3,,,,0
2137,30,M,25-29,Young,4,,,,0
2138,35,F,30-34,Young,5,,,,0
2139,59,F,55-59,Senior,6,,,,0
2140,70,F,65-69,Elderly,7,,,,0
2141,26,F,25-29,Young,8,,,,0
2142,60,M,55-59,Senior,9,,,,0
2143,20,M,Under 20,Young,10,,,,0
2144,19,M,Under 20,Young,11,,,,0
2145,18,F,Under 20,Young,12,,,,0
2146,67,M,65-69,Elderly,13,,,,0
2147,61,F,60-64,Senior,14,,,,0
2148,54,M,50-54,Senior,15,,,,0
2149,38,F,35-39,Middle,16,,,,0
2150,49,F,45-49,Middle,17,,,,0
2151,55,F,50-54,Senior,18,,,,0
2152,23,F,20-24,Young,19,,,,0
2153,25,F,20-24,Young,20,,,,0
2154,26,F,25-29,Young,21,,,,0
2155,30,M,25-29,Young,22,,,,0
2156,57,F,55-59,Senior,23,,,,0
2157,58,F,55-59,Senior,24,,,,0
2158,22,F,20-24,Young,25,,,,0
2159,45,F,40-44,Middle,26,,,,0
2160,44,M,40-44,Middle,27,,,,0
2161,71,M,70+,Elderly,28,,,,0
2162,26,F,25-29,Young,29,,,,0
2163,34,F,30-34,Young,30,,,,0
2164,28,F,25-29,Young,1,,,,0
2165,24,M,20-24,Young,2,,,,0
2166,60,F,55-59,Senior,3,,,,0
2167,33,F,30-34,Young,4,,,,0
2168,55,F,50-54,Senior,5,,,,0
2169,42,F,40-44,Middle,6,,,,0
2170,30,F,25-29,Young,7,,,,0
2171,53,F,50-54,Senior,8,,,,0
2172,29,F,25-29,Young,9,,,,0
2173,20,F,Under 20,Young,10,,,,0
2174,74,F,70+,Elderly,11,,,,0
2175,23,M,20-24,Young,12,,,,0
2176,55,F,50-54,Senior,13,,,,0
2177,58,F,55-59,Senior,14,,,,0
2178,60,F,55-59,Senior,15,,,,0
2179,31,F,30-34,Young,16,,,,0
2180,47,F,45-49,Middle,17,,,,0
2181,51,F,50-54,Senior,18,,,,0
2182,27,F,25-29,Young,19,,,,0
2183,52,F,50-54,Senior,20,,,,0
2184,53,F,50-54,Senior,21,,,,0
2185,45,F,40-44,Middle,22,,,,0
2186,48,F,45-49,Middle,23,,,,0
2187,60,F,55-59,Senior,24,,,,0
2188,28,M,25-29,Young,25,,,,0
2189,53,F,50-54,Senior,26,,,,0
2190,52,F,50-54,Senior,27,,,,0
2191,30,F,25-29,Young,28,,,,0
2192,56,F,55-59,Senior,29,,,,0
2193,35,M,30-34,Young,30,,,,0
2194,31,F,30-34,Young,1,,,,0
2195,26,F,25-29,Young,2,,,,0
2196,56,F,55-59,Senior,3,,,,0
2197,50,M,45-49,Middle,4,,,,0
2198,61,F,60-64,Senior,5,,,,0
2199,62,F,60-64,Senior,6,,,,0
2200,47,M,45-49,Middle,7,,,,0
2201,46,F,45-49,Middle,8,,,,0
2202,48,F,45-49,Middle,9,,,,0
2203,53,F,50-54,Senior,10,,,,0
2204,33,F,30-34,Young,11,,,,0
2205,46,F,45-49,Middle,12,,,,0
2206,39,F,35-39,Middle,13,,,,0
2207,62,F,60-64,Senior,14,,,,0
2208,60,F,55-59,Senior,15,,,,0
2209,37,F,35-39,Middle,16,,,,0
2210,44,M,40-44,Middle,17,,,,0
2211,47,M,45-49,Middle,18,,,,0
2212,74,M,70+,Elderly,19,,,,0
2213,39,M,35-39,Middle,20,,,,0
2214,32,M,30-34,Young,21,,,,0
2215,76,M,70+,Elderly,22,,,,0
2216,54,F,50-54,Senior,23,,,,0
2217,47,M,45-49,Middle,24,,,,0
2218,33,F,30-34,Young,25,,,,0
2219,34,F,30-34,Young,26,,,,0
2220,61,M,60-64,Senior,27,,,,0
2221,62,F,60-64,Senior,28,,,,0
2222,44,M,40-44,Middle,29,,,,0
2223,63,F,60-64,Senior,30,,,,0
2224,27,M,25-29,Young,1,,,,0
2225,55,F,50-54,Senior,2,,,,0
2226,39,M,35-39,Middle,3,,,,0
2227,27,M,25-29,Young,4,,,,0
2228,53,F,50-54,Senior,5,,,,0
2229,58,F,55-59,Senior,6,,,,0
2230,45,F,40-44,Middle,7,,,,0
2231,62,F,60-64,Senior,8,,,,0
2232,39,F,35-39,Middle,9,,,,0
2233,65,F,60-64,Senior,10,,,,0
2234,32,M,30-34,Young,11,,,,0
2235,62,M,60-64,Senior,12,,,,0
2236,36,M,35-39,Middle,13,,,,0
2237,45,F,40-44,Middle,14,,,,0
2238,25,M,20-24,Young,15,,,,0
2239,38,M,35-39,Middle,16,,,,0
2240,48,F,45-49,Middle,17,,,,0
2241,49,M,45-49,Middle,18,,,,0
2242,47,M,45-49,Middle,19,,,,0
2243,58,F,55-59,Senior,20,,,,0
2244,20,F,Under 20,Young,21,,,,0
2245,53,F,50-54,Senior,22,,,,0
2246,57,F,55-59,Senior,23,,,,0
2247,65,F,60-64,Senior,24,,,,0
2248,42,F,40-44,Middle,25,,,,0
2249,30,F,25-29,Young,26,,,,0
2250,28,M,25-29,Young,27,,,,0
2251,44,M,40-44,Middle,28,,,,0
2252,43,M,40-44,Middle,29,,,,0
2253,67,F,65-69,Elderly,30,,,,0
2254,47,F,45-49,Middle,1,,,,0
2255,59,F,55-59,Senior,2,,,,0
2256,54,F,50-54,Senior,3,,,,0
2257,41,F,40-44,Middle,4,,,,0
2258,35,M,30-34,Young,5,,,,0
2259,68,F,65-69,Elderly,6,,,,0
2260,50,F,45-49,Middle,7,,,,0
2261,49,M,45-49,Middle,8,,,,0
2262,49,F,45-49,Middle,9,,,,0
2263,60,M,55-59,Senior,10,,,,0
2264,60,F,55-59,Senior,11,,,,0
2265,28,M,25-29,Young,12,,,,0
2266,47,F,45-49,Middle,13,,,,0
2267,76,M,70+,Elderly,14,,,,0
2268,43,M,40-44,Middle,15,,,,0
2269,58,F,55-59,Senior,16,,,,0
2270,37,F,35-39,Middle,17,,,,0
2271,66,F,65-69,Elderly,18,,,,0
2272,46,F,45-49,Middle,19,,,,0
2273,51,F,50-54,Senior,20,,,,0
2274,31,M,30-34,Young,21,,,,0
2275,22,F,20-24,Young,22,,,,0
2276,47,F,45-49,Middle,23,,,,0
2277,29,F,25-29,Young,24,,,,0
2278,52,F,50-54,Senior,25,,,,0
2279,21,M,20-24,Young,26,,,,0
2280,22,F,20-24,Young,27,,,,0
2281,56,M,55-59,Senior,28,,,,0
2282,57,F,55-59,Senior,29,,,,0
2283,61,F,60-64,Senior,30,,,,0
2284,55,F,50-54,Senior,1,,,,0
2285,42,M,40-44,Middle,2,,,,0
2286,32,M,30-34,Young,3,,,,0
2287,21,F,20-24,Young,4,,,,0
2288,40,F,35-39,Middle,5,,,,0
2289,32,F,30-34,Young,6,,,,0
2290,61,F,60-64,Senior,7,,,,0
2291,75,F,70+,Elderly,8,,,,0
2292,69,M,65-69,Elderly,9,,,,0
2293,38,F,35-39,Middle,10,,,,0
2294,52,F,50-54,Senior,11,,,,0
2295,65,M,60-64,Senior,12,,,,0
2296,64,M,60-64,Senior,13,,,,0
2297,49,M,45-49,Middle,14,,,,0
2298,57,F,55-59,Senior,15,,,,0
2299,35,F,30-34,Young,16,,,,0
2300,61,F,60-64,Senior,17,,,,0
2301,40,F,35-39,Middle,18,,,,0
2302,39,M,35-39,Middle,19,,,,0
2303,63,F,60-64,Senior,20,,,,0
2304,33,F,30-34,Young,21,,,,0
2305,58,F,55-59,Senior,22,,,,0
2306,54,F,50-54,Senior,23,,,,0
2307,65,F,60-64,Senior,24,,,,0
2308,50,F,45-49,Middle,25,,,,0
2309,21,M,20-24,Young,26,,,,0
2310,39,M,35-39,Middle,27,,,,0
2311,19,M,Under 20,Young,28,,,,0
2312,57,F,55-59,Senior,29,,,,0
2313,56,F,55-59,Senior,30,,,,0
2314,21,F,20-24,Young,1,,,,0
2315,49,F,45-49,Middle,2,,,,0
2316,57,F,55-59,Senior,3,,,,0
2317,61,F,60-64,Senior,4,,,,0
2318,62,F,60-64,Senior,5,,,,0
2319,50,F,45-49,Middle,6,,,,0
2320,57,M,55-59,Senior,7,,,,0
2321,51,F,50-54,Senior,8,,,,0
2322,51,F,50-54,Senior,9,,,,0
2323,34,M,30-34,Young,10,,,,0
2324,20,F,Under 20,Young,11,,,,0
2325,66,F,65-69,Elderly,12,,,,0
2326,39,F,35-39,Middle,13,,,,0
2327,30,F,25-29,Young,14,,,,0
