municipality,persona_name,age_group,gender,employment_status,count,total_in_municipality,market_share_pct,avg_age,avg_desired_areas,avg_qualifications,national_license_rate
大阪府大阪市西成区,20代・男性・就業中,20代,男性,就業中,2,75,2.666666666666667,25.0,11.0,2.0,0.0
大阪府大阪市西成区,20代・男性・離職中,20代,男性,離職中,2,75,2.666666666666667,26.5,81.5,2.5,0.0
大阪府大阪市西成区,60代・女性・就業中,60代,女性,就業中,2,75,2.666666666666667,63.5,13.5,1.5,0.5
大阪府大阪市西成区,60代・女性・離職中,60代,女性,離職中,2,75,2.666666666666667,63.5,52.0,4.5,0.5
大阪府大阪市西成区,60代・男性・就業中,60代,男性,就業中,6,75,8.0,63.166666666666664,44.666666666666664,4.666666666666667,0.0
大阪府大阪市西成区,60代・男性・離職中,60代,男性,離職中,2,75,2.666666666666667,63.5,26.0,3.0,0.0
大阪府大阪市西成区,50代・女性・就業中,50代,女性,就業中,6,75,8.0,55.833333333333336,17.333333333333332,3.3333333333333335,0.0
大阪府大阪市西成区,50代・女性・離職中,50代,女性,離職中,1,75,1.3333333333333335,52.0,32.0,2.0,0.0
大阪府大阪市西成区,50代・男性・就業中,50代,男性,就業中,7,75,9.333333333333334,53.285714285714285,22.142857142857142,3.142857142857143,0.14285714285714285
大阪府大阪市西成区,50代・男性・離職中,50代,男性,離職中,3,75,4.0,57.0,48.333333333333336,2.6666666666666665,0.0
大阪府大阪市西成区,40代・女性・就業中,40代,女性,就業中,5,75,6.666666666666667,45.8,27.4,2.4,0.4
大阪府大阪市西成区,40代・女性・離職中,40代,女性,離職中,3,75,4.0,47.333333333333336,31.333333333333332,1.6666666666666667,0.0
大阪府大阪市西成区,40代・男性・就業中,40代,男性,就業中,7,75,9.333333333333334,44.285714285714285,36.285714285714285,5.142857142857143,0.0
大阪府大阪市西成区,40代・男性・離職中,40代,男性,離職中,2,75,2.666666666666667,44.0,30.0,1.5,0.0
大阪府大阪市西成区,40代・男性・在学中,40代,男性,在学中,1,75,1.3333333333333335,41.0,42.0,4.0,0.0
大阪府大阪市西成区,70歳以上・女性・離職中,70歳以上,女性,離職中,2,75,2.666666666666667,75.5,30.5,2.0,1.0
大阪府大阪市西成区,70歳以上・男性・就業中,70歳以上,男性,就業中,1,75,1.3333333333333335,78.0,39.0,4.0,0.0
大阪府大阪市西成区,70歳以上・男性・離職中,70歳以上,男性,離職中,1,75,1.3333333333333335,77.0,134.0,2.0,0.0
滋賀県栗東市,40代・男性・就業中,40代,男性,就業中,7,75,9.333333333333334,44.142857142857146,16.857142857142858,2.0,0.0
滋賀県栗東市,40代・男性・離職中,40代,男性,離職中,1,75,1.3333333333333335,40.0,5.0,2.0,0.0
滋賀県栗東市,40代・女性・就業中,40代,女性,就業中,8,75,10.666666666666668,45.625,9.75,2.75,0.0
滋賀県栗東市,40代・女性・離職中,40代,女性,離職中,4,75,5.333333333333334,45.5,14.75,3.75,0.0
滋賀県栗東市,70歳以上・男性・就業中,70歳以上,男性,就業中,2,75,2.666666666666667,76.5,18.5,1.5,0.0
滋賀県栗東市,70歳以上・女性・就業中,70歳以上,女性,就業中,2,75,2.666666666666667,72.0,16.5,1.5,0.5
滋賀県栗東市,70歳以上・女性・離職中,70歳以上,女性,離職中,1,75,1.3333333333333335,73.0,30.0,1.0,1.0
滋賀県栗東市,50代・男性・就業中,50代,男性,就業中,3,75,4.0,55.333333333333336,7.666666666666667,5.0,0.3333333333333333
滋賀県栗東市,50代・男性・離職中,50代,男性,離職中,2,75,2.666666666666667,55.0,13.5,2.0,0.0
滋賀県栗東市,50代・女性・就業中,50代,女性,就業中,7,75,9.333333333333334,54.285714285714285,6.571428571428571,2.4285714285714284,0.0
滋賀県栗東市,50代・女性・離職中,50代,女性,離職中,5,75,6.666666666666667,53.6,7.2,3.0,0.0
滋賀県栗東市,20代・女性・就業中,20代,女性,就業中,7,75,9.333333333333334,26.571428571428573,75.42857142857143,1.8571428571428572,0.14285714285714285
滋賀県栗東市,20代・女性・離職中,20代,女性,離職中,3,75,4.0,22.333333333333332,10.333333333333334,1.6666666666666667,0.0
滋賀県栗東市,60代・男性・就業中,60代,男性,就業中,3,75,4.0,66.66666666666667,5.333333333333333,2.3333333333333335,0.3333333333333333
滋賀県栗東市,60代・男性・離職中,60代,男性,離職中,2,75,2.666666666666667,63.0,25.5,4.5,0.0
滋賀県栗東市,60代・女性・就業中,60代,女性,就業中,3,75,4.0,61.333333333333336,12.0,2.6666666666666665,0.0
滋賀県栗東市,60代・女性・離職中,60代,女性,離職中,1,75,1.3333333333333335,66.0,110.0,2.0,1.0
滋賀県栗東市,30代・男性・就業中,30代,男性,就業中,10,75,13.333333333333334,33.9,32.0,3.2,0.2
滋賀県栗東市,30代・男性・離職中,30代,男性,離職中,1,75,1.3333333333333335,35.0,6.0,1.0,0.0
滋賀県栗東市,30代・女性・就業中,30代,女性,就業中,1,75,1.3333333333333335,31.0,11.0,0.0,0.0
滋賀県栗東市,30代・女性・離職中,30代,女性,離職中,2,75,2.666666666666667,33.5,8.0,1.0,0.5
大阪府大阪市浪速区,60代・女性・離職中,60代,女性,離職中,5,75,6.666666666666667,62.8,39.6,3.6,0.4
大阪府大阪市浪速区,60代・女性・就業中,60代,女性,就業中,4,75,5.333333333333334,64.5,6.0,1.0,0.5
大阪府大阪市浪速区,60代・男性・離職中,60代,男性,離職中,1,75,1.3333333333333335,65.0,19.0,1.0,0.0
大阪府大阪市浪速区,60代・男性・就業中,60代,男性,就業中,5,75,6.666666666666667,62.8,50.8,5.4,0.0
大阪府大阪市浪速区,20代・女性・離職中,20代,女性,離職中,2,75,2.666666666666667,27.0,29.5,2.0,0.5
大阪府大阪市浪速区,20代・女性・就業中,20代,女性,就業中,5,75,6.666666666666667,26.4,115.6,3.2,0.0
大阪府大阪市浪速区,20代・男性・離職中,20代,男性,離職中,3,75,4.0,27.666666666666668,20.666666666666668,2.6666666666666665,0.0
大阪府大阪市浪速区,20代・男性・就業中,20代,男性,就業中,2,75,2.666666666666667,26.0,8.0,1.5,0.0
大阪府大阪市浪速区,30代・女性・就業中,30代,女性,就業中,4,75,5.333333333333334,32.0,54.25,3.0,0.0
大阪府大阪市浪速区,30代・男性・離職中,30代,男性,離職中,5,75,6.666666666666667,32.2,27.0,1.6,0.0
大阪府大阪市浪速区,30代・男性・就業中,30代,男性,就業中,5,75,6.666666666666667,32.8,28.6,1.8,0.2
大阪府大阪市浪速区,40代・女性・離職中,40代,女性,離職中,3,75,4.0,48.666666666666664,28.666666666666668,2.0,0.0
大阪府大阪市浪速区,40代・女性・就業中,40代,女性,就業中,3,75,4.0,46.0,17.0,1.6666666666666667,0.0
大阪府大阪市浪速区,40代・男性・離職中,40代,男性,離職中,1,75,1.3333333333333335,44.0,45.0,1.0,0.0
大阪府大阪市浪速区,40代・男性・就業中,40代,男性,就業中,6,75,8.0,44.0,43.166666666666664,5.666666666666667,0.0
大阪府大阪市浪速区,50代・女性・離職中,50代,女性,離職中,3,75,4.0,56.0,18.333333333333332,3.0,0.0
大阪府大阪市浪速区,50代・女性・就業中,50代,女性,就業中,3,75,4.0,54.333333333333336,11.0,2.3333333333333335,0.0
大阪府大阪市浪速区,50代・男性・離職中,50代,男性,離職中,4,75,5.333333333333334,56.5,49.0,3.0,0.0
大阪府大阪市浪速区,50代・男性・就業中,50代,男性,就業中,5,75,6.666666666666667,53.4,21.6,4.8,0.2
大阪府大阪市浪速区,70歳以上・女性・離職中,70歳以上,女性,離職中,1,75,1.3333333333333335,78.0,31.0,3.0,1.0
大阪府大阪市浪速区,70歳以上・女性・就業中,70歳以上,女性,就業中,1,75,1.3333333333333335,72.0,29.0,1.0,1.0
大阪府大阪市浪速区,70歳以上・女性・在学中,70歳以上,女性,在学中,1,75,1.3333333333333335,75.0,7.0,0.0,0.0
大阪府大阪市浪速区,70歳以上・男性・離職中,70歳以上,男性,離職中,2,75,2.666666666666667,78.0,77.0,1.0,0.0
大阪府大阪市浪速区,70歳以上・男性・就業中,70歳以上,男性,就業中,1,75,1.3333333333333335,78.0,39.0,4.0,0.0
奈良県大和郡山市,50代・女性・就業中,50代,女性,就業中,13,75,17.333333333333336,54.69230769230769,6.923076923076923,2.076923076923077,0.0
奈良県大和郡山市,50代・女性・離職中,50代,女性,離職中,6,75,8.0,54.833333333333336,6.5,1.8333333333333333,0.16666666666666666
奈良県大和郡山市,50代・男性・就業中,50代,男性,就業中,9,75,12.0,54.22222222222222,11.333333333333334,2.5555555555555554,0.0
奈良県大和郡山市,50代・男性・離職中,50代,男性,離職中,4,75,5.333333333333334,54.5,10.25,4.5,0.0
奈良県大和郡山市,60代・女性・就業中,60代,女性,就業中,5,75,6.666666666666667,66.4,7.0,1.6,0.0
奈良県大和郡山市,60代・女性・離職中,60代,女性,離職中,2,75,2.666666666666667,63.5,30.5,4.0,0.5
奈良県大和郡山市,60代・男性・就業中,60代,男性,就業中,6,75,8.0,64.16666666666667,10.333333333333334,4.333333333333333,0.0
奈良県大和郡山市,60代・男性・離職中,60代,男性,離職中,1,75,1.3333333333333335,66.0,7.0,3.0,0.0
奈良県大和郡山市,20代・女性・就業中,20代,女性,就業中,2,75,2.666666666666667,26.5,19.5,2.5,0.0
奈良県大和郡山市,20代・女性・離職中,20代,女性,離職中,1,75,1.3333333333333335,27.0,8.0,6.0,0.0
奈良県大和郡山市,20代・男性・離職中,20代,男性,離職中,1,75,1.3333333333333335,26.0,3.0,0.0,0.0
奈良県大和郡山市,20代・男性・在学中,20代,男性,在学中,1,75,1.3333333333333335,25.0,3.0,2.0,0.0
奈良県大和郡山市,30代・女性・就業中,30代,女性,就業中,3,75,4.0,34.666666666666664,70.0,2.3333333333333335,0.0
奈良県大和郡山市,30代・女性・離職中,30代,女性,離職中,2,75,2.666666666666667,35.0,3.5,3.0,0.0
奈良県大和郡山市,30代・男性・就業中,30代,男性,就業中,1,75,1.3333333333333335,35.0,35.0,1.0,0.0
奈良県大和郡山市,30代・男性・離職中,30代,男性,離職中,1,75,1.3333333333333335,33.0,13.0,3.0,0.0
奈良県大和郡山市,70歳以上・女性・就業中,70歳以上,女性,就業中,3,75,4.0,74.66666666666667,8.0,2.0,0.0
奈良県大和郡山市,70歳以上・女性・離職中,70歳以上,女性,離職中,1,75,1.3333333333333335,73.0,8.0,1.0,0.0
奈良県大和郡山市,70歳以上・男性・就業中,70歳以上,男性,就業中,2,75,2.666666666666667,75.5,23.0,2.5,0.0
奈良県大和郡山市,40代・女性・就業中,40代,女性,就業中,6,75,8.0,43.666666666666664,12.666666666666666,2.1666666666666665,0.3333333333333333
奈良県大和郡山市,40代・男性・就業中,40代,男性,就業中,3,75,4.0,45.666666666666664,9.666666666666666,2.3333333333333335,0.0
奈良県大和郡山市,40代・男性・離職中,40代,男性,離職中,2,75,2.666666666666667,45.0,6.5,4.0,0.5
兵庫県尼崎市,30代・女性・就業中,30代,女性,就業中,4,66,6.0606060606060606,30.75,56.5,0.5,0.0
兵庫県尼崎市,30代・男性・就業中,30代,男性,就業中,6,66,9.090909090909092,33.0,53.0,2.6666666666666665,0.0
兵庫県尼崎市,30代・男性・離職中,30代,男性,離職中,5,66,7.575757575757576,36.2,27.6,1.6,0.2
兵庫県尼崎市,50代・女性・就業中,50代,女性,就業中,4,66,6.0606060606060606,55.75,15.75,1.75,0.25
兵庫県尼崎市,50代・男性・就業中,50代,男性,就業中,3,66,4.545454545454546,52.666666666666664,19.333333333333332,2.3333333333333335,0.6666666666666666
兵庫県尼崎市,50代・男性・離職中,50代,男性,離職中,6,66,9.090909090909092,55.333333333333336,33.833333333333336,4.166666666666667,0.0
兵庫県尼崎市,60代・女性・離職中,60代,女性,離職中,3,66,4.545454545454546,65.0,28.333333333333332,2.0,0.3333333333333333
兵庫県尼崎市,60代・男性・就業中,60代,男性,就業中,6,66,9.090909090909092,64.33333333333333,69.5,4.833333333333333,0.0
兵庫県尼崎市,40代・女性・就業中,40代,女性,就業中,1,66,1.5151515151515151,49.0,26.0,1.0,0.0
兵庫県尼崎市,40代・女性・離職中,40代,女性,離職中,3,66,4.545454545454546,49.0,33.666666666666664,2.3333333333333335,0.0
兵庫県尼崎市,40代・女性・在学中,40代,女性,在学中,1,66,1.5151515151515151,42.0,91.0,2.0,0.0
兵庫県尼崎市,40代・男性・就業中,40代,男性,就業中,6,66,9.090909090909092,44.166666666666664,48.833333333333336,3.5,0.0
兵庫県尼崎市,40代・男性・離職中,40代,男性,離職中,1,66,1.5151515151515151,44.0,45.0,1.0,0.0
兵庫県尼崎市,40代・男性・在学中,40代,男性,在学中,1,66,1.5151515151515151,41.0,42.0,4.0,0.0
兵庫県尼崎市,20代・女性・就業中,20代,女性,就業中,4,66,6.0606060606060606,25.0,134.5,2.0,0.25
兵庫県尼崎市,20代・女性・離職中,20代,女性,離職中,1,66,1.5151515151515151,23.0,8.0,0.0,0.0
兵庫県尼崎市,20代・男性・就業中,20代,男性,就業中,2,66,3.0303030303030303,25.5,14.5,1.0,0.0
兵庫県尼崎市,20代・男性・離職中,20代,男性,離職中,4,66,6.0606060606060606,26.75,54.0,2.75,0.0
兵庫県尼崎市,70歳以上・女性・就業中,70歳以上,女性,就業中,1,66,1.5151515151515151,72.0,29.0,1.0,1.0
兵庫県尼崎市,70歳以上・女性・離職中,70歳以上,女性,離職中,1,66,1.5151515151515151,73.0,8.0,1.0,0.0
兵庫県尼崎市,70歳以上・男性・就業中,70歳以上,男性,就業中,1,66,1.5151515151515151,71.0,2.0,1.0,0.0
兵庫県尼崎市,70歳以上・男性・離職中,70歳以上,男性,離職中,2,66,3.0303030303030303,80.5,68.5,1.5,0.0
大阪府門真市,20代・男性・就業中,20代,男性,就業中,2,66,3.0303030303030303,27.5,29.0,2.5,0.0
大阪府門真市,20代・男性・離職中,20代,男性,離職中,3,66,4.545454545454546,27.333333333333332,63.333333333333336,3.0,0.0
大阪府門真市,20代・女性・就業中,20代,女性,就業中,3,66,4.545454545454546,24.333333333333332,22.666666666666668,2.0,0.3333333333333333
大阪府門真市,30代・男性・就業中,30代,男性,就業中,4,66,6.0606060606060606,36.0,23.25,1.25,0.0
大阪府門真市,30代・女性・就業中,30代,女性,就業中,4,66,6.0606060606060606,35.75,8.5,1.5,0.0
大阪府門真市,40代・男性・就業中,40代,男性,就業中,7,66,10.606060606060606,44.142857142857146,33.285714285714285,3.2857142857142856,0.0
大阪府門真市,40代・男性・離職中,40代,男性,離職中,2,66,3.0303030303030303,46.5,25.0,1.5,0.0
大阪府門真市,40代・女性・就業中,40代,女性,就業中,3,66,4.545454545454546,43.666666666666664,29.666666666666668,3.0,0.6666666666666666
大阪府門真市,40代・女性・離職中,40代,女性,離職中,4,66,6.0606060606060606,45.25,17.5,1.0,0.0
大阪府門真市,50代・男性・就業中,50代,男性,就業中,6,66,9.090909090909092,53.833333333333336,11.0,4.666666666666667,0.0
大阪府門真市,50代・男性・離職中,50代,男性,離職中,3,66,4.545454545454546,54.333333333333336,30.666666666666668,4.666666666666667,0.0
大阪府門真市,50代・女性・就業中,50代,女性,就業中,6,66,9.090909090909092,54.833333333333336,15.666666666666666,2.6666666666666665,0.0
大阪府門真市,50代・女性・離職中,50代,女性,離職中,4,66,6.0606060606060606,54.75,16.25,1.75,0.0
大阪府門真市,60代・男性・就業中,60代,男性,就業中,4,66,6.0606060606060606,62.5,28.0,3.25,0.0
大阪府門真市,60代・男性・離職中,60代,男性,離職中,1,66,1.5151515151515151,64.0,33.0,4.0,0.0
大阪府門真市,60代・女性・就業中,60代,女性,就業中,4,66,6.0606060606060606,64.0,9.0,2.0,0.25
大阪府門真市,60代・女性・離職中,60代,女性,離職中,2,66,3.0303030303030303,64.5,11.5,2.0,0.0
大阪府門真市,70歳以上・男性・就業中,70歳以上,男性,就業中,2,66,3.0303030303030303,79.5,23.0,2.5,0.0
大阪府門真市,70歳以上・男性・離職中,70歳以上,男性,離職中,1,66,1.5151515151515151,79.0,20.0,0.0,0.0
大阪府門真市,70歳以上・女性・離職中,70歳以上,女性,離職中,1,66,1.5151515151515151,73.0,30.0,1.0,1.0
大阪府大阪市西区,30代・女性・就業中,30代,女性,就業中,8,62,12.903225806451612,33.875,39.5,1.75,0.125
大阪府大阪市西区,30代・男性・就業中,30代,男性,就業中,3,62,4.838709677419355,32.0,39.333333333333336,2.3333333333333335,0.0
大阪府大阪市西区,30代・男性・離職中,30代,男性,離職中,3,62,4.838709677419355,30.666666666666668,29.666666666666668,1.6666666666666667,0.0
大阪府大阪市西区,50代・女性・就業中,50代,女性,就業中,3,62,4.838709677419355,54.0,19.333333333333332,4.666666666666667,0.0
大阪府大阪市西区,50代・男性・就業中,50代,男性,就業中,5,62,8.064516129032258,53.8,28.4,4.8,0.0
大阪府大阪市西区,50代・男性・離職中,50代,男性,離職中,4,62,6.451612903225806,55.5,46.75,3.25,0.0
大阪府大阪市西区,20代・女性・就業中,20代,女性,就業中,5,62,8.064516129032258,27.4,105.8,3.0,0.2
大阪府大阪市西区,20代・女性・在学中,20代,女性,在学中,1,62,1.6129032258064515,19.0,7.0,2.0,0.0
大阪府大阪市西区,20代・女性・離職中,20代,女性,離職中,1,62,1.6129032258064515,26.0,19.0,1.0,0.0
大阪府大阪市西区,20代・男性・就業中,20代,男性,就業中,2,62,3.225806451612903,23.5,18.0,1.0,0.0
大阪府大阪市西区,20代・男性・離職中,20代,男性,離職中,2,62,3.225806451612903,27.5,87.0,2.5,0.0
大阪府大阪市西区,60代・女性・離職中,60代,女性,離職中,3,62,4.838709677419355,61.666666666666664,44.333333333333336,3.3333333333333335,0.3333333333333333
大阪府大阪市西区,60代・男性・就業中,60代,男性,就業中,3,62,4.838709677419355,64.0,35.333333333333336,4.0,0.0
大阪府大阪市西区,60代・男性・離職中,60代,男性,離職中,1,62,1.6129032258064515,66.0,25.0,2.0,0.0
大阪府大阪市西区,40代・女性・就業中,40代,女性,就業中,4,62,6.451612903225806,46.75,29.75,1.75,0.5
大阪府大阪市西区,40代・女性・離職中,40代,女性,離職中,2,62,3.225806451612903,48.0,35.0,2.0,0.0
大阪府大阪市西区,40代・男性・就業中,40代,男性,就業中,4,62,6.451612903225806,45.0,56.0,3.5,0.0
大阪府大阪市西区,40代・男性・離職中,40代,男性,離職中,5,62,8.064516129032258,46.2,20.6,2.0,0.0
大阪府大阪市西区,70歳以上・女性・就業中,70歳以上,女性,就業中,1,62,1.6129032258064515,72.0,29.0,1.0,1.0
大阪府大阪市西区,70歳以上・女性・離職中,70歳以上,女性,離職中,1,62,1.6129032258064515,74.0,51.0,8.0,1.0
大阪府大阪市西区,70歳以上・男性・就業中,70歳以上,男性,就業中,1,62,1.6129032258064515,78.0,39.0,4.0,0.0
大阪府大阪市住吉区,30代・女性・就業中,30代,女性,就業中,3,59,5.084745762711865,33.333333333333336,77.33333333333333,1.6666666666666667,0.0
大阪府大阪市住吉区,30代・男性・就業中,30代,男性,就業中,7,59,11.864406779661017,33.857142857142854,51.285714285714285,1.8571428571428572,0.0
大阪府大阪市住吉区,30代・男性・離職中,30代,男性,離職中,2,59,3.389830508474576,35.0,31.5,1.5,0.0
大阪府大阪市住吉区,30代・男性・在学中,30代,男性,在学中,1,59,1.694915254237288,39.0,15.0,1.0,0.0
大阪府大阪市住吉区,60代・女性・就業中,60代,女性,就業中,3,59,5.084745762711865,64.66666666666667,6.333333333333333,1.3333333333333333,0.3333333333333333
大阪府大阪市住吉区,60代・女性・離職中,60代,女性,離職中,4,59,6.779661016949152,63.25,40.75,3.25,0.25
大阪府大阪市住吉区,60代・男性・就業中,60代,男性,就業中,1,59,1.694915254237288,65.0,55.0,4.0,0.0
大阪府大阪市住吉区,50代・女性・就業中,50代,女性,就業中,3,59,5.084745762711865,57.666666666666664,20.666666666666668,4.666666666666667,0.0
大阪府大阪市住吉区,50代・女性・離職中,50代,女性,離職中,3,59,5.084745762711865,53.666666666666664,19.666666666666668,2.0,0.0
大阪府大阪市住吉区,50代・男性・就業中,50代,男性,就業中,3,59,5.084745762711865,52.0,27.666666666666668,3.3333333333333335,0.3333333333333333
大阪府大阪市住吉区,50代・男性・離職中,50代,男性,離職中,4,59,6.779661016949152,56.5,49.0,3.0,0.0
大阪府大阪市住吉区,40代・女性・就業中,40代,女性,就業中,4,59,6.779661016949152,44.75,23.0,2.5,0.25
大阪府大阪市住吉区,40代・女性・離職中,40代,女性,離職中,3,59,5.084745762711865,48.333333333333336,36.333333333333336,1.6666666666666667,0.0
大阪府大阪市住吉区,40代・男性・就業中,40代,男性,就業中,9,59,15.254237288135593,44.0,41.77777777777778,4.666666666666667,0.0
大阪府大阪市住吉区,40代・男性・離職中,40代,男性,離職中,2,59,3.389830508474576,42.5,24.5,2.0,0.0
大阪府大阪市住吉区,40代・男性・在学中,40代,男性,在学中,1,59,1.694915254237288,41.0,42.0,4.0,0.0
大阪府大阪市住吉区,20代・女性・就業中,20代,女性,就業中,2,59,3.389830508474576,27.0,253.0,4.0,0.0
大阪府大阪市住吉区,20代・女性・離職中,20代,女性,離職中,1,59,1.694915254237288,28.0,40.0,3.0,1.0
大阪府大阪市住吉区,20代・女性・在学中,20代,女性,在学中,1,59,1.694915254237288,25.0,2.0,1.0,0.0
大阪府大阪市住吉区,70歳以上・女性・離職中,70歳以上,女性,離職中,2,59,3.389830508474576,76.0,41.0,5.5,1.0
大阪府八尾市,20代・男性・就業中,20代,男性,就業中,1,59,1.694915254237288,27.0,29.0,4.0,0.0
大阪府八尾市,20代・男性・離職中,20代,男性,離職中,1,59,1.694915254237288,25.0,26.0,2.0,0.0
大阪府八尾市,20代・女性・就業中,20代,女性,就業中,6,59,10.16949152542373,27.0,98.33333333333333,2.6666666666666665,0.0
大阪府八尾市,20代・女性・離職中,20代,女性,離職中,1,59,1.694915254237288,28.0,40.0,3.0,1.0
大阪府八尾市,30代・男性・就業中,30代,男性,就業中,6,59,10.16949152542373,33.833333333333336,25.5,2.1666666666666665,0.0
大阪府八尾市,30代・男性・離職中,30代,男性,離職中,2,59,3.389830508474576,32.5,23.0,1.0,0.5
大阪府八尾市,30代・女性・就業中,30代,女性,就業中,2,59,3.389830508474576,30.5,108.5,1.0,0.0
大阪府八尾市,30代・女性・離職中,30代,女性,離職中,1,59,1.694915254237288,33.0,6.0,5.0,0.0
大阪府八尾市,60代・男性・就業中,60代,男性,就業中,1,59,1.694915254237288,65.0,55.0,4.0,0.0
大阪府八尾市,60代・女性・就業中,60代,女性,就業中,5,59,8.47457627118644,64.8,10.8,2.4,0.0
大阪府八尾市,60代・女性・離職中,60代,女性,離職中,3,59,5.084745762711865,62.666666666666664,53.333333333333336,4.0,0.3333333333333333
大阪府八尾市,50代・男性・就業中,50代,男性,就業中,2,59,3.389830508474576,54.0,20.5,2.5,0.0
大阪府八尾市,50代・男性・離職中,50代,男性,離職中,5,59,8.47457627118644,56.2,42.0,3.0,0.0
大阪府八尾市,50代・女性・就業中,50代,女性,就業中,5,59,8.47457627118644,56.0,25.0,2.4,0.4
大阪府八尾市,50代・女性・離職中,50代,女性,離職中,1,59,1.694915254237288,52.0,32.0,2.0,0.0
大阪府八尾市,40代・男性・就業中,40代,男性,就業中,6,59,10.16949152542373,44.166666666666664,36.5,3.3333333333333335,0.16666666666666666
大阪府八尾市,40代・男性・離職中,40代,男性,離職中,2,59,3.389830508474576,45.0,29.5,2.0,0.0
大阪府八尾市,40代・男性・在学中,40代,男性,在学中,1,59,1.694915254237288,41.0,42.0,4.0,0.0
大阪府八尾市,40代・女性・就業中,40代,女性,就業中,3,59,5.084745762711865,45.666666666666664,25.333333333333332,2.3333333333333335,0.3333333333333333
大阪府八尾市,40代・女性・離職中,40代,女性,離職中,1,59,1.694915254237288,49.0,39.0,1.0,0.0
大阪府八尾市,70歳以上・男性・就業中,70歳以上,男性,就業中,1,59,1.694915254237288,78.0,39.0,4.0,0.0
大阪府八尾市,70歳以上・女性・就業中,70歳以上,女性,就業中,2,59,3.389830508474576,72.0,21.5,1.5,1.0
大阪府八尾市,70歳以上・女性・離職中,70歳以上,女性,離職中,1,59,1.694915254237288,73.0,30.0,1.0,1.0
京都府京丹後市,30代・女性・就業中,30代,女性,就業中,2,58,3.4482758620689653,34.5,1.0,0.0,0.0
京都府京丹後市,30代・女性・離職中,30代,女性,離職中,1,58,1.7241379310344827,33.0,1.0,1.0,0.0
京都府京丹後市,30代・男性・就業中,30代,男性,就業中,2,58,3.4482758620689653,34.0,1.5,1.5,0.0
京都府京丹後市,30代・男性・離職中,30代,男性,離職中,2,58,3.4482758620689653,32.0,1.0,0.5,0.0
京都府京丹後市,60代・女性・就業中,60代,女性,就業中,4,58,6.896551724137931,66.0,2.25,2.25,0.0
京都府京丹後市,60代・女性・離職中,60代,女性,離職中,5,58,8.620689655172415,63.4,2.0,1.2,0.0
京都府京丹後市,60代・男性・就業中,60代,男性,就業中,1,58,1.7241379310344827,65.0,1.0,0.0,0.0
京都府京丹後市,60代・男性・離職中,60代,男性,離職中,2,58,3.4482758620689653,64.0,3.0,1.5,0.0
京都府京丹後市,40代・女性・就業中,40代,女性,就業中,4,58,6.896551724137931,47.25,1.25,0.75,0.0
京都府京丹後市,20代・女性・就業中,20代,女性,就業中,6,58,10.344827586206897,26.333333333333332,1.1666666666666667,0.5,0.0
京都府京丹後市,20代・女性・離職中,20代,女性,離職中,4,58,6.896551724137931,24.5,1.75,0.75,0.0
京都府京丹後市,20代・女性・在学中,20代,女性,在学中,1,58,1.7241379310344827,26.0,1.0,0.0,0.0
京都府京丹後市,20代・男性・就業中,20代,男性,就業中,2,58,3.4482758620689653,22.5,1.0,0.0,0.0
京都府京丹後市,50代・女性・就業中,50代,女性,就業中,12,58,20.689655172413794,54.666666666666664,1.4166666666666667,0.9166666666666666,0.08333333333333333
京都府京丹後市,50代・女性・離職中,50代,女性,離職中,4,58,6.896551724137931,55.0,1.25,1.25,0.0
京都府京丹後市,50代・男性・就業中,50代,男性,就業中,3,58,5.172413793103448,53.333333333333336,2.0,0.6666666666666666,0.0
京都府京丹後市,50代・男性・離職中,50代,男性,離職中,2,58,3.4482758620689653,55.5,1.0,0.0,0.0
京都府京丹後市,70歳以上・女性・就業中,70歳以上,女性,就業中,1,58,1.7241379310344827,75.0,1.0,2.0,0.0
大阪府大阪市天王寺区,30代・男性・就業中,30代,男性,就業中,6,58,10.344827586206897,35.0,19.666666666666668,2.3333333333333335,0.0
大阪府大阪市天王寺区,30代・男性・離職中,30代,男性,離職中,1,58,1.7241379310344827,30.0,35.0,2.0,0.0
大阪府大阪市天王寺区,30代・女性・就業中,30代,女性,就業中,4,58,6.896551724137931,30.75,57.75,2.75,0.25
大阪府大阪市天王寺区,30代・女性・離職中,30代,女性,離職中,1,58,1.7241379310344827,33.0,6.0,5.0,0.0
大阪府大阪市天王寺区,60代・男性・就業中,60代,男性,就業中,2,58,3.4482758620689653,64.0,22.0,5.5,0.0
大阪府大阪市天王寺区,60代・男性・離職中,60代,男性,離職中,2,58,3.4482758620689653,64.0,29.0,3.5,0.0
大阪府大阪市天王寺区,60代・女性・就業中,60代,女性,就業中,4,58,6.896551724137931,62.75,13.75,2.5,0.0
大阪府大阪市天王寺区,60代・女性・離職中,60代,女性,離職中,4,58,6.896551724137931,62.75,42.25,3.5,0.25
大阪府大阪市天王寺区,50代・男性・就業中,50代,男性,就業中,1,58,1.7241379310344827,50.0,32.0,3.0,0.0
大阪府大阪市天王寺区,50代・男性・離職中,50代,男性,離職中,5,58,8.620689655172415,56.8,47.2,2.6,0.0
大阪府大阪市天王寺区,50代・女性・就業中,50代,女性,就業中,7,58,12.068965517241379,55.42857142857143,13.142857142857142,3.5714285714285716,0.14285714285714285
大阪府大阪市天王寺区,50代・女性・離職中,50代,女性,離職中,1,58,1.7241379310344827,52.0,32.0,2.0,0.0
