location,prefecture,municipality,career,age_group,count,avg_age,avg_qualifications
京都府京都市北区,京都府,京都市北区,(1971年3月卒業),70歳以上,1,73.0,1.0
京都府京都市北区,京都府,京都市北区,(大学),40代,1,41.0,3.0
京都府京都市北区,京都府,京都市北区,(大学),60代,1,67.0,3.0
京都府京都市北区,京都府,京都市北区,(大学)(2000年3月卒業),40代,1,48.0,2.0
京都府京都市北区,京都府,京都市北区,(大学)(2019年3月卒業),30代,1,30.0,2.0
京都府京都市北区,京都府,京都市北区,(専門学校),50代,2,52.5,2.5
京都府京都市北区,京都府,京都市北区,(専門学校)(2017年3月卒業),20代,1,29.0,1.0
京都府京都市北区,京都府,京都市北区,(短期大学),20代,1,27.0,1.0
京都府京都市北区,京都府,京都市北区,(短期大学),30代,1,39.0,1.0
京都府京都市北区,京都府,京都市北区,(短期大学),40代,1,45.0,2.0
京都府京都市北区,京都府,京都市北区,(高等学校),30代,1,36.0,2.0
京都府京都市北区,京都府,京都市北区,(高等学校),40代,2,46.0,2.0
京都府京都市北区,京都府,京都市北区,(高等学校),60代,1,61.0,2.0
京都府京都市北区,京都府,京都市北区,(高等学校)(1976年3月卒業),60代,1,67.0,1.0
京都府京都市北区,京都府,京都市北区,(高等学校)(1992年3月卒業),50代,1,52.0,0.0
京都府京都市北区,京都府,京都市北区,(高等学校)(2002年3月卒業),40代,1,41.0,3.0
京都府京都市北区,京都府,京都市北区,(高等学校)(2020年3月卒業見込み),20代,1,27.0,0.0
京都府京都市北区,京都府,京都市北区,アドバンスコース(高等学校)(2023年3月卒業),20代,1,21.0,0.0
京都府京都市北区,京都府,京都市北区,デザイン美術科絵画(短期大学)(1978年3月卒業),60代,1,67.0,3.0
京都府京都市北区,京都府,京都市北区,トータルビューティー学科エステ(専門学校)(2017年3月卒業),20代,1,29.0,0.0
京都府京都市北区,京都府,京都市北区,人間福祉学科 介護福祉専攻(短期大学)(2005年3月卒業),40代,1,41.0,3.0
京都府京都市北区,京都府,京都市北区,人間福祉学科(短期大学),40代,1,42.0,3.0
京都府京都市北区,京都府,京都市北区,人間福祉学科介護福祉専攻(短期大学)(2004年3月卒業),40代,1,41.0,3.0
京都府京都市北区,京都府,京都市北区,介護福祉(専門学校)(2012年3月卒業),60代,1,61.0,1.0
京都府京都市北区,京都府,京都市北区,介護福祉士科介護福祉士(専門学校)(2017年3月卒業),30代,1,30.0,1.0
京都府京都市北区,京都府,京都市北区,公務員学科法律(専門学校)(2020年3月卒業),20代,1,25.0,3.0
京都府京都市北区,京都府,京都市北区,商業科(高等学校)(1988年3月卒業),50代,1,55.0,0.0
京都府京都市北区,京都府,京都市北区,商業課,50代,1,58.0,0.0
京都府京都市北区,京都府,京都市北区,国際コミュニケーション科英語(高等学校)(2017年3月卒業),20代,1,27.0,3.0
京都府京都市北区,京都府,京都市北区,定時制普通科(高等学校)(2018年11月中退),20代,1,23.0,0.0
京都府京都市北区,京都府,京都市北区,家庭生活学科食物栄養専攻(短期大学)(1995年3月卒業),50代,1,51.0,3.0
京都府京都市北区,京都府,京都市北区,幼児教育学科(短期大学)(1983年3月卒業),60代,1,64.0,7.0
京都府京都市北区,京都府,京都市北区,建築学科建築学科(高等専門学校)(1985年3月卒業),60代,1,62.0,0.0
京都府京都市北区,京都府,京都市北区,教育学部(大学),70歳以上,1,70.0,2.0
京都府京都市北区,京都府,京都市北区,文学部 中国学科古典文学(大学)(2023年3月卒業見込み),20代,1,25.0,1.0
京都府京都市北区,京都府,京都市北区,文学部(大学)(1983年3月卒業),60代,1,66.0,2.0
京都府京都市北区,京都府,京都市北区,文学部人間福祉学科(現在廃科)社会福祉士養成(大学)(2004年3月卒業),40代,1,43.0,9.0
京都府京都市北区,京都府,京都市北区,文学部文学科(大学)(2013年3月卒業),30代,1,34.0,1.0
京都府京都市北区,京都府,京都市北区,文学部社会学科産業関係学専攻(大学)(1979年3月卒業),70歳以上,1,70.0,1.0
京都府京都市北区,京都府,京都市北区,文学部社会学科社会福祉コース(大学)(2012年3月卒業),30代,1,35.0,3.0
京都府京都市北区,京都府,京都市北区,普通科(1980年3月卒業),60代,1,64.0,2.0
京都府京都市北区,京都府,京都市北区,普通科(高等学校),50代,1,57.0,0.0
京都府京都市北区,京都府,京都市北区,普通科(高等学校)(1991年3月卒業),50代,1,51.0,2.0
京都府京都市北区,京都府,京都市北区,普通科(高等学校)(1997年3月卒業),40代,1,47.0,1.0
京都府京都市北区,京都府,京都市北区,普通科(高等学校)(2002年3月卒業),40代,2,41.0,2.5
京都府京都市北区,京都府,京都市北区,普通科(高等学校)(2009年3月卒業),30代,1,34.0,1.0
京都府京都市北区,京都府,京都市北区,普通科なし(高等学校)(1983年3月卒業),60代,1,61.0,3.0
京都府京都市北区,京都府,京都市北区,普通科スポーツ(高等学校)(1997年3月卒業),40代,1,47.0,3.0
京都府京都市北区,京都府,京都市北区,普通科普通科(高等学校)(2013年3月卒業),30代,1,31.0,1.0
京都府京都市北区,京都府,京都市北区,普通科目 (高等学校),20代,1,27.0,2.0
京都府京都市北区,京都府,京都市北区,普通科第Ⅲ類体育学科体育学科(高等学校)(1990年3月卒業),50代,1,53.0,2.0
京都府京都市北区,京都府,京都市北区,服飾デザイン科(専門学校)(1983年3月卒業),50代,1,59.0,2.0
京都府京都市北区,京都府,京都市北区,法学部 法律学科公共政策専修(大学)(2013年3月卒業),30代,1,36.0,5.0
京都府京都市北区,京都府,京都市北区,法学部・法律学科(大学)(2019年3月卒業),30代,1,30.0,1.0
京都府京都市北区,京都府,京都市北区,産業工学デザイン学科(高等学校)(2015年2月卒業),20代,1,29.0,3.0
京都府京都市北区,京都府,京都市北区,看護学科(高等学校)(2010年3月卒業),30代,1,34.0,1.0
京都府京都市北区,京都府,京都市北区,看護専攻科(高等学校)(1985年4月中退),60代,1,60.0,2.0
京都府京都市北区,京都府,京都市北区,短期学部家政科食品衛生(短期大学)(1984年2月卒業),60代,1,62.0,0.0
京都府京都市北区,京都府,京都市北区,社会福祉学部、社会福祉学科(大学)(2011年3月卒業),30代,1,36.0,0.0
京都府京都市北区,京都府,京都市北区,社会福祉学部社会福祉学科(大学)(2016年3月卒業),30代,1,31.0,6.0
京都府京都市北区,京都府,京都市北区,社会福祉科(専門学校)(2000年3月卒業),40代,1,46.0,4.0
京都府京都市北区,京都府,京都市北区,秘書科(短期大学)(1989年3月卒業),60代,1,60.0,1.0
京都府京都市北区,京都府,京都市北区,経営学部・経営学科(大学)(2021年3月卒業見込み),20代,1,27.0,1.0
京都府京都市北区,京都府,京都市北区,経営学部経営学科(大学)(1984年3月卒業),60代,1,64.0,5.0
京都府京都市北区,京都府,京都市北区,経営情報学研究科 博士後期課程流通マーケティング(大学院(博士))(2002年3月卒業),60代,1,67.0,3.0
京都府京都市北区,京都府,京都市北区,経済学部マーケティング経済(大学)(1977年3月卒業),70歳以上,1,72.0,1.0
京都府京都市北区,京都府,京都市北区,経済学部経済学科(大学)(1983年3月卒業),60代,1,64.0,1.0
京都府京都市北区,京都府,京都市北区,経済学部経済学科経済学(大学)(1984年3月卒業),60代,1,64.0,2.0
京都府京都市北区,京都府,京都市北区,経理科(専門学校)(2000年3月卒業),40代,1,44.0,3.0
京都府京都市北区,京都府,京都市北区,総合福祉科(高等学校)(2012年3月卒業),30代,1,31.0,1.0
京都府京都市北区,京都府,京都市北区,美容科(専門学校)(2017年3月卒業),20代,1,29.0,1.0
京都府京都市北区,京都府,京都市北区,薬学部薬学科(大学)(1976年3月卒業),70歳以上,1,73.0,0.0
京都府京都市北区,京都府,京都市北区,食物科栄養専攻(短期大学)(2016年4月中退),20代,1,27.0,1.0
京都府京都市北区,京都府,京都市北区,高校(その他),40代,1,41.0,0.0
京都府京都市南区,京都府,京都市南区,(1979年6月),40代,1,46.0,1.0
京都府京都市南区,京都府,京都市南区,(その他),40代,1,45.0,1.0
京都府京都市南区,京都府,京都市南区,(その他)(1979年4月卒業),60代,1,60.0,2.0
京都府京都市南区,京都府,京都市南区,(大学),30代,1,37.0,2.0
京都府京都市南区,京都府,京都市南区,(大学),40代,1,45.0,1.0
京都府京都市南区,京都府,京都市南区,(専門学校)(1970年3月),70歳以上,1,71.0,2.0
京都府京都市南区,京都府,京都市南区,(専門学校)(1980年3月卒業),60代,1,65.0,3.0
京都府京都市南区,京都府,京都市南区,(専門学校)(2001年4月卒業),40代,1,44.0,1.0
京都府京都市南区,京都府,京都市南区,(短期大学),40代,1,48.0,6.0
京都府京都市南区,京都府,京都市南区,(高等学校),30代,3,35.0,1.3333333333333333
京都府京都市南区,京都府,京都市南区,(高等学校),40代,1,43.0,0.0
京都府京都市南区,京都府,京都市南区,(高等学校),50代,1,56.0,2.0
京都府京都市南区,京都府,京都市南区,(高等学校)(1982年3月卒業),60代,1,62.0,5.0
京都府京都市南区,京都府,京都市南区,(高等学校)(1984年3月卒業),60代,1,60.0,1.0
京都府京都市南区,京都府,京都市南区,(高等学校)(1987年3月卒業),50代,1,57.0,0.0
京都府京都市南区,京都府,京都市南区,(高等学校)(1998年3月卒業),40代,1,45.0,1.0
京都府京都市南区,京都府,京都市南区,(高等学校)(2008年3月卒業),30代,1,37.0,1.0
京都府京都市南区,京都府,京都市南区,(高等学校)(2015年3月卒業),20代,1,28.0,0.0
京都府京都市南区,京都府,京都市南区,(高等学校)(2021年3月卒業見込み),20代,1,22.0,0.0
京都府京都市南区,京都府,京都市南区,トリマートリマー(専門学校)(1998年3月卒業),40代,1,44.0,1.0
京都府京都市南区,京都府,京都市南区,介護、福祉(2002年3月卒業),40代,1,44.0,1.0
京都府京都市南区,京都府,京都市南区,介護福祉士(専門学校)(2021年10月卒業),20代,1,28.0,1.0
京都府京都市南区,京都府,京都市南区,介護福祉士科なし(専門学校)(2023年3月卒業),40代,1,42.0,1.0
京都府京都市南区,京都府,京都市南区,介護福祉学科(専門学校)(2005年3月卒業),40代,1,42.0,3.0
京都府京都市南区,京都府,京都市南区,介護福祉科(専門学校)(2000年3月卒業),40代,1,45.0,2.0
京都府京都市南区,京都府,京都市南区,介護福祉科(専門学校)(2003年3月卒業),40代,1,43.0,3.0
京都府京都市南区,京都府,京都市南区,保育(1976年3月卒業),70歳以上,1,71.0,0.0
京都府京都市南区,京都府,京都市南区,保育科(高等学校),40代,1,45.0,2.0
京都府京都市南区,京都府,京都市南区,商業化(高等学校)(2001年3月卒業),40代,1,43.0,2.0
京都府京都市南区,京都府,京都市南区,商業科(その他)(1981年3月卒業),60代,1,63.0,2.0
京都府京都市南区,京都府,京都市南区,商業科(高等学校)(2021年3月卒業),20代,1,23.0,1.0
京都府京都市南区,京都府,京都市南区,国際関係学部 国際関係学科国際経済(大学)(2013年3月卒業),30代,1,35.0,0.0
京都府京都市南区,京都府,京都市南区,園芸工学科(高等学校)(2011年3月卒業),30代,1,33.0,2.0
京都府京都市南区,京都府,京都市南区,家政学科家政科(1975年3月卒業),60代,1,68.0,1.0
京都府京都市南区,京都府,京都市南区,工業技術科(高等学校)(2013年3月卒業),30代,1,32.0,2.0
京都府京都市南区,京都府,京都市南区,幼児教育学科(短期大学),30代,1,37.0,3.0
京都府京都市南区,京都府,京都市南区,広報学科(短期大学)(2005年3月卒業),40代,1,41.0,3.0
京都府京都市南区,京都府,京都市南区,教育福祉学部スポーツ教育学科(大学)(2019年3月卒業),20代,1,29.0,1.0
京都府京都市南区,京都府,京都市南区,文学部 社会学科 社会福祉学コース(大学)(2020年3月卒業),20代,1,27.0,3.0
京都府京都市南区,京都府,京都市南区,文学部東洋史学専攻(大学)(2017年4月卒業),30代,1,31.0,3.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校),50代,1,57.0,0.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校),60代,1,61.0,0.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(1988年2月卒業),50代,1,55.0,3.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(1989年2月卒業),50代,1,55.0,2.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(1989年3月),50代,1,54.0,3.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(1989年3月卒業),50代,1,55.0,1.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(1990年3月卒業),50代,1,54.0,1.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(2007年3月卒業),30代,1,36.0,1.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(2009年3月卒業),30代,1,34.0,1.0
京都府京都市南区,京都府,京都市南区,普通科(高等学校)(2015年3月卒業),20代,1,27.0,2.0
京都府京都市南区,京都府,京都市南区,普通科なし(高等学校)(2024年3月卒業),20代,1,21.0,1.0
京都府京都市南区,京都府,京都市南区,普通科普通科(高等学校)(1989年3月卒業),50代,1,54.0,3.0
京都府京都市南区,京都府,京都市南区,普通科特になし(高等学校)(2011年3月卒業),30代,1,32.0,1.0
京都府京都市南区,京都府,京都市南区,服飾学科(1990年3月卒業),50代,1,56.0,3.0
京都府京都市南区,京都府,京都市南区,機械技術(大学)(1991年10月卒業),50代,1,55.0,1.0
京都府京都市南区,京都府,京都市南区,法律(専門学校)(2000年3月卒業),40代,1,47.0,1.0
京都府京都市南区,京都府,京都市南区,法政経学部 法政経学科(大学)(2012年3月卒業),30代,1,39.0,4.0
京都府京都市南区,京都府,京都市南区,生活文化学科(短期大学)(1994年3月卒業),50代,1,51.0,2.0
京都府京都市南区,京都府,京都市南区,短期大学部・食物栄養科栄養士(短期大学)(1991年3月卒業),50代,1,55.0,2.0
京都府京都市南区,京都府,京都市南区,社会福祉学科(大学)(2022年3月卒業),20代,1,26.0,4.0
京都府京都市南区,京都府,京都市南区,社会福祉学部社会福祉学科(大学),20代,1,29.0,2.0
京都府京都市南区,京都府,京都市南区,社会福祉学部福祉心理学科(大学)(2006年3月卒業),40代,1,42.0,2.0
京都府京都市南区,京都府,京都市南区,社会福祉科（通信）(専門学校),40代,1,48.0,5.0
京都府京都市南区,京都府,京都市南区,福祉(専門学校),20代,1,28.0,1.0
京都府京都市南区,京都府,京都市南区,福祉科介護(専門学校)(2018年3月卒業),30代,1,39.0,2.0
京都府京都市南区,京都府,京都市南区,第2看護学科(専門学校)(2023年3月卒業),40代,1,45.0,4.0
京都府京都市南区,京都府,京都市南区,経営学部(大学),60代,1,61.0,4.0
京都府京都市南区,京都府,京都市南区,経済学部・会計情報学科なし(大学)(2022年3月中退),20代,1,24.0,2.0
京都府京都市南区,京都府,京都市南区,繊維科(高等学校),50代,1,55.0,2.0
京都府京都市南区,京都府,京都市南区,芸術工学(大学院(修士))(1997年3月卒業),50代,1,53.0,2.0
京都府京都市南区,京都府,京都市南区,被服科(高等学校),40代,1,47.0,1.0
京都府京都市南区,京都府,京都市南区,製菓技術科夜間部製菓技術科(専門学校)(2013年11月中退),30代,1,31.0,1.0
京都府京都市南区,京都府,京都市南区,製造科(高等学校)(1991年3月卒業),50代,1,53.0,0.0
京都府京都市南区,京都府,京都市南区,調理科調理師(専門学校)(1988年3月卒業),50代,1,58.0,1.0
京都府京都市南区,京都府,京都市南区,調理調理師(専門学校),50代,1,58.0,2.0
京都府京都市南区,京都府,京都市南区,通信普通(高等学校)(2022年7月中退),20代,1,21.0,0.0
京都府京都市右京区,京都府,京都市右京区,(1971年3月卒業),70歳以上,1,72.0,2.0
京都府京都市右京区,京都府,京都市右京区,(その他),20代,1,25.0,1.0
京都府京都市右京区,京都府,京都市右京区,(その他),30代,1,33.0,1.0
京都府京都市右京区,京都府,京都市右京区,(その他)(1990年3月卒業),50代,1,50.0,1.0
京都府京都市右京区,京都府,京都市右京区,(その他)(1999年3月),40代,1,42.0,2.0
京都府京都市右京区,京都府,京都市右京区,(大学),40代,1,44.0,2.0
京都府京都市右京区,京都府,京都市右京区,(大学)(2006年3月卒業),40代,1,42.0,2.0
京都府京都市右京区,京都府,京都市右京区,(大学)(2008年2月卒業),40代,1,41.0,1.0
京都府京都市右京区,京都府,京都市右京区,(大学)(2019年3月卒業),30代,1,30.0,3.0
京都府京都市右京区,京都府,京都市右京区,(大学)(2021年3月卒業),20代,1,27.0,0.0
京都府京都市右京区,京都府,京都市右京区,(大学)(2022年3月卒業),20代,1,25.0,1.0
京都府京都市右京区,京都府,京都市右京区,(大学院(博士))(2011年3月),40代,1,46.0,1.0
京都府京都市右京区,京都府,京都市右京区,(専門学校),20代,3,26.666666666666668,1.6666666666666667
京都府京都市右京区,京都府,京都市右京区,(専門学校),40代,4,46.0,1.25
京都府京都市右京区,京都府,京都市右京区,(専門学校)(1972年3月卒業),70歳以上,1,72.0,2.0
京都府京都市右京区,京都府,京都市右京区,(専門学校)(2017年3月卒業),20代,1,29.0,2.0
京都府京都市右京区,京都府,京都市右京区,(短期大学),30代,1,36.0,2.0
京都府京都市右京区,京都府,京都市右京区,(短期大学),50代,2,54.0,1.0
京都府京都市右京区,京都府,京都市右京区,(短期大学),60代,1,62.0,3.0
京都府京都市右京区,京都府,京都市右京区,(短期大学)(1994年3月卒業),50代,1,51.0,3.0
京都府京都市右京区,京都府,京都市右京区,(短期大学)(2008年2月中退),30代,1,37.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校),20代,1,24.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校),40代,4,44.25,1.0
京都府京都市右京区,京都府,京都市右京区,(高等学校),50代,8,54.75,1.875
京都府京都市右京区,京都府,京都市右京区,(高等学校),60代,3,64.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(1979年3月卒業),60代,2,64.0,2.5
京都府京都市右京区,京都府,京都市右京区,(高等学校)(1984年3月卒業),50代,1,59.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(1987年3月卒業),50代,1,56.0,0.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2000年3月卒業),40代,1,44.0,1.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2004年3月),40代,1,41.0,0.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2004年3月卒業),30代,1,39.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2005年3月中退),40代,1,42.0,2.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2019年3月卒業),20代,1,25.0,3.0
京都府京都市右京区,京都府,京都市右京区,(高等学校)(2024年3月卒業),20代,1,29.0,0.0
京都府京都市右京区,京都府,京都市右京区,アニメーター科(専門学校),30代,1,38.0,1.0
京都府京都市右京区,京都府,京都市右京区,スペイン語学科(大学),60代,1,69.0,3.0
京都府京都市右京区,京都府,京都市右京区,スペイン語学科(短期大学)(1997年2月中退),60代,1,69.0,2.0
京都府京都市右京区,京都府,京都市右京区,スペイン語学科英語(1977年2月中退),60代,1,69.0,0.0
京都府京都市右京区,京都府,京都市右京区,スペイン語学科英語とスペイン語(大学)(1975年3月中退),60代,1,69.0,2.0
京都府京都市右京区,京都府,京都市右京区,スポーツ科学科スポーツメディカルコース(専門学校)(2015年3月卒業),30代,1,31.0,2.0
京都府京都市右京区,京都府,京都市右京区,デザイン科グラフィックデザイン(1966年4月卒業),70歳以上,1,81.0,0.0
京都府京都市右京区,京都府,京都市右京区,ファッションデザイン基礎コースファッションデザイン(専門学校)(1987年3月卒業),50代,1,57.0,3.0
京都府京都市右京区,京都府,京都市右京区,ファッションビジネス(専門学校)(1993年3月卒業),50代,1,52.0,1.0
京都府京都市右京区,京都府,京都市右京区,プロミュージシャン学科(専門学校)(2014年4月卒業),30代,1,30.0,4.0
京都府京都市右京区,京都府,京都市右京区,京都国際科(高等学校)(2012年3月卒業),30代,1,32.0,2.0
京都府京都市右京区,京都府,京都市右京区,人文学部・心理学科(大学)(2023年3月卒業),20代,1,25.0,2.0
京都府京都市右京区,京都府,京都市右京区,人文学部・歴史文化学科(大学)(2025年4月中退),20代,1,23.0,0.0
京都府京都市右京区,京都府,京都市右京区,人間環境科なし(高等学校)(2018年3月卒業),20代,1,26.0,1.0
京都府京都市右京区,京都府,京都市右京区,人間科学部社会福祉学科(大学)(2007年3月卒業),40代,1,43.0,4.0
京都府京都市右京区,京都府,京都市右京区,介護福祉学科介護(専門学校)(2005年3月卒業),40代,1,42.0,3.0
京都府京都市右京区,京都府,京都市右京区,介護福祉科,40代,1,44.0,0.0
京都府京都市右京区,京都府,京都市右京区,介護福祉科(専門学校)(2005年9月卒業),40代,1,40.0,1.0
京都府京都市右京区,京都府,京都市右京区,仏教学部仏教学科仏教福祉学コース(2000年3月卒業),50代,1,51.0,3.0
京都府京都市右京区,京都府,京都市右京区,保育(専門学校)(2000年3月卒業),40代,1,44.0,1.0
京都府京都市右京区,京都府,京都市右京区,保育科(専門学校)(1987年3月中退),50代,1,58.0,3.0
京都府京都市右京区,京都府,京都市右京区,保育科(高等学校)(1990年3月卒業),50代,1,53.0,1.0
京都府京都市右京区,京都府,京都市右京区,健康学部看護学科(大学)(2024年3月卒業見込み),20代,1,23.0,1.0
京都府京都市右京区,京都府,京都市右京区,児童教育学科(短期大学)(1989年3月卒業),50代,1,56.0,6.0
京都府京都市右京区,京都府,京都市右京区,医療福祉科在宅(専門学校),40代,1,44.0,2.0
京都府京都市右京区,京都府,京都市右京区,商学科(大学),70歳以上,1,71.0,2.0
京都府京都市右京区,京都府,京都市右京区,商業(高等学校)(1980年3月),60代,1,60.0,0.0
京都府京都市右京区,京都府,京都市右京区,商業商業(1989年3月卒業),50代,1,55.0,2.0
京都府京都市右京区,京都府,京都市右京区,商業科(高等学校),40代,1,40.0,0.0
京都府京都市右京区,京都府,京都市右京区,商業科(高等学校)(1978年3月卒業),60代,1,65.0,1.0
京都府京都市右京区,京都府,京都市右京区,商業科(高等学校)(1987年11月中退),50代,1,56.0,2.0
京都府京都市右京区,京都府,京都市右京区,商業科(高等学校)(1991年3月卒業),50代,1,53.0,2.0
京都府京都市右京区,京都府,京都市右京区,商業科(高等学校)(1993年3月卒業),50代,1,52.0,1.0
京都府京都市右京区,京都府,京都市右京区,商業科商業科(高等学校)(1977年3月卒業),60代,1,66.0,2.0
京都府京都市右京区,京都府,京都市右京区,商経学部経営学科(大学)(2001年3月卒業),40代,1,47.0,4.0
京都府京都市右京区,京都府,京都市右京区,国語科(1981年3月卒業),60代,1,63.0,1.0
京都府京都市右京区,京都府,京都市右京区,園芸ビジネス科(高等学校)(1998年3月卒業),40代,1,45.0,0.0
京都府京都市右京区,京都府,京都市右京区,園芸ビジネス科(高等学校)(2017年3月卒業),20代,1,27.0,0.0
京都府京都市右京区,京都府,京都市右京区,家政科(1982年2月卒業),60代,1,61.0,3.0
京都府京都市右京区,京都府,京都市右京区,家政科(1999年3月卒業),40代,1,47.0,1.0
京都府京都市右京区,京都府,京都市右京区,小経学部経営学科(大学)(2001年3月卒業),40代,1,47.0,4.0
京都府京都市右京区,京都府,京都市右京区,幼児教育学部幼児教育(大学)(1985年4月卒業),50代,1,58.0,1.0
京都府京都市右京区,京都府,京都市右京区,幼児教育科(1984年3月卒業),60代,1,63.0,1.0
京都府京都市右京区,京都府,京都市右京区,建築・土木科(高等学校)(2006年1月中退),30代,1,36.0,2.0
京都府京都市右京区,京都府,京都市右京区,心理メディカル学科社会福祉(専門学校)(2016年3月卒業),30代,1,35.0,1.0
京都府京都市右京区,京都府,京都市右京区,政策学部政策学科(大学)(2023年3月卒業),20代,1,24.0,0.0
京都府京都市右京区,京都府,京都市右京区,教育学部教育心理実践専攻(大学)(2023年3月卒業),20代,1,24.0,1.0
京都府京都市右京区,京都府,京都市右京区,文学部哲学(大学)(2003年3月卒業),40代,1,45.0,1.0
京都府京都市右京区,京都府,京都市右京区,文学部国文学科(大学)(1996年3月卒業),50代,1,51.0,0.0
京都府京都市右京区,京都府,京都市右京区,文学部日本史(大学)(1985年3月卒業),60代,1,64.0,5.0
京都府京都市右京区,京都府,京都市右京区,文学部日本文学科詩(大学)(2016年3月卒業),30代,1,31.0,3.0
京都府京都市右京区,京都府,京都市右京区,日本語を勉強しています(その他),30代,1,30.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科(1979年3月卒業),60代,1,64.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科(1985年3月卒業),50代,1,59.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校),40代,1,40.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校),50代,1,56.0,3.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校),70歳以上,1,79.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1964年3月卒業),70歳以上,1,79.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1970年4月卒業),70歳以上,1,73.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1973年12月中退),60代,1,60.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1973年3月卒業),70歳以上,1,70.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1980年3月卒業),60代,1,63.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1982年3月卒業),60代,1,61.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1983年3月卒業),60代,1,61.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1986年3月卒業),50代,1,57.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1988年3月卒業),50代,1,55.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1991年3月卒業),50代,1,52.0,4.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1992年3月卒業),50代,1,51.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(1994年3月卒業),50代,1,50.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(2000年3月卒業),40代,1,44.0,3.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(2001年3月卒業),40代,1,47.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科(高等学校)(2020年3月卒業),20代,1,23.0,0.0
京都府京都市右京区,京都府,京都市右京区,普通科なし(高等学校)(1982年3月卒業),60代,1,62.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科なし(高等学校)(1984年3月卒業),50代,1,59.0,2.0
京都府京都市右京区,京都府,京都市右京区,普通科体育コース(高等学校)(1994年3月卒業),40代,1,49.0,4.0
京都府京都市右京区,京都府,京都市右京区,普通科普通科(高等学校)(2001年3月卒業),40代,1,43.0,1.0
京都府京都市右京区,京都府,京都市右京区,普通科無し(高等学校)(1986年3月卒業),50代,1,58.0,4.0
京都府京都市右京区,京都府,京都市右京区,栄養士科(専門学校)(2023年3月卒業見込み),20代,1,23.0,2.0
京都府京都市右京区,京都府,京都市右京区,栄養学科栄養学専攻(2000年4月卒業),40代,1,48.0,1.0
京都府京都市右京区,京都府,京都市右京区,水産学部(大学)(1979年3月),70歳以上,1,70.0,1.0
京都府京都市右京区,京都府,京都市右京区,法学研究科法学専攻(大学院(修士)),60代,1,63.0,3.0
京都府京都市右京区,京都府,京都市右京区,法学部憲法(大学)(1992年3月卒業),50代,1,56.0,0.0
京都府京都市右京区,京都府,京都市右京区,法学部法律学科(大学)(2010年3月卒業),40代,1,42.0,2.0
京都府京都市右京区,京都府,京都市右京区,法学部法律学科刑事学(大学)(1991年3月卒業),50代,1,58.0,3.0
京都府京都市右京区,京都府,京都市右京区,法学部法律学科法医学(大学)(1991年3月卒業),50代,1,58.0,1.0
京都府京都市右京区,京都府,京都市右京区,法学部法政策学科(大学)(2013年3月卒業),30代,2,35.0,1.0
京都府京都市右京区,京都府,京都市右京区,洋裁、和裁(その他)(1983年3月卒業),60代,1,60.0,0.0
京都府京都市右京区,京都府,京都市右京区,流通経済科(高等学校)(1989年3月卒業),50代,1,54.0,2.0
