prefecture,municipality,location,age_bucket,gender,has_national_license,count,rarity_score,rarity_rank,latitude,longitude
京都府,綴喜郡井手町,京都府綴喜郡井手町,40代,男性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,福知山市,京都府福知山市,70歳以上,女性,False,1,1.0,S: 超希少（1人のみ）,35.2971,135.1253
京都府,福知山市,京都府福知山市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.2971,135.1253
京都府,相楽郡笠置町,京都府相楽郡笠置町,60代,女性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,木津川市,京都府木津川市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,34.7367,135.82
京都府,相楽郡南山城村,京都府相楽郡南山城村,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡南山城村,京都府相楽郡南山城村,40代,女性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡南山城村,京都府相楽郡南山城村,60代,女性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡精華町,京都府相楽郡精華町,40代,女性,True,1,1.0,S: 超希少（1人のみ）,34.7605,135.7831
京都府,相楽郡精華町,京都府相楽郡精華町,40代,男性,True,1,1.0,S: 超希少（1人のみ）,34.7605,135.7831
京都府,相楽郡和束町,京都府相楽郡和束町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡和束町,京都府相楽郡和束町,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡和束町,京都府相楽郡和束町,40代,男性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,相楽郡笠置町,京都府相楽郡笠置町,40代,男性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
福岡県,大野城市,福岡県大野城市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,大野城市,福岡県大野城市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,大野城市,福岡県大野城市,30代,女性,True,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,大野城市,福岡県大野城市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
京都府,相楽郡精華町,京都府相楽郡精華町,50代,女性,True,1,1.0,S: 超希少（1人のみ）,34.7605,135.7831
京都府,相楽郡精華町,京都府相楽郡精華町,50代,男性,True,1,1.0,S: 超希少（1人のみ）,34.7605,135.7831
福岡県,うきは市,福岡県うきは市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福井県,小浜市,福井県小浜市,70歳以上,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,敦賀市,福井県敦賀市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,敦賀市,福井県敦賀市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,福井市,福井県福井市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,福井市,福井県福井市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,越前市,福井県越前市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福岡県,北九州市八幡東区,福岡県北九州市八幡東区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市八幡東区,福岡県北九州市八幡東区,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福井県,鯖江市,福井県鯖江市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福岡県,,福岡県,30代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,,福岡県,30代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,,福岡県,40代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市若松区,福岡県北九州市若松区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,古賀市,福岡県古賀市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,中間市,福岡県中間市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,中間市,福岡県中間市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,久留米市,福岡県久留米市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,久留米市,福岡県久留米市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,久留米市,福岡県久留米市,30代,女性,True,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,久留米市,福岡県久留米市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
京都府,福知山市,京都府福知山市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,35.2971,135.1253
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,50代,男性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市小倉北区,福岡県北九州市小倉北区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市小倉北区,福岡県北九州市小倉北区,50代,男性,True,1,1.0,S: 超希少（1人のみ）,33.61,130.42
福岡県,北九州市小倉南区,福岡県北九州市小倉南区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.61,130.42
京都府,船井郡京丹波町,京都府船井郡京丹波町,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,船井郡京丹波町,京都府船井郡京丹波町,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
福井県,大飯郡高浜町,福井県大飯郡高浜町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
京都府,長岡京市,京都府長岡京市,50代,男性,True,1,1.0,S: 超希少（1人のみ）,34.9268,135.6959
京都府,船井郡京丹波町,京都府船井郡京丹波町,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,長岡京市,京都府長岡京市,20代,男性,True,1,1.0,S: 超希少（1人のみ）,34.9268,135.6959
京都府,綾部市,京都府綾部市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,綴喜郡宇治田原町,京都府綴喜郡宇治田原町,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,綴喜郡宇治田原町,京都府綴喜郡宇治田原町,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,綾部市,京都府綾部市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,綾部市,京都府綾部市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,35.02,135.75
福井県,越前市,福井県越前市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
京都府,舞鶴市,京都府舞鶴市,40代,男性,True,1,1.0,S: 超希少（1人のみ）,35.4745,135.3863
京都府,舞鶴市,京都府舞鶴市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.4745,135.3863
京都府,舞鶴市,京都府舞鶴市,60代,女性,True,1,1.0,S: 超希少（1人のみ）,35.4745,135.3863
京都府,綾部市,京都府綾部市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,35.02,135.75
京都府,舞鶴市,京都府舞鶴市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,35.4745,135.3863
東京都,小平市,東京都小平市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,昭島市,東京都昭島市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,杉並区,東京都杉並区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,杉並区,東京都杉並区,30代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,杉並区,東京都杉並区,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,日野市,東京都日野市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,小金井市,東京都小金井市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,50代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,60代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,70歳以上,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,60代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,小平市,東京都小平市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,小平市,東京都小平市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,小金井市,東京都小金井市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,小金井市,東京都小金井市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,文京区,東京都文京区,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,文京区,東京都文京区,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,府中市,東京都府中市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
福井県,,福井県,30代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,,福井県,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
兵庫県,,兵庫県,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,たつの市,兵庫県たつの市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,たつの市,兵庫県たつの市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三木市,兵庫県三木市,50代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
福井県,大野市,福井県大野市,50代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,大飯郡おおい町,福井県大飯郡おおい町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
神奈川県,鎌倉市,神奈川県鎌倉市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,50代,男性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,高座郡寒川町,神奈川県高座郡寒川町,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
福井県,大飯郡おおい町,福井県大飯郡おおい町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,大飯郡高浜町,福井県大飯郡高浜町,20代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,三方上中郡若狭町,福井県三方上中郡若狭町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,三方上中郡若狭町,福井県三方上中郡若狭町,40代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,三方上中郡若狭町,福井県三方上中郡若狭町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,三方郡美浜町,福井県三方郡美浜町,40代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,勝山市,福井県勝山市,50代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,大飯郡高浜町,福井県大飯郡高浜町,60代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,小浜市,福井県小浜市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,小浜市,福井県小浜市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,小浜市,福井県小浜市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,小浜市,福井県小浜市,60代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,大飯郡おおい町,福井県大飯郡おおい町,40代,男性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
福井県,大飯郡おおい町,福井県大飯郡おおい町,50代,女性,False,1,1.0,S: 超希少（1人のみ）,36.07,136.22
兵庫県,伊丹市,兵庫県伊丹市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波篠山市,兵庫県丹波篠山市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波篠山市,兵庫県丹波篠山市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波篠山市,兵庫県丹波篠山市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波市,兵庫県丹波市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
佐賀県,唐津市,佐賀県唐津市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,多久市,佐賀県多久市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,嬉野市,佐賀県嬉野市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
兵庫県,丹波篠山市,兵庫県丹波篠山市,60代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波篠山市,兵庫県丹波篠山市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,伊丹市,兵庫県伊丹市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
佐賀県,西松浦郡有田町,佐賀県西松浦郡有田町,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,鹿島市,佐賀県鹿島市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,,佐賀県,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,,佐賀県,40代,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,三養基郡基山町,佐賀県三養基郡基山町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,佐賀市,佐賀県佐賀市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,唐津市,佐賀県唐津市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
兵庫県,三木市,兵庫県三木市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,,兵庫県,60代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
佐賀県,小城市,佐賀県小城市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,武雄市,佐賀県武雄市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,神埼市,佐賀県神埼市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
佐賀県,神埼郡吉野ヶ里町,佐賀県神埼郡吉野ヶ里町,20代,女性,False,1,1.0,S: 超希少（1人のみ）,33.25,130.3
東京都,国立市,東京都国立市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国立市,東京都国立市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国立市,東京都国立市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国立市,東京都国立市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,文京区,東京都文京区,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,文京区,東京都文京区,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,墨田区,東京都墨田区,30代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,墨田区,東京都墨田区,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,墨田区,東京都墨田区,50代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国分寺市,東京都国分寺市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国分寺市,東京都国分寺市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,国分寺市,東京都国分寺市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,70歳以上,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,墨田区,東京都墨田区,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,墨田区,東京都墨田区,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,40代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,大田区,東京都大田区,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,多摩市,東京都多摩市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
兵庫県,加古川市,兵庫県加古川市,60代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加古川市,兵庫県加古川市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加古郡稲美町,兵庫県加古郡稲美町,20代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加古郡稲美町,兵庫県加古郡稲美町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,伊丹市,兵庫県伊丹市,60代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,伊丹市,兵庫県伊丹市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加東市,兵庫県加東市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加東市,兵庫県加東市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加東市,兵庫県加東市,60代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加東市,兵庫県加東市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,南あわじ市,兵庫県南あわじ市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,多可郡多可町,兵庫県多可郡多可町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,多可郡多可町,兵庫県多可郡多可町,30代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,多可郡多可町,兵庫県多可郡多可町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,多可郡多可町,兵庫県多可郡多可町,60代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,加古郡稲美町,兵庫県加古郡稲美町,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波市,兵庫県丹波市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波市,兵庫県丹波市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,丹波市,兵庫県丹波市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,三田市,兵庫県三田市,60代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
兵庫県,尼崎市,兵庫県尼崎市,30代,男性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,尼崎市,兵庫県尼崎市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
神奈川県,藤沢市,神奈川県藤沢市,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,藤沢市,神奈川県藤沢市,60代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,藤沢市,神奈川県藤沢市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,40代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄下郡湯河原町,神奈川県足柄下郡湯河原町,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄下郡箱根町,神奈川県足柄下郡箱根町,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄下郡箱根町,神奈川県足柄下郡箱根町,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,逗子市,神奈川県逗子市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,逗子市,神奈川県逗子市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,藤沢市,神奈川県藤沢市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
兵庫県,伊丹市,兵庫県伊丹市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
神奈川県,逗子市,神奈川県逗子市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,鎌倉市,神奈川県鎌倉市,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.45,139.64
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.45,139.64
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,20代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,40代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,40代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,40代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,60代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川西市,兵庫県川西市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,揖保郡太子町,兵庫県揖保郡太子町,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,揖保郡太子町,兵庫県揖保郡太子町,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,明石市,兵庫県明石市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,明石市,兵庫県明石市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,明石市,兵庫県明石市,30代,男性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川西市,兵庫県川西市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,70歳以上,女性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,宍粟市,兵庫県宍粟市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,宝塚市,兵庫県宝塚市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,60代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,揖保郡太子町,兵庫県揖保郡太子町,50代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,尼崎市,兵庫県尼崎市,20代,女性,True,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,宝塚市,兵庫県宝塚市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
兵庫県,姫路市,兵庫県姫路市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,34.69,135.18
東京都,目黒区,東京都目黒区,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,狛江市,東京都狛江市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,町田市,東京都町田市,30代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,町田市,東京都町田市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,町田市,東京都町田市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
