ID,性別,年齢,年齢バケット,居住地_都道府県,居住地_市区町村,資格数,国家資格保有,就業状況
ID_1969,女性,44,40代,京都府,京都市中京区,4,有,就業中
ID_1970,女性,52,50代,大阪府,河内長野市,2,無,離職中
ID_1971,女性,63,60代,京都府,京都市山科区,3,有,就業中
ID_1972,男性,57,50代,滋賀県,大津市,2,有,就業中
ID_1973,女性,41,40代,京都府,京都市南区,0,無,離職中
ID_1974,男性,34,30代,滋賀県,大津市,2,無,離職中
ID_1975,女性,55,50代,京都府,長岡京市,2,無,就業中
ID_1976,女性,34,30代,京都府,向日市,3,有,就業中
ID_1977,女性,59,50代,京都府,京都市伏見区,2,有,就業中
ID_1978,女性,57,50代,京都府,京都市伏見区,1,有,就業中
ID_1979,女性,31,30代,京都府,京都市左京区,5,有,就業中
ID_1980,女性,55,50代,京都府,京都市北区,0,無,就業中
ID_1981,女性,46,40代,京都府,八幡市,4,有,就業中
ID_1982,女性,35,30代,京都府,亀岡市,2,有,就業中
ID_1983,男性,30,30代,京都府,京都市右京区,4,有,就業中
ID_1984,女性,63,60代,京都府,綾部市,1,有,就業中
ID_1985,女性,44,40代,京都府,京田辺市,1,有,就業中
ID_1986,女性,40,40代,京都府,木津川市,1,無,離職中
ID_1987,男性,44,40代,京都府,城陽市,1,無,就業中
ID_1988,女性,66,60代,京都府,京都市南区,0,無,離職中
ID_1989,女性,57,50代,京都府,京都市右京区,1,有,就業中
ID_1990,女性,19,20代,京都府,京都市右京区,0,無,離職中
ID_1991,女性,38,30代,京都府,木津川市,3,有,就業中
ID_1992,女性,35,30代,滋賀県,大津市,2,無,就業中
ID_1993,男性,52,50代,京都府,京都市伏見区,1,有,離職中
ID_1994,女性,67,60代,京都府,京都市北区,2,無,就業中
ID_1995,女性,43,40代,京都府,京都市上京区,0,無,離職中
ID_1996,女性,69,60代,滋賀県,大津市,1,無,就業中
ID_1997,女性,55,50代,京都府,京都市伏見区,0,無,就業中
ID_1998,女性,38,30代,京都府,京都市東山区,2,有,離職中
ID_1999,女性,65,60代,京都府,京都市伏見区,2,有,就業中
ID_2000,男性,47,40代,京都府,宇治市,1,有,就業中
ID_2001,女性,16,20代,京都府,京都市左京区,0,無,在学中
ID_2002,女性,63,60代,京都府,京都市伏見区,2,無,就業中
ID_2003,女性,23,20代,京都府,京都市北区,1,無,離職中
ID_2004,女性,25,20代,京都府,京都市中京区,3,無,就業中
ID_2005,女性,40,40代,京都府,京都市北区,2,有,就業中
ID_2006,女性,52,50代,京都府,亀岡市,0,無,離職中
ID_2007,男性,38,30代,京都府,京都市伏見区,2,有,離職中
ID_2008,女性,34,30代,京都府,綴喜郡井手町,4,有,就業中
ID_2009,女性,44,40代,京都府,京都市西京区,2,無,就業中
ID_2010,女性,59,50代,京都府,京都市右京区,3,有,就業中
ID_2011,女性,63,60代,京都府,京都市伏見区,2,有,離職中
ID_2012,女性,51,50代,京都府,京都市山科区,2,有,離職中
ID_2013,女性,56,50代,滋賀県,大津市,1,無,就業中
ID_2014,男性,18,20代,京都府,福知山市,0,無,在学中
ID_2015,男性,49,40代,京都府,向日市,1,無,就業中
ID_2016,女性,51,50代,京都府,京都市西京区,1,無,就業中
ID_2017,女性,48,40代,京都府,京都市左京区,1,有,就業中
ID_2018,女性,59,50代,京都府,宇治市,2,無,就業中
ID_2019,女性,57,50代,京都府,乙訓郡大山崎町,2,有,就業中
ID_2020,女性,41,40代,滋賀県,野洲市,1,無,就業中
ID_2021,女性,44,40代,京都府,京都市左京区,2,有,就業中
ID_2022,男性,47,40代,京都府,京都市山科区,0,無,就業中
ID_2023,女性,53,50代,京都府,亀岡市,2,無,就業中
ID_2024,女性,61,60代,京都府,宇治市,0,無,離職中
ID_2025,男性,33,30代,京都府,亀岡市,0,無,就業中
ID_2026,女性,60,60代,大阪府,箕面市,5,無,離職中
ID_2027,女性,24,20代,京都府,京都市伏見区,3,有,就業中
ID_2028,女性,40,40代,京都府,京都市伏見区,1,有,就業中
ID_2029,女性,50,50代,大阪府,高槻市,4,有,就業中
ID_2030,男性,57,50代,京都府,久世郡久御山町,1,無,就業中
ID_2031,女性,60,60代,滋賀県,大津市,3,有,就業中
ID_2032,女性,20,20代,京都府,京都市右京区,0,無,就業中
ID_2033,女性,45,40代,京都府,京都市北区,0,無,離職中
ID_2034,女性,37,30代,京都府,京都市伏見区,2,無,離職中
ID_2035,男性,39,30代,京都府,京都市右京区,1,有,就業中
ID_2036,男性,64,60代,京都府,船井郡京丹波町,0,無,就業中
ID_2037,男性,30,30代,京都府,京都市左京区,2,無,就業中
ID_2038,女性,52,50代,滋賀県,大津市,0,無,就業中
ID_2039,女性,20,20代,京都府,京都市右京区,1,無,離職中
ID_2040,女性,42,40代,京都府,京都市南区,2,無,就業中
ID_2041,女性,69,60代,京都府,城陽市,1,無,離職中
ID_2042,女性,42,40代,京都府,長岡京市,2,無,就業中
ID_2043,男性,33,30代,京都府,南丹市,3,無,就業中
ID_2044,女性,47,40代,大阪府,枚方市,1,無,就業中
ID_2045,男性,63,60代,京都府,京都市山科区,2,有,離職中
ID_2046,女性,73,70歳以上,大阪府,大東市,1,有,離職中
ID_2047,男性,25,20代,京都府,京都市西京区,1,無,就業中
ID_2048,女性,29,20代,京都府,京都市伏見区,2,無,離職中
ID_2049,女性,51,50代,京都府,城陽市,0,無,就業中
ID_2050,男性,29,20代,大阪府,茨木市,8,無,離職中
ID_2051,男性,77,70歳以上,神奈川県,横浜市南区,2,無,離職中
ID_2052,女性,62,60代,京都府,宇治市,3,無,就業中
ID_2053,女性,44,40代,京都府,京都市左京区,1,有,就業中
ID_2054,女性,41,40代,京都府,宇治市,2,有,離職中
ID_2055,女性,45,40代,京都府,京都市伏見区,1,無,離職中
ID_2056,女性,62,60代,京都府,京都市右京区,1,無,就業中
ID_2057,女性,21,20代,京都府,宇治市,1,無,就業中
ID_2058,女性,72,70歳以上,京都府,亀岡市,0,無,離職中
ID_2059,女性,33,30代,京都府,亀岡市,1,無,離職中
ID_2060,女性,50,50代,京都府,南丹市,6,有,就業中
ID_2061,男性,76,70歳以上,京都府,亀岡市,1,無,離職中
ID_2062,女性,36,30代,京都府,船井郡京丹波町,0,無,就業中
ID_2063,女性,20,20代,神奈川県,藤沢市,0,無,在学中
ID_2064,女性,61,60代,大阪府,枚方市,1,無,就業中
ID_2065,女性,76,70歳以上,京都府,亀岡市,3,無,就業中
ID_2066,女性,64,60代,京都府,京都市南区,1,無,就業中
ID_2067,女性,60,60代,京都府,亀岡市,1,有,就業中
ID_2068,女性,35,30代,京都府,京都市伏見区,0,無,就業中
ID_2069,女性,25,20代,兵庫県,赤穂市,0,無,就業中
ID_2070,女性,31,30代,京都府,京都市西京区,4,無,就業中
ID_2071,男性,47,40代,京都府,京都市山科区,4,無,就業中
ID_2072,女性,57,50代,京都府,京都市中京区,1,有,就業中
ID_2073,女性,19,20代,京都府,京都市西京区,1,無,在学中
ID_2074,男性,23,20代,京都府,京都市伏見区,0,無,離職中
ID_2075,男性,61,60代,京都府,京都市西京区,2,有,就業中
ID_2076,女性,25,20代,長崎県,長崎市,1,有,就業中
ID_2077,女性,23,20代,京都府,宇治市,2,有,就業中
ID_2078,女性,73,70歳以上,兵庫県,姫路市,1,無,離職中
ID_2079,男性,65,60代,京都府,京都市南区,1,有,離職中
ID_2080,女性,76,70歳以上,京都府,京都市右京区,1,無,就業中
ID_2081,女性,36,30代,京都府,京都市左京区,2,無,就業中
ID_2082,男性,41,40代,兵庫県,神戸市垂水区,4,無,在学中
ID_2083,男性,19,20代,京都府,京都市右京区,1,有,離職中
ID_2084,女性,31,30代,京都府,京都市伏見区,1,有,就業中
ID_2085,女性,24,20代,京都府,乙訓郡大山崎町,1,無,就業中
ID_2086,女性,65,60代,京都府,久世郡久御山町,3,有,就業中
ID_2087,女性,64,60代,長野県,松本市,1,無,離職中
ID_2088,女性,51,50代,滋賀県,大津市,1,有,離職中
ID_2089,女性,30,30代,京都府,京都市伏見区,2,無,離職中
ID_2090,男性,42,40代,京都府,宇治市,3,有,就業中
ID_2091,女性,46,40代,京都府,京都市伏見区,2,有,離職中
ID_2092,女性,24,20代,京都府,京都市中京区,1,無,就業中
ID_2093,女性,30,30代,京都府,京都市左京区,3,有,就業中
ID_2094,女性,57,50代,京都府,京都市北区,1,無,就業中
ID_2095,男性,42,40代,京都府,城陽市,2,有,就業中
ID_2096,女性,48,40代,京都府,八幡市,0,無,就業中
ID_2097,女性,75,70歳以上,奈良県,奈良市,4,有,就業中
ID_2098,男性,54,50代,京都府,京田辺市,1,無,離職中
ID_2099,男性,54,50代,奈良県,奈良市,2,無,離職中
ID_2100,女性,51,50代,京都府,宇治市,2,有,就業中
ID_2101,女性,62,60代,京都府,舞鶴市,1,無,離職中
ID_2102,女性,67,60代,京都府,京都市伏見区,5,有,就業中
ID_2103,女性,49,40代,奈良県,大和郡山市,1,無,離職中
ID_2104,女性,27,20代,京都府,亀岡市,1,無,離職中
ID_2105,男性,30,30代,京都府,京都市右京区,1,無,就業中
ID_2106,女性,63,60代,京都府,京都市右京区,0,無,就業中
ID_2107,女性,52,50代,京都府,京都市伏見区,1,無,就業中
ID_2108,女性,45,40代,京都府,京都市南区,1,無,就業中
ID_2109,女性,54,50代,京都府,宇治市,2,無,就業中
ID_2110,女性,63,60代,京都府,京都市左京区,3,無,就業中
ID_2111,男性,49,40代,京都府,京都市中京区,0,無,就業中
ID_2112,女性,50,50代,京都府,長岡京市,4,有,就業中
ID_2113,女性,25,20代,京都府,宇治市,1,無,就業中
ID_2114,男性,50,50代,京都府,京都市右京区,1,有,就業中
ID_2115,女性,63,60代,京都府,八幡市,0,無,就業中
ID_2116,女性,51,50代,京都府,京都市伏見区,2,有,就業中
ID_2117,男性,76,70歳以上,京都府,京田辺市,0,無,離職中
ID_2118,女性,40,40代,京都府,城陽市,1,有,就業中
ID_2119,男性,32,30代,京都府,京都市伏見区,2,無,就業中
ID_2120,女性,57,50代,京都府,京都市中京区,2,無,就業中
ID_2121,女性,45,40代,京都府,亀岡市,0,無,離職中
ID_2122,男性,45,40代,北海道,札幌市中央区,2,有,就業中
ID_2123,男性,30,30代,京都府,京都市下京区,2,有,就業中
ID_2124,女性,48,40代,京都府,宇治市,2,有,就業中
ID_2125,女性,77,70歳以上,京都府,木津川市,2,無,離職中
ID_2126,女性,55,50代,京都府,木津川市,1,有,就業中
ID_2127,女性,35,30代,京都府,亀岡市,1,有,離職中
ID_2128,男性,24,20代,京都府,京都市伏見区,0,無,在学中
ID_2129,男性,37,30代,京都府,京都市伏見区,2,有,在学中
ID_2130,女性,44,40代,京都府,京都市山科区,0,無,就業中
ID_2131,男性,48,40代,京都府,京都市山科区,2,無,就業中
ID_2132,男性,61,60代,京都府,京都市伏見区,1,無,就業中
ID_2133,女性,52,50代,京都府,久世郡久御山町,2,有,就業中
ID_2134,男性,23,20代,京都府,城陽市,1,無,就業中
ID_2135,女性,57,50代,京都府,京田辺市,2,無,離職中
ID_2136,女性,25,20代,京都府,京都市中京区,0,無,離職中
ID_2137,男性,30,30代,京都府,京都市山科区,1,無,就業中
ID_2138,女性,35,30代,大阪府,枚方市,1,有,就業中
ID_2139,女性,59,50代,京都府,相楽郡精華町,3,有,離職中
ID_2140,女性,70,70歳以上,京都府,京都市右京区,5,有,就業中
ID_2141,女性,26,20代,京都府,京丹後市,0,無,在学中
ID_2142,男性,60,60代,大阪府,高槻市,4,無,離職中
ID_2143,男性,20,20代,京都府,木津川市,0,無,離職中
ID_2144,男性,19,20代,京都府,京都市左京区,1,無,在学中
ID_2145,女性,18,20代,兵庫県,丹波市,1,無,離職中
ID_2146,男性,67,60代,京都府,京都市中京区,0,無,就業中
ID_2147,女性,61,60代,京都府,宇治市,1,有,就業中
ID_2148,男性,54,50代,京都府,京都市右京区,2,無,就業中
ID_2149,女性,38,30代,京都府,木津川市,4,有,就業中
ID_2150,女性,49,40代,京都府,京都市伏見区,4,有,就業中
ID_2151,女性,55,50代,京都府,京都市伏見区,1,無,就業中
ID_2152,女性,23,20代,京都府,京都市下京区,1,無,離職中
ID_2153,女性,25,20代,京都府,京都市西京区,1,有,就業中
ID_2154,女性,26,20代,京都府,京都市伏見区,2,無,離職中
ID_2155,男性,30,30代,京都府,宇治市,1,有,就業中
ID_2156,女性,57,50代,京都府,京都市伏見区,0,無,就業中
ID_2157,女性,58,50代,京都府,京都市伏見区,1,無,離職中
ID_2158,女性,22,20代,京都府,京都市山科区,0,無,在学中
ID_2159,女性,45,40代,京都府,八幡市,2,無,就業中
ID_2160,男性,44,40代,京都府,長岡京市,0,無,就業中
ID_2161,男性,71,70歳以上,大阪府,箕面市,2,無,離職中
ID_2162,女性,26,20代,滋賀県,大津市,1,無,就業中
ID_2163,女性,34,30代,京都府,京都市西京区,2,無,就業中
ID_2164,女性,28,20代,京都府,宇治市,2,無,離職中
ID_2165,男性,24,20代,京都府,京都市右京区,3,有,就業中
ID_2166,女性,60,60代,三重県,伊賀市,1,無,就業中
ID_2167,女性,33,30代,京都府,長岡京市,3,有,就業中
ID_2168,女性,55,50代,京都府,京都市南区,2,有,就業中
ID_2169,女性,42,40代,京都府,京都市南区,0,無,就業中
ID_2170,女性,30,30代,滋賀県,大津市,7,有,離職中
ID_2171,女性,53,50代,京都府,京都市下京区,1,無,離職中
ID_2172,女性,29,20代,兵庫県,西宮市,2,有,就業中
ID_2173,女性,20,20代,京都府,船井郡京丹波町,0,無,在学中
ID_2174,女性,74,70歳以上,京都府,京都市伏見区,2,無,離職中
ID_2175,男性,23,20代,京都府,城陽市,0,無,就業中
ID_2176,女性,55,50代,京都府,京都市右京区,2,有,在学中
ID_2177,女性,58,50代,京都府,宇治市,3,有,就業中
ID_2178,女性,60,60代,京都府,相楽郡精華町,2,無,就業中
ID_2179,女性,31,30代,大阪府,摂津市,0,無,就業中
ID_2180,女性,47,40代,京都府,京都市山科区,1,無,離職中
ID_2181,女性,51,50代,京都府,南丹市,2,無,離職中
ID_2182,女性,27,20代,京都府,宇治市,2,有,就業中
ID_2183,女性,52,50代,奈良県,奈良市,2,無,就業中
ID_2184,女性,53,50代,京都府,舞鶴市,1,無,就業中
ID_2185,女性,45,40代,京都府,京都市南区,2,無,離職中
ID_2186,女性,48,40代,京都府,京都市北区,2,無,就業中
ID_2187,女性,60,60代,京都府,京都市西京区,4,有,就業中
ID_2188,男性,28,20代,熊本県,熊本市南区,1,無,就業中
ID_2189,女性,53,50代,京都府,京都市南区,2,無,就業中
ID_2190,女性,52,50代,京都府,宇治市,2,有,就業中
ID_2191,女性,30,30代,京都府,亀岡市,3,有,就業中
ID_2192,女性,56,50代,京都府,亀岡市,0,無,離職中
ID_2193,男性,35,30代,京都府,京都市下京区,5,有,就業中
ID_2194,女性,31,30代,京都府,宇治市,2,有,離職中
ID_2195,女性,26,20代,京都府,京都市右京区,1,無,就業中
ID_2196,女性,56,50代,京都府,亀岡市,2,有,離職中
ID_2197,男性,50,50代,滋賀県,大津市,3,有,就業中
ID_2198,女性,61,60代,京都府,宇治市,1,無,離職中
ID_2199,女性,62,60代,京都府,京都市山科区,2,有,就業中
ID_2200,男性,47,40代,京都府,京都市左京区,0,無,離職中
ID_2201,女性,46,40代,京都府,京都市山科区,1,無,就業中
ID_2202,女性,48,40代,京都府,宇治市,1,無,離職中
ID_2203,女性,53,50代,京都府,京都市伏見区,0,無,離職中
ID_2204,女性,33,30代,京都府,京都市左京区,3,有,離職中
ID_2205,女性,46,40代,京都府,京都市山科区,4,有,就業中
ID_2206,女性,39,30代,大阪府,三島郡島本町,2,有,就業中
ID_2207,女性,62,60代,京都府,木津川市,1,有,就業中
ID_2208,女性,60,60代,京都府,京都市伏見区,0,無,就業中
ID_2209,女性,37,30代,京都府,舞鶴市,1,無,離職中
ID_2210,男性,44,40代,大阪府,高槻市,2,有,離職中
ID_2211,男性,47,40代,京都府,八幡市,3,有,就業中
ID_2212,男性,74,70歳以上,宮城県,仙台市青葉区,1,無,離職中
ID_2213,男性,39,30代,京都府,福知山市,3,有,就業中
ID_2214,男性,32,30代,京都府,京都市南区,2,無,離職中
ID_2215,男性,76,70歳以上,京都府,京都市左京区,2,無,離職中
ID_2216,女性,54,50代,京都府,京都市西京区,3,有,就業中
ID_2217,男性,47,40代,京都府,京都市山科区,2,有,離職中
ID_2218,女性,33,30代,京都府,京都市南区,1,無,就業中
ID_2219,女性,34,30代,京都府,舞鶴市,6,有,就業中
ID_2220,男性,61,60代,京都府,宇治市,1,無,離職中
ID_2221,女性,62,60代,大阪府,寝屋川市,1,無,離職中
ID_2222,男性,44,40代,京都府,綾部市,2,有,就業中
ID_2223,女性,63,60代,京都府,京都市南区,2,無,就業中
ID_2224,男性,27,20代,高知県,高知市,0,無,離職中
ID_2225,女性,55,50代,京都府,亀岡市,3,有,就業中
ID_2226,男性,39,30代,京都府,木津川市,1,無,就業中
ID_2227,男性,27,20代,愛知県,岡崎市,1,無,就業中
ID_2228,女性,53,50代,京都府,京都市伏見区,4,有,就業中
ID_2229,女性,58,50代,京都府,京都市北区,0,無,就業中
ID_2230,女性,45,40代,京都府,長岡京市,0,無,就業中
ID_2231,女性,62,60代,京都府,乙訓郡大山崎町,0,無,離職中
ID_2232,女性,39,30代,京都府,城陽市,0,無,就業中
ID_2233,女性,65,60代,京都府,京都市伏見区,1,無,就業中
ID_2234,男性,32,30代,大阪府,大阪市東淀川区,4,有,離職中
ID_2235,男性,62,60代,京都府,京都市中京区,3,有,就業中
ID_2236,男性,36,30代,埼玉県,三郷市,1,有,就業中
ID_2237,女性,45,40代,京都府,京都市西京区,1,無,就業中
ID_2238,男性,25,20代,大阪府,守口市,3,無,在学中
ID_2239,男性,38,30代,京都府,京都市北区,3,有,離職中
ID_2240,女性,48,40代,京都府,舞鶴市,4,有,離職中
ID_2241,男性,49,40代,大阪府,高槻市,3,有,就業中
ID_2242,男性,47,40代,京都府,京都市右京区,1,有,就業中
ID_2243,女性,58,50代,京都府,京都市伏見区,2,無,就業中
ID_2244,女性,20,20代,京都府,木津川市,1,無,在学中
ID_2245,女性,53,50代,京都府,京都市伏見区,0,無,就業中
ID_2246,女性,57,50代,京都府,宇治市,4,有,就業中
ID_2247,女性,65,60代,京都府,京都市山科区,1,有,就業中
ID_2248,女性,42,40代,京都府,宇治市,2,無,離職中
ID_2249,女性,30,30代,京都府,木津川市,2,有,就業中
ID_2250,男性,28,20代,滋賀県,大津市,1,有,就業中
ID_2251,男性,44,40代,大阪府,大阪市住吉区,4,有,就業中
ID_2252,男性,43,40代,京都府,宇治市,3,有,就業中
ID_2253,女性,67,60代,京都府,京都市伏見区,1,無,就業中
ID_2254,女性,47,40代,京都府,京都市右京区,1,有,離職中
ID_2255,女性,59,50代,京都府,八幡市,1,無,就業中
ID_2256,女性,54,50代,京都府,京都市山科区,2,有,就業中
ID_2257,女性,41,40代,京都府,京都市西京区,0,無,就業中
ID_2258,男性,35,30代,京都府,京都市右京区,1,無,離職中
ID_2259,女性,68,60代,京都府,京都市西京区,1,無,離職中
ID_2260,女性,50,50代,京都府,京都市東山区,2,無,就業中
ID_2261,男性,49,40代,京都府,京都市山科区,1,無,離職中
ID_2262,女性,49,40代,京都府,宮津市,3,有,離職中
ID_2263,男性,60,60代,京都府,京都市山科区,2,無,離職中
ID_2264,女性,60,60代,京都府,京都市伏見区,2,無,就業中
ID_2265,男性,28,20代,京都府,亀岡市,0,無,離職中
ID_2266,女性,47,40代,京都府,綾部市,4,有,就業中
ID_2267,男性,76,70歳以上,京都府,京都市伏見区,3,有,離職中
ID_2268,男性,43,40代,京都府,京都市右京区,1,無,就業中
ID_2269,女性,58,50代,京都府,京都市伏見区,2,無,就業中
ID_2270,女性,37,30代,京都府,城陽市,1,無,就業中
ID_2271,女性,66,60代,京都府,京都市北区,0,無,就業中
ID_2272,女性,46,40代,京都府,宇治市,2,有,就業中
ID_2273,女性,51,50代,京都府,京丹後市,2,無,就業中
ID_2274,男性,31,30代,京都府,与謝郡与謝野町,1,有,就業中
ID_2275,女性,22,20代,京都府,京都市山科区,1,無,就業中
ID_2276,女性,47,40代,京都府,亀岡市,0,無,就業中
ID_2277,女性,29,20代,京都府,宇治市,0,無,就業中
ID_2278,女性,52,50代,京都府,京都市左京区,4,有,就業中
ID_2279,男性,21,20代,奈良県,奈良市,0,無,就業中
ID_2280,女性,22,20代,愛知県,名古屋市東区,1,無,就業中
ID_2281,男性,56,50代,大阪府,高槻市,2,有,離職中
ID_2282,女性,57,50代,京都府,城陽市,0,無,就業中
ID_2283,女性,61,60代,京都府,京都市西京区,1,有,離職中
ID_2284,女性,55,50代,京都府,京都市右京区,3,有,就業中
ID_2285,男性,42,40代,香川県,高松市,2,有,離職中
ID_2286,男性,32,30代,京都府,京都市西京区,1,無,離職中
ID_2287,女性,21,20代,京都府,京都市北区,0,無,在学中
ID_2288,女性,40,40代,京都府,京都市伏見区,0,無,離職中
ID_2289,女性,32,30代,京都府,亀岡市,6,有,就業中
ID_2290,女性,61,60代,京都府,京都市右京区,0,無,就業中
ID_2291,女性,75,70歳以上,京都府,与謝郡与謝野町,2,有,就業中
ID_2292,男性,69,60代,京都府,京都市右京区,1,無,就業中
ID_2293,女性,38,30代,京都府,京都市右京区,0,無,就業中
ID_2294,女性,52,50代,京都府,亀岡市,0,無,離職中
ID_2295,男性,65,60代,大阪府,吹田市,1,有,離職中
ID_2296,男性,64,60代,京都府,南丹市,2,無,離職中
ID_2297,男性,49,40代,大阪府,枚方市,2,無,離職中
ID_2298,女性,57,50代,京都府,京都市西京区,3,無,就業中
ID_2299,女性,35,30代,京都府,亀岡市,1,有,就業中
ID_2300,女性,61,60代,京都府,京都市山科区,3,無,就業中
ID_2301,女性,40,40代,大阪府,枚方市,1,無,就業中
ID_2302,男性,39,30代,京都府,京都市中京区,1,無,就業中
ID_2303,女性,63,60代,京都府,京都市右京区,1,無,就業中
ID_2304,女性,33,30代,京都府,京都市伏見区,3,有,就業中
ID_2305,女性,58,50代,京都府,京都市山科区,2,有,就業中
ID_2306,女性,54,50代,京都府,京都市西京区,0,無,離職中
ID_2307,女性,65,60代,京都府,与謝郡与謝野町,2,有,就業中
ID_2308,女性,50,50代,京都府,宇治市,0,無,就業中
ID_2309,男性,21,20代,京都府,京丹後市,0,無,就業中
ID_2310,男性,39,30代,京都府,京都市山科区,1,無,就業中
ID_2311,男性,19,20代,京都府,京都市北区,0,無,在学中
ID_2312,女性,57,50代,京都府,京都市山科区,0,無,就業中
ID_2313,女性,56,50代,京都府,福知山市,1,無,離職中
ID_2314,女性,21,20代,京都府,京都市南区,1,無,離職中
ID_2315,女性,49,40代,京都府,京都市左京区,1,無,就業中
ID_2316,女性,57,50代,京都府,京都市伏見区,0,無,就業中
ID_2317,女性,61,60代,京都府,長岡京市,3,有,就業中
ID_2318,女性,62,60代,滋賀県,大津市,2,無,就業中
ID_2319,女性,50,50代,滋賀県,大津市,1,無,就業中
ID_2320,男性,57,50代,京都府,八幡市,0,無,就業中
ID_2321,女性,51,50代,京都府,京都市山科区,0,無,在学中
ID_2322,女性,51,50代,山形県,上山市,2,有,就業中
ID_2323,男性,34,30代,京都府,京都市北区,2,有,就業中
ID_2324,女性,20,20代,京都府,相楽郡精華町,0,無,就業中
ID_2325,女性,66,60代,京都府,京都市下京区,2,有,離職中
ID_2326,女性,39,30代,京都府,宇治市,2,無,就業中
ID_2327,女性,30,30代,京都府,京都市山科区,1,無,就業中
ID_2328,女性,60,60代,京都府,宇治市,2,有,離職中
ID_2329,女性,40,40代,京都府,京都市右京区,1,無,就業中
ID_2330,女性,43,40代,大阪府,枚方市,2,有,就業中
ID_2331,女性,43,40代,京都府,京都市西京区,2,有,就業中
ID_2332,女性,41,40代,京都府,京都市上京区,3,有,就業中
ID_2333,女性,56,50代,京都府,京都市伏見区,0,無,就業中
ID_2334,女性,22,20代,京都府,舞鶴市,3,有,就業中
ID_2335,男性,56,50代,京都府,向日市,2,有,就業中
ID_2336,男性,23,20代,京都府,京都市西京区,0,無,就業中
ID_2337,女性,44,40代,京都府,京都市北区,2,有,就業中
ID_2338,女性,42,40代,京都府,京都市左京区,2,有,就業中
ID_2339,女性,65,60代,京都府,京都市上京区,3,有,就業中
ID_2340,女性,64,60代,京都府,宇治市,2,有,離職中
ID_2341,女性,40,40代,京都府,向日市,1,無,就業中
ID_2342,女性,37,30代,京都府,福知山市,4,無,離職中
ID_2343,女性,63,60代,京都府,京都市左京区,0,無,離職中
ID_2344,女性,51,50代,京都府,船井郡京丹波町,1,有,就業中
ID_2345,女性,52,50代,京都府,京都市山科区,1,有,離職中
ID_2346,女性,48,40代,京都府,京都市伏見区,1,有,就業中
ID_2347,女性,31,30代,奈良県,生駒市,2,有,就業中
ID_2348,女性,54,50代,京都府,京都市南区,4,有,就業中
ID_2349,女性,50,50代,京都府,京都市伏見区,2,無,就業中
ID_2350,男性,35,30代,京都府,京都市右京区,2,無,就業中
ID_2351,女性,64,60代,大阪府,枚方市,2,有,就業中
ID_2352,男性,67,60代,京都府,京都市東山区,0,無,就業中
ID_2353,男性,65,60代,京都府,京都市西京区,4,有,就業中
ID_2354,男性,42,40代,京都府,乙訓郡大山崎町,3,有,就業中
ID_2355,女性,23,20代,京都府,京都市山科区,0,無,就業中
ID_2356,女性,26,20代,大阪府,大阪市中央区,1,無,離職中
ID_2357,女性,23,20代,大阪府,大阪市東淀川区,1,無,就業中
ID_2358,女性,63,60代,京都府,京都市左京区,1,無,就業中
ID_2359,男性,53,50代,大阪府,大阪市西成区,2,無,就業中
ID_2360,男性,34,30代,京都府,京都市下京区,1,有,離職中
ID_2361,男性,46,40代,京都府,京都市伏見区,2,有,就業中
ID_2362,女性,50,50代,京都府,城陽市,0,無,就業中
ID_2363,女性,44,40代,滋賀県,大津市,1,有,離職中
ID_2364,男性,60,60代,京都府,八幡市,0,無,就業中
ID_2365,女性,67,60代,京都府,京都市伏見区,3,有,就業中
ID_2366,男性,21,20代,京都府,福知山市,0,無,就業中
ID_2367,女性,30,30代,大阪府,堺市中区,2,有,離職中
ID_2368,女性,41,40代,滋賀県,大津市,4,有,就業中
ID_2369,男性,45,40代,京都府,城陽市,1,有,就業中
ID_2370,女性,44,40代,京都府,京都市山科区,1,有,就業中
ID_2371,男性,28,20代,京都府,京都市左京区,0,無,離職中
ID_2372,男性,52,50代,京都府,長岡京市,9,有,就業中
ID_2373,女性,58,50代,京都府,亀岡市,1,有,就業中
ID_2374,女性,25,20代,滋賀県,大津市,0,無,離職中
ID_2375,男性,64,60代,京都府,亀岡市,2,有,就業中
ID_2376,女性,58,50代,京都府,宇治市,1,有,就業中
ID_2377,女性,45,40代,京都府,南丹市,1,無,就業中
ID_2378,女性,25,20代,京都府,長岡京市,3,有,就業中
ID_2379,女性,52,50代,京都府,京都市伏見区,3,無,就業中
ID_2380,女性,35,30代,京都府,京都市伏見区,2,無,離職中
ID_2381,男性,76,70歳以上,京都府,京都市伏見区,2,有,離職中
ID_2382,女性,45,40代,京都府,宇治市,1,無,就業中
ID_2383,女性,22,20代,京都府,京都市山科区,2,無,就業中
ID_2384,男性,76,70歳以上,奈良県,奈良市,3,無,就業中
ID_2385,女性,36,30代,京都府,京都市西京区,3,有,就業中
ID_2386,女性,24,20代,京都府,京都市右京区,0,無,離職中
ID_2387,女性,28,20代,京都府,宇治市,1,無,就業中
ID_2388,女性,42,40代,京都府,京都市南区,2,有,就業中
ID_2389,女性,64,60代,京都府,京都市東山区,2,有,就業中
ID_2390,女性,50,50代,京都府,亀岡市,2,有,就業中
ID_2391,女性,42,40代,愛媛県,松山市,2,有,在学中
ID_2392,女性,56,50代,福井県,大野市,4,有,就業中
ID_2393,女性,60,60代,京都府,京都市南区,1,無,就業中
