row_type,prefecture,municipality,category1,category2,category3,applicant_count,avg_age,male_count,female_count,avg_qualifications,latitude,longitude,count,avg_desired_areas,employment_rate,national_license_rate,has_national_license,avg_mobility_score,total_in_municipality,market_share_pct,avg_urgency_score,inflow,outflow,net_flow,demand_count,supply_count,gap,demand_supply_ratio,rarity_score,total_applicants,top_age_ratio,female_ratio,male_ratio,top_employment_ratio,avg_qualification_count
AGE_GENDER,東京都,墨田区,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,墨田区,30代,女性,,,33.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,墨田区,30代,男性,,,34.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,墨田区,50代,女性,,,53.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,墨田区,50代,男性,,,55.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,墨田区,60代,男性,,,66.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,20代,男性,,,27.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,30代,女性,,,33.666666666666664,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,50代,女性,,,58.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,60代,男性,,,66.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,70歳以上,女性,,,75.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,多摩市,70歳以上,男性,,,77.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,20代,男性,,,26.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,30代,女性,,,31.6,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,40代,女性,,,43.5,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,40代,男性,,,48.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,50代,女性,,,59.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,50代,男性,,,54.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,60代,女性,,,62.666666666666664,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,60代,男性,,,64.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,70歳以上,女性,,,75.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,大田区,70歳以上,男性,,,80.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小平市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小平市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小平市,40代,女性,,,48.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小平市,60代,女性,,,61.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小平市,60代,男性,,,67.33333333333333,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小金井市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小金井市,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小金井市,30代,女性,,,32.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,小金井市,30代,男性,,,34.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,20代,男性,,,27.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,30代,女性,,,31.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,30代,男性,,,38.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,50代,男性,,,59.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,60代,女性,,,64.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,60代,男性,,,69.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,府中市,70歳以上,男性,,,77.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,20代,女性,,,27.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,30代,女性,,,33.0,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,40代,男性,,,47.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,50代,女性,,,53.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,50代,男性,,,54.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,60代,女性,,,61.666666666666664,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,60代,男性,,,65.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,文京区,70歳以上,男性,,,77.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,20代,女性,,,27.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,20代,男性,,,24.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,30代,女性,,,31.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,30代,男性,,,38.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,40代,男性,,,44.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,50代,女性,,,55.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,50代,男性,,,53.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,60代,女性,,,61.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,60代,男性,,,65.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,新宿区,70歳以上,男性,,,80.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,日野市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,日野市,20代,男性,,,27.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,日野市,30代,女性,,,32.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,日野市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,日野市,40代,男性,,,43.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,昭島市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,昭島市,30代,女性,,,31.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,昭島市,30代,男性,,,34.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,昭島市,40代,男性,,,40.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,20代,男性,,,24.75,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,30代,女性,,,31.75,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,30代,男性,,,34.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,40代,男性,,,44.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,50代,女性,,,54.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,50代,男性,,,59.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,60代,女性,,,66.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,杉並区,60代,男性,,,66.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,20代,男性,,,28.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,30代,女性,,,32.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,60代,女性,,,61.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東久留米市,60代,男性,,,69.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東大和市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東大和市,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東大和市,40代,女性,,,48.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東大和市,50代,女性,,,53.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東村山市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東村山市,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東村山市,30代,女性,,,32.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,東村山市,60代,男性,,,68.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,20代,男性,,,25.666666666666668,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,30代,女性,,,33.2,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,40代,男性,,,44.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,50代,女性,,,52.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,50代,男性,,,52.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,60代,男性,,,65.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,板橋区,70歳以上,男性,,,76.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵村山市,70歳以上,男性,,,77.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,20代,男性,,,28.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,40代,男性,,,40.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,60代,男性,,,65.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,武蔵野市,70歳以上,女性,,,74.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,20代,男性,,,24.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,30代,女性,,,33.666666666666664,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,40代,男性,,,44.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,50代,男性,,,52.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,60代,女性,,,63.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江戸川区,60代,男性,,,65.5,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,20代,男性,,,26.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,30代,女性,,,33.75,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,30代,男性,,,33.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,40代,男性,,,49.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,50代,男性,,,53.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,60代,女性,,,61.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,60代,男性,,,64.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,70歳以上,女性,,,74.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,江東区,70歳以上,男性,,,77.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,清瀬市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,清瀬市,30代,女性,,,32.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,20代,女性,,,25.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,20代,男性,,,24.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,30代,女性,,,32.0,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,30代,男性,,,34.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,40代,女性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,40代,男性,,,45.2,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,50代,女性,,,58.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,50代,男性,,,53.2,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,60代,女性,,,61.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,60代,男性,,,66.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,70歳以上,女性,,,72.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,渋谷区,70歳以上,男性,,,80.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,20代,女性,,,26.666666666666668,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,20代,男性,,,25.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,30代,女性,,,31.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,30代,男性,,,35.666666666666664,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,40代,女性,,,43.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,40代,男性,,,48.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,50代,女性,,,58.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,50代,男性,,,55.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,60代,女性,,,61.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,60代,男性,,,65.66666666666667,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,港区,70歳以上,女性,,,74.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,狛江市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,狛江市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,狛江市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,狛江市,60代,男性,,,64.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,町田市,20代,女性,,,24.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,東京都,町田市,20代,男性,,,27.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
